Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		La maestra a smije straca	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		La maestra a smija stanca	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		La maestra la par straca	Monno	Monno,Brescia,Lombardia	Orientale	
		La maestra la par straca	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		'A maestra a sembra straca	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		A maistra a pa stanca	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		La maestra pare straca	Padova1	Padova,Padova,Veneto	Meridionale	
		A maestra pare stufa	padova2	Padova,Padova,Veneto	Meridionale	
		La mestre a samee strache	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		La maestra la par straca	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		La maestra a smia straca	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Ra meistra a smia stanca	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		A maestra someia stanca	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		La meitro i samblo fatigá	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		A meistra a pa stanca	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Le mestre e somee strache	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		La mestra la per straca	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Aa maistra a pa stanca	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		La maestra a smia straca	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		La maestra a me smija straca	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		La magistro smillho fatigà	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		La maestra la par straca	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		La mestra 'a par straca	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		A maestra pare stanca	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		A maestra a sembra stufa	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		La magistra a mija straca	Torino	Torino,Torino,Piemonte	Alto piemontese	
		La maestra a mija straca	Torino	Torino,Torino,Piemonte	Alto piemontese	
		LA magistra as diria straca	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		La magistra a smija straca	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		La magistra a smija straca	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		La maestra a la smija straca	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Ara maestra a smeia straca	Trecate	Trecate,Novara,Piemonte	Novarese	
		'A maestra 'a par straca	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		La maestra la ga l'aria de esser stanca	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		La maestra la someia fiaca	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		A maistra a parese stanca	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		La maestra la par straca	Vione	Vione,Brescia,Lombardia	Orientale	
						
3.0	52.0	Venga pure anche il vostro amico				 | avv altri | cong pres | cong princ | fless 3 | inacc | omissione comp | poss 5 | sogg def | sogg masch | sogg nom | sogg postv | 
		C'al vegni por a al vos amis	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Che ‘l vegna pur anca el vos amico / compare	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Che el vegna anca el vos amico	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Che el vegna anca el vos amico!	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Qu vena pura anche er vosctr amisc	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		E vegna dentro alc el so amico	Altavilla Vicentina	Altavilla Vicentina,Vicenza,Veneto	Meridionale	
		Ch'al vegni ben ancja 'l vuestri amì	Aquileia	Aquileia,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Chi vegna pue ncò r vostro amigo	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		e cu vene ascì u so amigu	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Ch'el vegna pure anca el vostro amico	Arsiero	Arsiero,Vicenza,Veneto	Meridionale	
		Che vegne pure anche u vostru amigu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		Al vegna pur anca al vostar amich	Bagnolo S. Vito	Bagnolo San Vito,Mantova,Lombardia	Mantovano	
		Al pol (pur) gnir anca al vostar amig	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | avv altri | clit sogg espl | cong pres | cong princ | fless 3 | inacc | omissione comp | poss 5 | sogg def | sogg masch | sogg nom | sogg postv | 
		Ciamè in ca al vostar amigh	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Ca jena pur anc al vostr amig	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		U vegna poura u vostru amigu	Borghetto di Vara	Borghetto di Vara,La Spezia,Liguria	Gallo-Italico Ligure	
		Che al végnies ènca al vòs amìsc	Bormio	Bormio,Sondrio,Lombardia	Alpino	
		U vegna pur anche l vost amis	Brione	Brione,Brescia,Lombardia	Orientale	
		Cu vena pura anche er vostr amiz	Cairo Montenotte	Cairo Montenotte,Savona,Liguria	Gallo-Italico Ligure	
		Cu venne anche ei vostru amigu	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Ch'u venna pura anche 'r vostr amiz	Carcare	Carcare,Savona,Liguria	Gallo-Italico Ligure	
		Cal vegna pur anch al vostr'amigh	Carpi	Carpi,Modena,Emilia Romagna	Occidentale	
		Cu vegne pure anche u vosciu amigu	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		Che 'l vegne anca el vost socio	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Che vegne pure anca el vostro amigo	Ceneda	Vittorio Veneto,Treviso,Veneto	Centro-settentrionale	
		Cal vignidi pur ancia il vostri amic	Cesarolo1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		C'al vignedi pur encia il vostri amic	Cesarolo2	San Michele al Tagliamento,Venezia,Veneto	Centro-settentrionale	
		Ch'e' venga pu' enca e' vost amigh	Cesena2	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Al vegne pur anca al vostro amigo	Cesiomaggiore	Cesiomaggiore,Belluno,Veneto	Centro-settentrionale	
		Ch'u vegne pure anche u vostru amigu	Chiavari1	Chiavari,Genova,Liguria	Gallo-Italico Ligure	
		Cu vegne u vostru amigu asscì	Chiavari2	Chiavari,Genova,Liguria	Gallo-Italico Ligure	
		ch'u egne lè asì u vostru amigu	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Che'l vegni puur ancia'l uestri amì	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		-	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		K al viño enk' il vueštri amiik	Collina	Forni Avoltri,Udine,Friuli Venezia Giulia	Friulano Carnico	
		Ch'al vegna pur anca 'l voss soci	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Ch'al vegni pura ancia al vostri amigu	Cordenons	Cordenons,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		Che vegne pur anca el vostro amigo	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Ch'ena anca u ostru amigu	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Cu vegne pure anche u vostru amigu	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Venga pure anche il vostro amico	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		Che e vegna pù neca e vostr'amig	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Al vegnia pur enca al vàs amisc	Frontale di Sondalo	Sondalo,Sondrio,Lombardia	Alpino	
		Che vegni ancia il vostri amì	Gorizia	Gorizia,Gorizia,Friuli Venezia Giulia	Friulano Centro-orientale	
		Che'l vegne anca el vostro amigo	Jesolo	Jesolo,Venezia,Veneto	Lagunare	
		Ch'i vegna pue anca 'r vostro amigo	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Che vegne pur encia 'l vost amigo	Laste di Rocca Pietore	Rocca Pietore,Belluno,Veneto	Ladino Atesino	
		Ch'el vegna pur anca el vost amis	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Al vegnia int ènca al vòs sòci	Livigno2	Livigno,Sondrio,Lombardia	Alpino	
		Ch'el vegnes anche el vos amico	Lonato	Lonato del Garda,Brescia,Lombardia	Orientale	
		Ch'al vegni puur ancia al uestri amì	Lucinico	Gorizia,Gorizia,Friuli Venezia Giulia	Friulano Centro-orientale	
		Al pol gni po al to socio	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Ch'el vegna anca el voster amis	Milano2	Milano,Milano,Lombardia	Occidentale	
		Vegna pur anca l voster amis	Milano4	Milano,Milano,Lombardia	Occidentale	
		Che l vegna pur anche el voster amis	Milano5	Milano,Milano,Lombardia	Occidentale	
		Cal vegni pur angia el vuistri amì	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		'l vegnia por a 'l vos amis	Monno	Monno,Brescia,Lombardia	Orientale	
		Che vegne pur anca el vostro amigo	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Cu vegne pue aiscì u vosciu amigu	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Cha vena pura ed co er so amis	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Cu venna pura anche er vostr amiz	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Vegna pur anca el vostro amigo	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Quë la vene mei votrë amî	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Cu vegne pure anche u vostru amigu	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Chel vegni pur ancie el vestri amì	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Ch'i vegna puu anca r vostru amigu	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Cai vena pura co al vostr amis	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Che vegne pur encia 'l vost amigo	Rocca Pietore	Rocca Pietore,Belluno,Veneto	Ladino Atesino	
		Votre amis vene 'co puro (el)	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Ca vegna anche el vostro amigo	Rovigo	Rovigo,Rovigo,Veneto	Meridionale	
		El vegna pure anca el vostro amigo	Rovolon	Rovolon,Padova,Veneto	Meridionale	
		Ch'el vegna tranquilamente anca el vostro amigo	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Ch'al vegni pur encja il vostri amic	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Ch'al vegni ancja il vostri amic	San Michele al Tagliamento2	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Cu vegne (pure) anche u vostru amigu	Savona	Savona,Savona,Liguria	Gallo-Italico Ligure	
		L dëss mé ence uní vosc amich	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Rujenëde mé, seniëur Tone	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Che 'l vegnia pur anca al vos amisc	Semogo	Valdidentro,Sondrio,Lombardia	Alpino	
		C'al vegni pur ancia il vustri amigu	Teglio Veneto	Teglio Veneto,Venezia,Veneto	Friulano Occidentale	
		El vegne pure anca el vostro amico	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Che 'l vegne dentro anca l'ostro amigo	Tignes di Pieve d'Alpago	Pieve d'Alpago,Belluno,Veneto	Centro-settentrionale	
		Ch'a vena pro vost amis	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Ch'a vena pura dco vostr amis	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Ch'a-i ven-a pura 'dcò vost amis	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Ch'a-i ven-a pura dcò vostr amis	Torino5	Torino,Torino,Piemonte	Alto piemontese	
		Ch'a vena pura co vostr amis	Torino6	Torino,Torino,Piemonte	Alto piemontese	
		Che vegni anche 'l suo amico	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Al vegnia pur int enca al vos soci (amisc)	Valfurva1	Valfurva,Sondrio,Lombardia	Alpino	
		Al vegnias int enca al vos sòci	Valfurva2	Valfurva,Sondrio,Lombardia	Alpino	
		Cu vene aiscì u vostru amigu	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		Al vegna pur anca al vost amis	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Che 'l vegna anca 'l vostro amigo	Verona	Verona,Verona,Veneto	Veronese	
		Ca'l vegni anca al voss amis	Villa di Tirano	Stazzona,Como,Lombardia	Alpino	
						
4.0	31.0	Ha visto suo zio?				 | aux A | fless 3 | indic pass pross | interr sì/no | ogg def | ogg dir | ogg masch | ogg sing | partic | poss 3 | pro | trans | 
		Halo / hala vist so zia?	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Frase non tradotta	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		L'ha vist so zio?	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Al vist so zio?	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | aux A | clit sogg espl | fless 3 | indic pass pross | ogg def | ogg dir | ogg masch | ogg sing | partic | poss 3 | pro | trans | 
		U vidisti so zio?	Biancavilla	Biancavilla,Catania,Sicilia	Area orientale non metafonetica	
		Al ha vüst al so zìju?	Borgo San Martino	Borgo San Martino,Alessandria,Piemonte	Alto piemontese	 | aux A | fless 3 | indic pass pross | interr sì/no | ogg def | ogg dir | ogg masch | ogg sing | partic | poss 3 | pro | trans | 
		L’à vedù al sè zìo?	Bormio	Bormio,Sondrio,Lombardia	Alpino	
		Alo vedù so barba ?	Calalzo di Cadore	Calalzo di Cadore,Belluno,Veneto	Ladino Cadorino	
		Galo visto so zio ? / O galo visto so zio ?	Carmignano di Brenta	Carmignano di Brenta,Padova,Veneto	Meridionale	
		Avét viSt l voSt&r Zí ?	Carrara	Carrara,Massa-Carrara,Toscana	Lunigiano	
		Èste vedù so bèrba ?	Cazet	Campitello di Fassa,Trento,Trentino Alto Adige	Ladino Atesino	
		Atu vist so sio?	Chies d'Alpago	Chies d'Alpago,Belluno,Veneto	Centro-settentrionale	
		Astu visto so sio?	Chioggia	Chioggia,Venezia,Veneto	Lagunare	
		Atu vist so barba?	Cirvoi	Belluno,Belluno,Veneto	Centro-settentrionale	
		Ast udü to berba ?	Corvara	Corvara in Badia/Corvara,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Alo vist so barba ?	Falcade	Falcade,Belluno,Veneto	Ladino-veneto	
		Alo vist so sio?	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		At vist so zzio?	Ferrara1	Ferrara,Ferrara,Emilia Romagna	Orientale	
		Al vist sò zio?	Ferrara2	Ferrara,Ferrara,Emilia Romagna	Orientale	
		L’asc vedù al sè zio?	Frontale di Sondalo	Sondalo,Sondrio,Lombardia	Alpino	
		L'ha vest el su si ?	Granarola	Gradara,Pesaro Urbino,Marche	Marchigiano settentrionale	
		Al vedù 'l sè bàrba ?	Grosio	Grosio,Sondrio,Lombardia	Alpino	
		Alo (v)isto so sio ?	Illasi	Illasi,Verona,Veneto	Veronese	
		Alo vedú so sio?	Lamon	Lamon,Belluno,Veneto	Centro-settentrionale	
		Èsc vedù'l sè zio?	Livigno2	Livigno,Sondrio,Lombardia	Alpino	
		Gheto visto so zio?	Marostica	Marostica,Vicenza,Veneto	Meridionale	
		Gaeo/a visto so zio?	Mason Vicentino	Mason Vicentino,Vicenza,Veneto	Meridionale	
		Halo vist so barba?	Mellame d’Arsiè	Arsiè,Belluno,Veneto	Trentino orientale	
		Gaeo visto so zio?	Mirano	Mirano,Venezia,Veneto	Meridionale	
		Aial viodut so barbe?	Nimis	Nimis,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		As vist so zio?	Nones 	Tassullo,Trento,Trentino Alto Adige	Trentino Occidentale	
		Al (m.) / Ala (f.) vistu sò barbä?	Padola	Comelico Superiore,Belluno,Veneto	Ladino Cadorino	
		Gheto visto so zio?	Padova3	Padova,Padova,Veneto	Meridionale	
		Asto vedù so barba?	Peaio	Vodo Cadore,Belluno,Veneto	Ladino Cadorino	
		Alo vedesto so barba?	Pozzale di cadore	Pieve di Cadore,Belluno,Veneto	Ladino Cadorino	
		Atu vist so barba?	Puos d'Alpago	Puos d'Alpago,Belluno,Veneto	Centro-settentrionale	
		Haial (masch.) / Hae (femm.) vidut so barbe ?	Qualso	Reana del Rojale,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Oul o vî soun / ouncle / counque /.	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Gh’et vist su sio?	Redondesco	Redondesco,Mantova,Lombardia	Mantovano	
		Alo visto so barba?	Rivai di Arsiè	Arsiè,Belluno,Veneto	Centro-settentrionale	
		Ghetu visto so zio?	Romano D'Ezzelino	Romano d'Ezzelino,Vicenza,Veneto	Meridionale	
		Ga visto so zio?	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Al udü sò berba ?	San Leonardo	Badia/Abtei,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Gheto visto so zio?	San Pietro in Gu	San Pietro in Gu,Padova,Veneto	Meridionale	
		Ét vüdüü al tó ziu?	Schenone	Samolaco,Sondrio,Lombardia	Alpino	
		L’è vedù al se sio?	Semogo	Valdidentro,Sondrio,Lombardia	Alpino	
		U: l á víštu só bÒ:rba ?	Tabarchino	Calasetta,Carbonia-Iglesias,Sardegna	Gallo-Italico Ligure	
		U l'ha vistu sò barba?	Taggia	Taggia,Imperia,Liguria	Gallo-Italico Ligure	
		At visto to sio?	Taglio di Po1	Taglio di Po,Rovigo,Veneto	Meridionale	
		At vist so sio?	Taglio di Po2	Taglio di Po,Rovigo,Veneto	Meridionale	
		Asto visto so zio ?	Tai di Cadore	Pieve di Cadore,Belluno,Veneto	Ladino Cadorino	
		Al'à sciarà so barba?	Tollegno	Tollegno,Biella,Piemonte	Basso piemontese	
		Te ga visto suo zio?	Trieste2	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		E’ vìste ‘u zijàne?	Triggiano	Triggiano,Bari,Puglia	Apulo-barese	
		Gheto visto to sio?	Valdagno	Valdagno,Vicenza,Veneto	Meridionale	
		Lé vedù al se ziü ?	Valfurva1	Valfurva,Sondrio,Lombardia	Alpino	
		Esc vedù ‘l tsè zio?	Valfurva2	Valfurva,Sondrio,Lombardia	Alpino	
		Gheto visto so zio ?	Valmorbia	Vallarsa,Trento,Trentino Alto Adige	Trentino orientale	
		Èt avdüüt al só barbä?	Villa di Chiavenna	Villa di Chiavenna,Sondrio,Lombardia	Alpino	
		Al vedüü al tò zìu ?	Villa di Tirano	Stazzona,Como,Lombardia	Alpino	
		El ga visto so barba?	Villorba	Villorba,Treviso,Veneto	Centro-settentrionale	
						
5.0	16.0	Chissà quando finiranno il loro lavoro!				 | avv altri | escl indir | escl wh- | fless 6 | indic fut sempl | ogg def | ogg dir | ogg masch | ogg sing | poss 6 | pro | trans | WH semplice | WH temp | 
		Chissà quando i finirà el so laoro!	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Chisa' quanti i fnira' al so laor!	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | avv altri | clit sogg espl | escl indir | escl wh- | fless 6 | indic fut sempl | ogg def | ogg dir | ogg masch | ogg sing | poss 6 | pro | trans | WH semplice | WH temp | 
		Chissà quando che i finirà el so lavoro!	Carmignano di Brenta	Carmignano di Brenta,Padova,Veneto	Meridionale	
		Chissà canche i fenirà so lurier!	Cazet	Campitello di Fassa,Trento,Trentino Alto Adige	Ladino Atesino	
		Chilosà cauch ai ruvarà dò laur !	Corvara	Corvara in Badia/Corvara,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Chissà quando che i finirà el so lavoro!	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Kisà quand ki finirà al sò lavor!	Ferrara2	Ferrara,Ferrara,Emilia Romagna	Orientale	
		TSi sà quando i le/lo finise el so laoro!	Illasi	Illasi,Verona,Veneto	Veronese	
		Qui sa courë i lioureran lour travalh	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Chisa quant i finirà ch’el laurà lé!	Redondesco	Redondesco,Mantova,Lombardia	Mantovano	
		Chisá quan chí finirà el so laoro!	Taglio di Po1	Taglio di Po,Rovigo,Veneto	Meridionale	
		Chissà quando che i finirà el lavor!	Trieste2	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
						
6.0	2.0	Ne prenda pure anche il vostro amico.				 | avv altri | avv mod | clit ne | cong pres | cong princ | fless 3 | poss 5 | sogg def | sogg masch | sogg nom | sogg postv | sogg sing | trans | 
		Tolene pur anca per el vos amico.	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El ne toga pur anca el vos amico.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		A nin toga pur anca al vostar amig	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | avv altri | avv mod | clit ne | clit sogg espl | cong pres | cong princ | fless 3 | poss 5 | sogg def | sogg masch | sogg nom | sogg postv | sogg sing | trans | 
		Ghin toga pure anka el vostro amico ! / Che ghin toga pure anka el vostro amico !	Carmignano di Brenta	Carmignano di Brenta,Padova,Veneto	Meridionale	
		Che l nin tole pura ence vosc amich	Cazet	Campitello di Fassa,Trento,Trentino Alto Adige	Ladino Atesino	
		Ch'al nen toles ma ince asc cumpagn	Corvara	Corvara in Badia/Corvara,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Che ghen cióe pur anca el vostro amigo!	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		N'in tòga pur ank'al vostar amig!	Ferrara2	Ferrara,Ferrara,Emilia Romagna	Orientale	
		El ghe ne toga pure enka el so amico	Illasi	Illasi,Verona,Veneto	Veronese	
		Ondi cjoli pûr ancje el vuéstri amé	Qualso	Reana del Rojale,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Qu’ou nan pernë puro mei votrë amî.	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
