Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		Gianni a l'ha mangià tropa torta e a s'ha sentù mal	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		Avendu mangià tonta torta, Giuani j l'a sintossi mal	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Avendu mangiò troppa turta, Gianni u se sentì mo	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Lu l'ha mangià tropa turta et el s'è sentì mal / Giani l'ha mangià tropa turta e l'è sta mal	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		U Giani u sè sentiu mae perché u l'à mangiau troppu duse	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		El Giani l'ha magnà masa torta e el s'ha sentù mal	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Da che 'l avea magnà masa peta, el Gioani el s'à sentù mal	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Avend magnè tropa torta Giani u'sè sintì mel	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		D oi mangiò tropa turta u Giani us è sentiu ma	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Vint mangiada massa torta, Gianni si a sintuut mal	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Siccome ha mangiato troppa torta, Gianni (e') s'è sentito male	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		ur Giani l'a mangiat tropa turta e l s'a sentut ma	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Siccome l'ha magnà masa torta, Gianni l'e stat mal	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		omessa	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Pe avei mangiun tropa turta, u Gianni u se sentiu mò	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Avendo mangiato troppa torta, Gianni e s'è sentito male	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		Avend magné tropa torta, Gianni u s'è sintì (sintù) mel	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		DAto ch'i aeva mangià de tropo, Giani i s'è sentù mao	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Gianni al se sentu mae perché a l‘eva mangià tropa turta	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Gianni al se sentù mae perché a l'eva mangià tropa turta	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Giani s'è sentu mal perché l'a mangià tropa turta	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Sicome ch' el gà magnà masa dolse, Giani se gà sentio male	Longare	Longare,Vicenza,Veneto	Meridionale	
		Al Giani che l'ha maiat trop tanta turta, ades al sta mal	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Sicume l'a magnà tropa turta, Giani al s'è sentì mal	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Vendo magnà massa fugassa, Nane se ga sentio mal	Mestre	Venezia,Venezia,Veneto	Lagunare	
		L a mangià tropa turta , Giani l è sta mal	Milano1	Milano,Milano,Lombardia	Occidentale	
		Sicume l'a mangià tropa turta, el Giani el se sentù mal	Milano2	Milano,Milano,Lombardia	Occidentale	
		Kul fat ke l a manðà tropa turta, Giani l s e sentü' mal	Milano4	Milano,Milano,Lombardia	Occidentale	
		Vent mangiat tanta torta, Gianni si è sintut mal	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		A l'ha mangià tropa torta, Gianni a l'è stait mal	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		O l'ha mangià tropa torta, Gianni o l'è sentisse ma	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		L'ea majà tata de cola turta, che'l ge vignia 'nfina de tra so	Monno	Monno,Brescia,Lombardia	Orientale	
		A aver magnà masa torta, el Giorgio l'è stà mal	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		? Avendo magnà massa torta, Gianni el se ha sentì mal	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		omessa	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Vendo magnà massa torta, Gianni se ga sentio male	Padova1	Padova,Padova,Veneto	Meridionale	
		Gianni el se ze sentio mae, perchè el ga magnà massa torta	padova2	Padova,Padova,Veneto	Meridionale	
		Gianni a si è sintut mal paseche a l'a mangiat masse torse	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Sicome ch'el ga magnà masa torta, giani el se ga (ze) sentio mal	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Sicume a l'a mangià tropa torta, Gianni a l'è sentise mal	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Datu che l'a mangiò troppa turta Gianni l'è sto ma	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Avendo magnà massa torta, Gianni el se a sentio mal	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		An aian minjá trot ad torto, Djiani ou s’ei santí mâ	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		An aian minjá trot ad torto, Djiani oul ei itá mâ	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		U l'a mangiou troppu turta e u s è sentiu mà	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Cul ve mangiat massa dolz, a Gianni j a vignut mal	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Avend magnè tropa torta, Gianni u sè sentì mel	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Scicume Giuani i gi-ha mangià tropa turta i se sentì mau	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Al'ha mangià tropa turta, Gianni a l'è sentise mal	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Avend mengià tropa torta, Gioanin a 's s'é sentusse mal	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Coum al avio minjà trop de dou, Gianni s'è sentì mal	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Sicome l'ha magnà masa torta, al Gianni ghi è vegnù mal	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Sicome che ga magnà massa dolse, Gianni se ga sentio mal / mae	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Vent (avent) mangjat massa fujassa, Gjani al si è sintut mal	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Siccome el ga magnà masa torta, Gianni se ga sentio mae	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Davia che l'ova maià massa teurta, stajova Jan ert	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Gavendo magnà masa torta, Giani se ze/ga sentio mae	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Avend mangià tròpa torta, Giors a l'è sentusse mal	Torino	Torino,Torino,Piemonte	Alto piemontese	
		Avenda mangià fondos ed torta, Gianni a l'è sentisse mal	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Per avej mangià tropa torta , Gioann a l'è sentisse mal/ Avend mangia'...	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Avend mangià tropa torta, Giano al'è sentusse mal	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		Gioanin a l'ha sentissi mal perchè ch'a l'ha mangià tropa torta	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Sicomu l'è mangià tropa torta, Giani l'è sintusa mala	Trecate	Trecate,Novara,Piemonte	Novarese	
		El ga magnà massa dolce, Gianni el se gà sentio mal	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Gavendo magna tropa torta, Giovani se ga sentì mal	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Sicome el ga magnà massa torta, Gianni se gà sentio male	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		D'avè mangiau tropa turta Giuanin u s'è sentiu ma / Sicume u l'à mangiau..	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		Avendu mangia tropa turta Giani al se santu ma	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Per iga mangià trop tanta torta, Giani 'l se sinti mal	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	19.0	Avendo la maestra parlato solo con te, non sapeva tutto				 | aux A | aux to C | avv altri | fless 3 | gerundio composto | indic imperf | inerg | negaz prev | ogg indef | PP | PP def | PP sing | pro | QP ogg dir | sogg def | sogg femm | sogg nom | sogg postaux | sogg sing | subord | trans | 
		omessa	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Sicome la maestra l’ha parlà sol con ti no la saeva tut.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		No la podeva saver tut la maestra perché l’ha parlà sol con ti	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Siccome la maestra l’aveva parlà sol con ti, no la saveva tut.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Scicume ra maistra a l'o parloo sul cun ti, an soova tutt	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		A mestra la ne sava tuto perché l'a parlà solo con te	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Detu che a meistra a l'eiva parlau sulu che cun ti a nu saveiva guei ninte	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Avendu  a mestra parlon sulu cun ti a nu savea tutu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		Aendag la maestra cacara' sol cun ti, l'an saea gent	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | aux A | aux to C | avv altri | clit sogg espl | clit sogg espl | fless 3 | gerundio composto | indic imperf | inerg | negaz prev | ogg indef | PP | PP def | PP sing | pro | QP ogg dir | sogg def | sogg femm | sogg nom | sogg postaux | sogg sing | subord | trans | 
		La maestra l avea scours soul con te, la n pseva brisa savair incossa	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Sicom la maestra l'à ciacarà sol con ti, l'an pudea minga saver tut	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		La maestra, avend mach parlà con ti, a savea gnin tut	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		Se la maestra l'à parlà manumà 'nsomma té, la saviva mja tuttu	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Avendo a mestra parlò sulu con ti, an sajeiva tutto	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		omessa	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		Sicumme a mestra a l'aia parlou sulu cun ti a un poia sai tutt	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		La maestra la eva parlà sol con ti e no la saeva tut	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Da che l'avea descorest sol che con ti, no la savea tut	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Avend la maestra scors sol cun te, lan saveva tot	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		a mestra a l'eia parlò sulu cun tì e anu seia tutu	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Vint la mestra ciacaraat nome cun te, no saveva duut	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Siccome la maestra aveva parlato con te e basta, e' un sapeva tutto	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Vist che ra maestra l'a parlat duma cun tì, la seva mign tutt	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Sicome la maestra la vea parlà solche co ti, no la savea tut	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		A meistra, d'aì parlò sulle cun ti, nu saveiva tuttu	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Pe avei a meistra parlun sulu cun ti, a nu saxeiva tuttu	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Avendo la maestra parlato solo con te, la non sapeva tutto	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		Avend la maestra parlé sol cun te, l'an saveva tot	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		DAto che a maistra l'à parlà solo con te, la ne saveva tuto	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Dal moment che la maestra l'avea parlà duma cun te, la sera giamò tot	Lecco	Lecco,Lecco,Lombardia	Orientale	
		La maestra la sera minga tuch parché l’eva parlaa duma cun te	Lecco	Lecco,Lecco,Lombardia	Orientale	
		La maestra la sera minga tuch perché l'eva parlaa duma cun te	Lecco	Lecco,Lecco,Lombardia	Orientale	
		La maestra la gavea parlà so(l)o con ti e no (l)a savea mia tuto	Longare	Longare,Vicenza,Veneto	Meridionale	
		Sicome la maestra l'ha parlat apena con te, la sea mia tut	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Sicume la maestra l'a parlà sul cunti, la saveva mia tut	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Vendo parlà, la maestra, solo con ti, no la saveva tuto	Mestre	Venezia,Venezia,Veneto	Lagunare	
		La maestra l a parlà cun tì e la saveva no tut	Milano1	Milano,Milano,Lombardia	Occidentale	
		Sicume la maestra l'a parlà duma cin ti, la saveva no tuscos	Milano2	Milano,Milano,Lombardia	Occidentale	
		Kul fat ke la maestra l a parlà dumà kun ti, la saveva minga tüt	Milano4	Milano,Milano,Lombardia	Occidentale	
		Vent la mestra ciacarat sul cun te, no saveva dut	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Vist che la maestra a l'ha parlà mach con ti, savia nen tut	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		La maestra a j'ava mach parla' con ti, a sava pa tut	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		La maestra l'ea ciacolà apena nsema te e la sea mia tut	Monno	Monno,Brescia,Lombardia	Orientale	
		A aver la maestra parlà sol con ti, no la saveva tut	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		? Avendo 'a maestra parlà sol che co ti, no' a savea tut	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Avendu a maistra parlau sulu in cu ti, a nu saxeva tuttu	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Vendo la maestra parlà solo co ti, no la saveva tuto	Padova1	Padova,Padova,Veneto	Meridionale	
		Sicome a maestra ga parlà soeo co ti no a saveva tuto	padova2	Padova,Padova,Veneto	Meridionale	
		Parseche la mestre a veve ciacarat dome cun te, nol saveve dut	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Sicome che la maestra la ga parlà solo con ti, no la saveva tuto	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Sicume la maestra a l'a parlà mac cun ti, a savia pa tut	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		DAtu che rra meistra a ra parlò sul cun ti an saveiva tut	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Avendo a maestra parlà sol che con ti, no a savea tut	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Dou mouman quë la meitrë il o parlá maqu’avei tu, i seió pâ tout	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Avendu a meistra parlou sulu cun ti, a nu saveiva tuttu	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Dato che la metra e ha ciacarat nome cun te, no saveve dut	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Avend la mestra scours sno sa te, lan savoiva tot	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Scicume aa maistra a l'ha parlà sulu cunte a nu saveiva propriu tutu	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Aven la maestra mac parlà cun ti a savia nen tut	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Avend la maestra parlà mach con ti a savia nin tut	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Coum la magistro avio moc parlà oou'tu, i sabio pa tout	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Sicome la maestra l'aveva parlà sol con ti, no la saveva tut	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Sicome che a maestra ga parlà soeo che co ti, no ea saveva tuto	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Vent la mestra fevelat doma chi cun te, 'a no saveva dut	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Sicome a maestra a ga parlà solo co ti, non a saveva tuto	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		A maestra, gavendo parlà soeo con ti, no a saveva tuto	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Sicome la maestra a l'avìa parlà mach ansema a ti, a savia nen tut	Torino	Torino,Torino,Piemonte	Alto piemontese	
		Essend che la magistra a l'ha parla' mach ed ti, a savia pa tut	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Sicome la magistra a l'ha mach parlà con ti, a savia nen tut	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Avend la magistra parlà mach con ti,a savia nen tut	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		La maestra a sava nen tut perché ch'a l'ava parlà mach ansema a ti	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Sicomu 'ra maestra l'è parlà dumà 'nsema ti, a saveva mia tutt	Trecate	Trecate,Novara,Piemonte	Novarese	
		La maestra gà parlà solo co' ti no 'a saveva tuto	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Gavendo la maestra parlà solo con ti, no la saveva tuto	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Sicome la maestra gà parlà solo con ti, non la saveva tuto	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Sicume a maistra a l'à parlau sulu cun tu a nu saveva tutu	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		La maestra la saa miga tut perché l'aa parlà apena cu'n te	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	22.0	Per avere il direttore fatto uno sbaglio, abbiamo perso tempo				 | aux A | aux A | aux to C | fare | fless 4 | indic pass pross | inf composto | ogg dir | ogg indef | ogg indef | ogg masch | ogg masch | ogg sing | ogg sing | pro | sogg def | sogg masch | sogg nom | sogg postaux | sogg sing | subord | trans | 
		Par colpa dal diretor cha la fac un sbaglio ma perdut tep	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Sicome el diretor l’ha fat n’eror aem pers temp.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El diretor l’ha fat en sbagio così  avem pers en mucio de temp.	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Siccome el direttor l’aveva fat n’error, avem pers temp.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Dato che u diretù u l'ò focc 'n 'eruu umma pers du taimp	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		An perso du tempo perché u diretoe g'ià fato ne sbagio	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Aprovu che u diretu u s'è sbaliau emu persu n mugiu de tenpu	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Pe avej u diretu fatu in sbagliu emu persu du tempu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		Parche' al diretor l'ha sbaglia', ema pers un sac ad temp	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | aux A | aux A | aux to C | clit sogg espl | fare | fless 4 | indic pass pross | inf composto | ogg dir | ogg indef | ogg indef | ogg masch | ogg masch | ogg sing | ogg sing | pro | sogg def | sogg masch | sogg nom | sogg postaux | sogg sing | subord | trans | 
		Causa dal sbali ch l a fat al diretour aven pers dal temp	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		En pers d'al temp parchè al diretor l'à fat un sbali	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Parqué 'l diretor a l'ha fet ne sbalio, e l'oma perdù 'd temp	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		'L diretor l'aviva faciu 'nà futta, e niauci jumma pardà tempu	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Per avei u direttu favviu in sbagliu, humma persu tempu	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Al diretur l'ha fat an sbagliu et iom pers dal temp	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		Eum persu tempu pe curpa du diretù cu l'à fou in sbagliu	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		El diretor l'ha sbaglià e noi em pers temp	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Da che el diretor 'l à fat en sbalio, aon perdù temp	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Par ave e diretor fat un sbaj, avem pers de temp	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Sicume u diretù l'à fatu in sbalu emu persu d'u tempu	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Per vé el diretoor faat uno sbalio, o vin piarduut timp	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Pa avé fatto uno sbaglio il direttore (e') s'è perso tempo	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		par via che r diretur l'a sbaiat, emm perdut temp	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Sicome el diretor l'ha sbaià, von pers temp	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Pe avei fattu u diretù in sbalu, emmu persu tempu	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Pe avei u direttù fetu un sbagliu emmu persu tenpu	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Per avere il direttore fatto uno sbaglio, (e) s'è perso tempo	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		Par avé e diretot fat un sbai, a'iavem pers de temp	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Dato che o diretoe i aveva fato en sbagio, avemo perso tenpo	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Em perdu temp perché ul cap l'a sbagliaa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Dato che l diretur l'a fa 'n sbali, em perdù tempo	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Em perdü temp parché ul cap l’a sbagliaa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Em perdü temp parché ul cap l’a sbagliaa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A gavemo perso tempo, parchè el diretore ga sbajà	Longare	Longare,Vicenza,Veneto	Meridionale	
		Perché 'l diretur l'ha sbagliat, m'ha pers tep	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Sicume 'l diretur l'a fat an sbai em pers temp	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Par 'ver fato un sbaglio el diretor, gavemo perso tempo	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Per avè fa un zbali el diretur, em perdù temp	Milano1	Milano,Milano,Lombardia	Occidentale	
		Sicume el diretur l'a sbaglià, em perdù temp	Milano2	Milano,Milano,Lombardia	Occidentale	
		Sikúme l diretúr l a fa un zbali, em pers (dumà) temp	Milano4	Milano,Milano,Lombardia	Occidentale	
		Par avì il direttur fat un sbaglio, e vin piardut temp	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Per avej 'l diretor fait n'eror l'oma perdu 'l treno	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		El diretor o j'ha fac n'eror e o j'ha  fane perde temp	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		'l diretur l'ea fat 'n sbaglio e dopo no m'ha pers tep	Monno	Monno,Brescia,Lombardia	Orientale	
		Per aver el diretor fat en sbaglio, avem pers temp	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Per aver el diretor fat un sbaglio, aven perso tempo	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Pe avé u diretù fau in sbaiu, a l'ammu persu du tempu	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
