Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		In s'a sima du munte g'è arivon pouu primu u Giorgiu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		La' su al ghe ria' par prim Giorgio	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | acc partic sogg | aux E | clit loc | clit sogg espl | disl sx | fless 3 | inacc | indic pass pross | N proprio | PP | PP | PP def | PP def | PP gen | PP loc | PP sing | PP sing | PP temp | sogg focus | sogg masch | sogg nom | sogg postv | sogg sing | 
		Giorgio l è arivè in vatta al mont premma ed tott	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		A gh'è rivà prima Giorgio	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		A j'é rivà per prim Giorgio	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		'Nghè rivà par prummu Giorgio	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		An simma ai briecu u i è rivò Giorgiu per primmu	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		In sa cima d'la muntagna è rivà pena Giorgio	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		U l'è stou u giorgiu a arrivé pou primmu in simma au munte	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		L'è arivà per primo el Giorgio	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Su 'nsom a la montagna 'l è lugà par prin el Dordi	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		In zima a e mont w je arivat prema Giorgio	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		In sima au munte g è ariò pu prumu u Giorgio	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Su la cima del mont, j è rivat par prim Giorgio	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(e') c'è arivato per primo Giorgio	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Su ra scima dar munt gn'è rivat pur primm ur Giorg	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		(In tzima ala montagna) l'e rivà prima/par primo Giorgio	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		G'è ariò pou primmu Giorgio	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		In scia simma du munte u gh'è rivun pe-u primmu u Sorsu	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		(e) c'è arrivato per primo Giorgio	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		(In tla zima da mont) u iè arivé par prem Giorgio	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		En sima ar cormelin der monte la ghe rivà per primeo Zorzo	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		L'e rivà per prim el Giorgio	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Al gh'è rivaa par prem Giorgio	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Al gh’è rivaa par prem Giorgio	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Sè rivà in sima par primo Giorgio	Longare	Longare,Vicenza,Veneto	Meridionale	
		'L Giorgio l'è stat al prin a rià so in dala sima dal mut	Malonno	Malonno,Brescia,Lombardia	Orientale	
		In sima ad la sima dla muntagna a gh'è rivà par prim Giorgiu	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Ghe sè rivà per primo Giorgio	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Sula cima de la muntagna gh è arivà per prim Giorgio	Milano1	Milano,Milano,Lombardia	Occidentale	
		Ghe rivà per prima el Giorgio	Milano2	Milano,Milano,Lombardia	Occidentale	
		(Süla cima del munt) g e rivà per prim el Giorgio	Milano4	Milano,Milano,Lombardia	Occidentale	
		Sulla cima del mont, a l'è rivat prima Giorgio	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		A l'è rivaje per prim Giorgio	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		I j'e' rivaje prima Giorgio	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		So la cima de la montagna l'è ruà-so Giorgio par prim	Monno	Monno,Brescia,Lombardia	Orientale	
		En zima al mont gh'è rivà per prima el Giorgio	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		L'è 'rivà par primo Giorgio	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		In sa simma du munte u gh'è rivau pe primmu Giorgiu	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Ghe se rivà par primo Giorgio	Padova1	Padova,Padova,Veneto	Meridionale	
		El ze rivà prima Giorgio	padova2	Padova,Padova,Veneto	Meridionale	
		Al è rivat prime Giorgio	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		El ze rivà per primo Giorgio	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Giors a l'è rivà per prim en s'la punta	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		A ra zumma del bric u i è rivò per prum Giorgiu	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Sua cima dea montagna lè rivà par primo Giorgio	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Ou lh’ei arrivá proumie, Djordjo.	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Ge arivou primmu Giorgiu	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		(Sulle piche de mont) el è rivat nome Giorgio	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Sla zima de mont l'è arvat proima Giorgio	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		En sima a r munte Giorgiu i gh'è rivà per primu	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		A la sima d'la muntagna a l'è rivaie per prim Giors	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		An sla ponta dla montagna a j'é rivà per prim Giors	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Lh'è aribà drant Giorgio	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		En zima gh'è rivà su prima el Giorgio	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Sora a montagna xe rivà par primo Giorgio	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		(su la pichigna de la montagna) al é rivat par prin Zors	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Ghe sè riva per primo Giorgio	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Ghe ze rivà par primo Giorgio	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		(An sla sima dla montagna) a l'è rivaje pər prim Giors	Torino	Torino,Torino,Piemonte	Alto piemontese	
		A l'è rivaje Giors per prim	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		A l'è rivaie prim Giors	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		A l'è rivaje prim Giors	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		Giors a l'ha rivaji prim	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		L'è rivà par prim a Giorgiu	Trecate	Trecate,Novara,Piemonte	Novarese	
		In cima 'a montagna zè rivà par prima Giorgio	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Ghe se rivà prima Giorgio	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Ghe xè rivà par primo Giorgio	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Insc a sima da muntana ge arivau Giorgiu pu primu	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		So la cima de la montagna lè rua per prim Giorgio	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	63.0	( Dal dottore) ti ci vuole portare subito				 | avv temp | clit 2 | clit climb | clit cluster | clit loc | clit ogg dir | disl sx | fless 3 | indic pres | inf sempl | ogg dir | PP | PP def | PP loc | PP sing | pro | trans | volere | 
		Dal dotor al vol portat subet	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		El vol portarte subit (dal dotor)	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El vol portarte subit dal medico	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Dal medico el vol portarte subit	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		U tj veu purtee subti	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		Dau dotoe i t ghe voi portae subito	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		U te g'o purtà aua dau megu	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Dau megu u te g'ò purta subetu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		At vol portar subito dal dutor	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | avv temp | clit 2 | clit climb | clit cluster | clit loc | clit ogg dir | clit sogg espl | disl sx | fless 3 | indic pres | inf sempl | ogg dir | PP | PP def | PP loc | PP sing | pro | trans | volere | 
		A t vol purter sobbit dal dutour	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Al vol purtartag subit	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		At vol partati subit	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		'L vò purteti suttu	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Dai megu ut vo purtatie subito	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Dal dutur i vel putat subit	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		U te ghe voe purtae subbetu	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		El te ghe vol portar subit	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		El vol te portà deboto	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Utvò purtè sobit da e dutor	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Dau megu u te vo purtà subetu	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Daldotor, al uul puartarti daur man	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		e' ti ci vò portà subito	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Dar dutur al vo portatt subit	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Frase non tradotta	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		U te ge o purtà subetu	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Dau magnifico u te go purtò subetu	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		e ti ci vuol portare subito	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		(D'e dutor), u t'i vò purté sobat	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Dar medego la te ghe vè portae subeto	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		A voor purtatt sübit in dal dutuur	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Al voor purtatt subit in dal dutuur	Lecco	Lecco,Lecco,Lombardia	Orientale	
		El vor purtat subet dal dutur	Lecco	Lecco,Lecco,Lombardia	Orientale	
		EL te ghe vo(l)e portare suito	Longare	Longare,Vicenza,Veneto	Meridionale	
		Al vol menat subit dal dutur	Malonno	Malonno,Brescia,Lombardia	Orientale	
		(dal dutur) at vol purtar subit	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		El te vol portar subito / *El te ghe vol	Mestre	Venezia,Venezia,Veneto	Lagunare	
		dal dutur el te vor purtà subit	Milano1	Milano,Milano,Lombardia	Occidentale	
		La vor purtat subit	Milano2	Milano,Milano,Lombardia	Occidentale	
		Dal dutúr el te vör purtàg sü'bit	Milano4	Milano,Milano,Lombardia	Occidentale	
		Dal miedi, el lul portati subit	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		A veul emnete subit	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		O ven portete subit	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		'l vol portat-it subit	Monno	Monno,Brescia,Lombardia	Orientale	
		Dal medico, el vol portarte subito	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		El te vol portar subito	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Dau megu u te ghe vo purtà subbitu	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		El vol portarte(*ghe) / El te(*ghe) vole portare	Padova1	Padova,Padova,Veneto	Meridionale	
		El te voe portare subito	padova2	Padova,Padova,Veneto	Meridionale	
		El te voe portare subito	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(Dal dottore) el vol portarte subito	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Dar medic a vol purtete subit	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Dar megh u ti vo purté subitu	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		El vol portarte subito dal dottor	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Ou vô minâ-te tousuito	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		U te ge vo purtà subbetu	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		AL ul menati daur man dal miedi	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		De dotor ut vo purtè sobti	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		dar migu i te ghe vou purtee subetu	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Dar dutur a vol purtete subit	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Dal medich a vol portate subit	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		A t'lhei vol pourtà subit	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Dal medico, el vol portarte subit	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		(Dal dotor) Te voe portar subito	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		(Dal miedi), al vol menati subita	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		El voe portarte subito	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		El voe portarte suito dal dotore	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		A veul portete subit dal médich	Torino	Torino,Torino,Piemonte	Alto piemontese	
		A veul portete dun-a	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		A veul portete subit da medich/ At veul porte' subit	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		A veul portete subit da...	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		A veul portati subit	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Inda dutur a vo purtelata sutu	Trecate	Trecate,Novara,Piemonte	Novarese	
		El vol portarte suito dal medego (dotor)	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Ghe vol portarte subito	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Dal dotore el vole portarte subito	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		u te ge vo purtà subitu dau meigu	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Da'l dotor la ol portat subit	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	65.0	(A scuola, il bambino) ce lo puoi portare in moto.				 | clit 3 | clit climb | clit cluster | clit loc | clit masch | clit ogg dir | disl sx | fless 2 | indic pres | inf sempl | ogg def | ogg dir | ogg dir | ogg masch | ogg sing | potere | PP | PP | PP indef | PP indef | PP loc | PP sing | PP sing | pro | 
		a scola al canaia, te podet portal subet	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		(El popo a scola) Te poi portarlo cola moto	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El matelot te podi portarlo a scola en moto	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		A scola el popo te podi portarlo con la moto	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		A scoera er matatt t'el poj purtee in moto	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		Aa scoa er fante te po portaghelo 'n moto	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Ti po purtaghelu cu a motu u figio a scoa	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		A scoa, u figio ti g'ou po purta in motu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		(A scola al putin) a ta gal po' purtar in moto	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | clit 3 | clit climb | clit cluster | clit loc | clit masch | clit ogg dir | clit sogg espl | disl sx | fless 2 | indic pres | inf sempl | ogg def | ogg dir | ogg dir | ogg masch | ogg sing | potere | PP | PP | PP indef | PP indef | PP loc | PP sing | PP sing | pro | 
		T al pu purter in motozicletta a scola al ragazol	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Ta gal po purtar in moto	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Et poli portalo an moto	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		Ad podi purtetu 'n moto	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
