Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		(e') ci siamo vestiti in hretta	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		As sem vistit da pressa	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Se von vestì de corsa	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Se semmu vestii de cursa	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Se semmu vestii de cursa	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		A se semmu vestii de sprescia	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		(e) ci siam vestiti in fretta	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		As sem instì in freta	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A se semo vestì de spresa	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		A sa sem vestuu de presa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		S'em vestì so in presa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A sa sem vestiu de presa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Se ghemo vestii in presa	Longare	Longare,Vicenza,Veneto	Meridionale	
		An sa se istic an fresa	Malonno	Malonno,Brescia,Lombardia	Orientale	
		A sem vestì in presia	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Se gavemo vestio in presia /Se semo vestii	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Sem vestì a la zvelta	Milano1	Milano,Milano,Lombardia	Occidentale	
		Se sem vesti a svelt	Milano2	Milano,Milano,Lombardia	Occidentale	
		Se sem vestì in freta	Milano4	Milano,Milano,Lombardia	Occidentale	
		Si sin vistus di corsa	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		I l'oma vestisse 'npressa	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		I j'oma vestisse 'n pressa	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		M-se vistì 'n frecia e furia	Monno	Monno,Brescia,Lombardia	Orientale	
		Ne sem vestidi en presa	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Se ven vestio in premura	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		omessa	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Se semo vestii in presa / Se ghemo vestio in presa	Padova1	Padova,Padova,Veneto	Meridionale	
		Se semo vestii in pressa	padova2	Padova,Padova,Veneto	Meridionale	
		Si sin vistis di corse	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Se semo vestii in svelta	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Suma vestise 'n presa	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		As suma vestì de sprescia	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Se ven vestio in fretta	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		A noû san abilhá’d corso	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Se semmu vestì de premua	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		O sin vistus di corse	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		As sem vistì in pressia	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		E se scimu vestì aa sverta	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Suma vestise en presa	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		I-i sen vestì an pressa	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Nou s'soun vitì vitte	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Ne sem vestidi en freta	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Se gavemo vestio in pressa / de pressa	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		'I si sin vistis a la svelta	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Se gavemo vestio in pressa	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Se on furnì aslune	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Se ghemo vestio/i in presa	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		I soma vestisse an pressa	Torino	Torino,Torino,Piemonte	Alto piemontese	
		I soma vestisse an pressa	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		I soma vestisse an pressa	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		I soma vestisse 'n pressa	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		I somma vestissi an pressa	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Suma vistina in presa	Trecate	Trecate,Novara,Piemonte	Novarese	
		Se gavemo vestii in pressa	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Se gavemo vesti(do) in Furia	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Se ghemo vestii in freta	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Se semu vestì de cuita	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		Sem visti in presa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		'N se istì (so) 'n frecia	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	5.0	Gli devo parlare subito, (a Mario)				 | avv temp | clit 3 | clit climb | clit masch | clit ogg indir | disl dx | dovere | fless 1 | indic pres | inf sempl | PP | PP def | PP sing | pro | 
		Ho da parlac subet al Mario	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Bisògn che ghé parla/go da parlarghé subit,(al Mario)	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Bisògn che ghé parla / go da parlarghé subit,(al Mario)	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Ghe devo parlar subito (a Mario)	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Ei deev parlee subti	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		A go da parlae subito	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		G o da parlà subitu au Mariu	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Ge devu parlà subetu au Mariu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		Ag dev cacarar subit a Marco	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | avv temp | clit 3 | clit climb | clit masch | clit ogg indir | clit sogg espl | disl dx | dovere | fless 1 | indic pres | inf sempl | PP | PP def | PP sing | pro | 
		A i o da scorri sobbit a Mario	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Bisogna ch'ag cicara subit	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Ei devo parlaje subit	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		J'ò da parleghi suttu	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Ai devu parlò subito	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Go de parlà subit a Mario / A go da parlarg subit	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		ghe devu parlé subbetu	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		Bisogn che ghe parla subit	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Ghe ai da descore deboto	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Me a jo da scor sobit	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		G ò da parlage subetu	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		O scugiu ciacarai daur man (a Mario)	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(e') li devo parlà subito	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		gh u da parlagh subit	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Deve parlarghe suito	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Mié che ge parlesse subetu	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		A gh'è devu parlo subetu	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		(e) gli devo parlare subito	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		A iò da parlé sobat	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A ghe devo parlae subeto	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Devi parlach subet	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A gu de parlach sübit	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A gu de parlach subit	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Ghe devo parlare suito	Longare	Longare,Vicenza,Veneto	Meridionale	
		Go de parlai subit al Mario	Malonno	Malonno,Brescia,Lombardia	Orientale	
		A gh'o da parlarach subit	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Go da parlarghe subito	Mestre	Venezia,Venezia,Veneto	Lagunare	
		G u de parlak subit	Milano1	Milano,Milano,Lombardia	Occidentale	
		Au de parlac subit	Milano2	Milano,Milano,Lombardia	Occidentale	
		Ge devi parlà (/Gu de parlag) sübit	Milano4	Milano,Milano,Lombardia	Occidentale	
		O hai di ciacare subit a Mario	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Deuv parleje subit	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		I-j dev parle', subit	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		Ho da ciacolal subit	Monno	Monno,Brescia,Lombardia	Orientale	
		Ghe devo parlar subito	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Deve parlarghe subito a Mario	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		omessa	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Go da parlarghe subito / ? Ghe go da parlare subito	Padova1	Padova,Padova,Veneto	Meridionale	
		Go da parlarghe subito	padova2	Padova,Padova,Veneto	Meridionale	
		Ai di cjacarai subite	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Go de parlarghe subito	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Deu parleie subit	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Ai dev parlé subitu	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Deve parlarghe subito	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		A dœvou parlâ-lhi toussuito	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Ge devu parlà subbetu	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		O scugni ciacarà a colp cun Mario	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		A io da zcor sobti	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		E ghe deive parlaa subetu	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		I dev parleie subit	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		I-j devo parlar subit	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Li devou parlà subit	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Gh'ho da parlarghe subit	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Go da parlarghe subito, a lù	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		'I j ai di fevelaj subita (a Mario)	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Go da parlarghe subito	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Muesse riesc rujené cun el	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Go da parlarghe suito	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		I-j devo parle-je subit (a Mario)	Torino	Torino,Torino,Piemonte	Alto piemontese	
		I-j devo parleje dun-a	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		I deve parleje subit	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		I-j devo parleje subit	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		I-j dev parlaji subit	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Such da parleia sutu	Trecate	Trecate,Novara,Piemonte	Novarese	
		Go da parlarghe subito	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Devo parlarghe subito	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Ghe go da parlare suito	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		G on da parlà subitu a Mariu	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		Devi parlaga subit	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Go de parlage subit	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	9.0	La barca è affondata in pochi minuti				 | acc partic sogg | aux E | ergat | fless 3 | indic pass pross | PP | PP avv | PP indef | PP plur | PP temp | QP aggiunto | sogg def | sogg femm | sogg nom | sogg prev | 
		La barca l'è andacia a font en d'un atom	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		La barca la s’è afondada en pochi menuti	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		La barca lei nada a font en pochi minuti	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		La barca l'ei nnda afont en pochi minuti	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Ra borca a l'à fundoo in pochi minuti	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		A barca l'è afondà en te poghi menuti	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		A barca a s'è persa (a l'è afundà) inte dotrei menuti	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		A barca l'è afundà inte pochi menuti	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		La barca l'e' afundada in du minut	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | acc partic sogg | aux E | clit sogg espl | ergat | fless 3 | indic pass pross | PP | PP avv | PP indef | PP plur | PP temp | QP aggiunto | sogg def | sogg femm | sogg nom | sogg prev | 
		La berca l è afundae in poch minut	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		La barca l'è sprufundada in poch minut	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		La barca a l'è fondà an pochi minuti	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		La barca l'a fundassi 'n tun sbarlogiu	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		A barca l'è andò a piccu an pochi minutti	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		La barca la s'è sfundada in pochi (pughi) minut	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		A barca la l'è affundae fitu	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		La barca la s'ha sfondàa en pochi minuti	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		La barca la s'à sfondà 'nte pochi menuti	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		La berca le affundeda sobit	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A barca (a) l'è anà su inte pochi menuti	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		La barcia e je lada a fond in poos minuus	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		La barca è affondata in pochi minuti	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Ra barca l'è naia a fund in poch menutt	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		La barca l'e affondada in pochi minuti	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		A barca l'è afundà in pochi menuti	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		A borca l'è andeta a fundu (fundò)in pochi menuti	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		La barca l'affonddata in pochi minuti	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		La berca l'è afundeda in poch minut	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A barca l'è andà de pico ente poghi menuti	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		La barca a l'è fundada in poch minut	Lecco	Lecco,Lecco,Lombardia	Orientale	
		La barca a l’è fundada in poch minüt	Lecco	Lecco,Lecco,Lombardia	Orientale	
		La barca la s'è fundada in pochi minot	Lecco	Lecco,Lecco,Lombardia	Orientale	
		La barca sè 'ndà soto acua in pochi minuti	Longare	Longare,Vicenza,Veneto	Meridionale	
		La barca l'è nada a font an du minuch	Malonno	Malonno,Brescia,Lombardia	Orientale	
		La barca l'è sfundada in pochi minu	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		LA barca sè ndada so subito	Mestre	Venezia,Venezia,Veneto	Lagunare	
		La barca l è afundada in poc minut	Milano1	Milano,Milano,Lombardia	Occidentale	
		La barca l'è fundada in poc minut	Milano2	Milano,Milano,Lombardia	Occidentale	
		La barka l e ndada ðo in pok minü't	Milano4	Milano,Milano,Lombardia	Occidentale	
		La barcia é ie affondada in pus minus	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		La barca a l'è sprofondà an poche minute	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		La barca a l'è 'nda a fond en poche minute	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		La barca l'è 'ndada a fond 'te cic e tre ot	Monno	Monno,Brescia,Lombardia	Orientale	
		La barca l'ei fondada en de pochi minuti	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		La barca la è afondada in pochi minuti	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		omessa	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		La barca se fondà (se ndà sto acua) in pochi minuti	Padova1	Padova,Padova,Veneto	Meridionale	
		A barca se affondà in pochi minuti	padova2	Padova,Padova,Veneto	Meridionale	
		La barca a è lade a font in pos minus	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		La barca la se ga afondà (la zè afondada) in pochi minuti	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		La barca a l'è  andaita a fund 'n poche minute	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		La barca a rè fondò an pochi minuti	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		La barca le fondada in pochi minuti	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		La barco il o plounjá din pâ ran dë tan	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		La barco il ei aná ou foun  din pâ ran dë tan	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		A barca a l'è afundà in pochi menuti	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Le barcie je lade sot in pos minus	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		La berca l'è affundè in poc minut	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Aa barca a l'è andà a fundu 'nte poghi menuti	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		La barca l'è fundà en poche minute	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		La barca o l'é afondà an poch temp	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		La barco à afoundà en calc minutta	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		La barca l'è nade zò en pochi minuti	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		(E)a barca xe 'ndada soto aqua in do secondi	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		La barcja 'a si è fondada in pus minus	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		A barca sè afondada in pochi minuti	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		A barca a ze afondà in puchi minuti	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		La barca a l'è andataita a fond an pòche minute	Torino	Torino,Torino,Piemonte	Alto piemontese	
		LA barca al'è andaita a fond an poche minute	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		La barca a l'è sperfonda an poche minute	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		La barca a l'è andaita giù 'n poche minuites	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		La barca a l'ha andà a fond an poche minute	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Ara barca l'è fundà in poch minut	Trecate	Trecate,Novara,Piemonte	Novarese	
		'A barca zè 'ndada a fondo in pochi minui	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		La barca (la) ga afondà in pochi minuti	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		La barca xè 'ndà zo in puchi minuti	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		A barca a l'è afundà int in batu d'oiu	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		La barca lè fundada in pochi minot	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		La barca l'è ndada a font in poch minucc	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	12.0	Ne ho viste poche, di case così belle				 | acc partic clit | agg | aux A | avv altri | clit ne | fless 1 | indic pass pross | partic | PP | PP gen | PP indef | PP plur | pro | QP ogg dir | trans | 
		N'ho idut pochi de ca iscè beli	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Te ‘n vedi poche de case si bèle.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Ho vist poche case così bèle.	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		No vist poche de case sì bele.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		E n'eu visct poche ed co acscì bale	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		A no visto poga dià ca così beia	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Nu n'o vistu guei de che cuscì bele	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		No viste (vuste) poche cuscì bele	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		A no iste poche, ad ca acsita bele	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | acc partic clit | agg | aux A | avv altri | clit ne | clit sogg espl | fless 1 | indic pass pross | partic | PP | PP gen | PP indef | PP plur | pro | QP ogg dir | trans | 
		Dal ca asse beli a i n ò vest pochi	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Dil cà csì beli n'ò vist pochi	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		E n'on visti pochi ca paré bele	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		J'ò vustunu pochi d'caj 'nsé beli	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		A n'ho vistu poche et cai gleascì belle	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		En hoo vist pochi (pughi) d'li ca così (tse) bele	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		De cose cuscì bele n'ò viste poche	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		N'ho vist poche, case sì bele	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Ghe 'n ai vist poche case cosita bele	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		A no vest poki dal ca acse beli	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		N ò ustu poche de ché cusì bele	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
