Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		A vuraria pudé parlat sübit	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A voria poderte parlare suito	Longare	Longare,Vicenza,Veneto	Meridionale	
		GAres de parlat subit, ma l'è trop tarde	Malonno	Malonno,Brescia,Lombardia	Orientale	
		A vures puder parlarat subit	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Voria poderte parlar subito	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Vuraria pudè parlat subit, ma purtrop l è tardi	Milano1	Milano,Milano,Lombardia	Occidentale	
		Vurarisi parlat subit	Milano2	Milano,Milano,Lombardia	Occidentale	
		Vuraría pudèt parlà sübit (ma l e tart)	Milano4	Milano,Milano,Lombardia	Occidentale	
		O vores pudì ciacarati subit, ma purtropi a le tart	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Voreria podei parlete subit	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		Veurria podeite parlè subit	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		Uris ciacolat subit ma l'è trop tardi	Monno	Monno,Brescia,Lombardia	Orientale	
		Voria poder parlarte subit	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Vorie poderte parlar subito	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		A vureeva purete parlà subbetu	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Voria poderte parlare subito / ??* Te voria poder parlare	Padova1	Padova,Padova,Veneto	Meridionale	
		Voria poderte parlare subito	padova2	Padova,Padova,Veneto	Meridionale	
		Volares podeti cjacarà cumò	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Voria poderte paralre subito (poder parlarte)	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Vurija pudejte parlè subit, ma a l'è trop tard	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		A vureisa pureite parlé subito ma l'è tardi	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Voria poderte parlar suito, ma purtroppo le tardi	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		A voudrió pouguei parlâ-te toussuito (mâ œiro l’ei tar)	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Vurie pueite parlà subbetu	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		O vares gust di ciacarati cumò, (ma l'è masse tart)	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Avria putoit scorti sobti, ma purtrop l'è terd	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		E vureai pudii subetu parlarte	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Vuria tudeite parlé subit ma purtrop l'è tard	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		I vojà podej parlate subit, ma purtrop a l'é tard	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Vouriou pouguè te (te pougue)parlà subit ma...	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Voria poder parlarte subit, ma l'è masa tardi	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Voria parlarte desso, ma xe tardi	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		'I vores (voressi) podeti fevelà subita	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Voria poderte parlare subito	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Voria poderte parlar suito	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		I vorerìa podèj parlete sùbit, ma a l'è tard	Torino	Torino,Torino,Piemonte	Alto piemontese	
		I vorria podeite parlè dun-a	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		I vorria podeite parlé subit/I vorria podej parlete subit	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		I voreria podejte parlè subit	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		I voreria pudejti parlà subit	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		I vuraria pudì parleta sutu, ma purtrop l'è tard	Trecate	Trecate,Novara,Piemonte	Novarese	
		Voria poderte parlar sujto, ma oramai zè tardi	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Volaria poderte parlar subito	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Voria poderte parlare suito	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Te vurereva parlà subitu ma l'è tardi	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Ularis pudì parlat subit	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	27.0	Vi puo` ricevere stasera				 | avv temp | clit 5 | clit climb | clit ogg dir | fless 3 | indic pres | inf sempl | ogg dir | potere | pro | trans | 
		I po ricevet sta sira	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		El pol vederve stasera.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El pol vederve stasera.	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El ve pol ricever stasera.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		U po rizevive stasajra	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		Te po ndaghe stasera / I ve po parlae stasera	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		U po vedive staseia	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		U ve po risejve staseia	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		Al pol riserav ista sira	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | avv temp | clit 5 | clit climb | clit ogg dir | clit sogg espl | fless 3 | indic pres | inf sempl | ogg dir | potere | pro | trans | 
		Al pol arzavruv stasira	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		omessa	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Av pol ricevar estasseira	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		'L poda vonghiti stasera	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		A possu vnì stasseira	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Av pel ricvar in stasira	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		U ve poe parlé stasseia	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		El pol vederve stasera	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		El pol te vede 'ncoi dadasera	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Lo uv po rizeiv staseira	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		U ve po incuntrave staseia	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		El po ricevius usgnat	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(e') vi pole ricevere stasera	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Al po ricevef stassira	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		El pol riceverve stasera	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Staseia u te po riseie	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		U ve po riseive staseira	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		(e) vi può ricevere stasera	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		U'v po' ricevar stasera	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		I ve pè reseve stasea	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Al po ricevaf stasera	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Al po ricevag stasira	Lecco	Lecco,Lecco,Lombardia	Orientale	
		el ve po ricef stasera	Lecco	Lecco,Lecco,Lombardia	Orientale	
		La /el ve poe vedare stasera	Longare	Longare,Vicenza,Veneto	Meridionale	
		Al pol idif stasera	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Al pol spetaraf par stasera	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		El pol vedarve stasera	Mestre	Venezia,Venezia,Veneto	Lagunare	
		El po ricevef stasera	Milano1	Milano,Milano,Lombardia	Occidentale	
		El po ricevf istasera	Milano2	Milano,Milano,Lombardia	Occidentale	
		Ve po ricév staséra	Milano4	Milano,Milano,Lombardia	Occidentale	
		El po' ricevins usgnot	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		A peul ricev-ve stasseira	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		O peu ricev-ve stasseira	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		'l pol lagaf 'nda te la sua ca stasera / 'l pol ciacolaf stasera	Monno	Monno,Brescia,Lombardia	Orientale	
		El pol vederve stasera	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		El ve pol ricever stasera	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		U ve po riseve staseia	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		El pol ricevarve stasera / El ve pol ricevare	Padova1	Padova,Padova,Veneto	Meridionale	
		El ve poe ricevere sta sera	padova2	Padova,Padova,Veneto	Meridionale	
		El ve poe ricevere sta sera	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		El pol riceverve stasera	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		A pol riceuve staseira	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		U v po ricev staseira	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		El pol vederve stasera	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Ou pô arsœvë-vou sei vêpre	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		U me po riseive staseia	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		El po' ricevius usgnot	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Uv po rizeu staseira	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		I ve pou sentii staseia	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		A pol ricevte staseira	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		A pol ricev-ve stasseira	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		A po vouz (a vou po) ersebbre en la basouro	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		El pol parlarve stasera	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		El poe / pol ricevarve stasera	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Al pol rissevivi stasera	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		El poe riceverve stasera	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		El ve poe ricevare stasera	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		A peul ricev-ve stassèira	Torino	Torino,Torino,Piemonte	Alto piemontese	
		A peul ricev-ve stassèira	Torino	Torino,Torino,Piemonte	Alto piemontese	
		A peul arseive vojantri sta seira	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Av peul arseive stasseira/ A peul arseivive stasseira	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		A peul arseivve de stasseira	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		Av peul ricevi stasseira	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		A poda vodava (ricevava) stasira	Trecate	Trecate,Novara,Piemonte	Novarese	
		El pol riceverve stasera	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		El ve pol ricever stasera/ el pol riceverve stasera	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		El po' vederve stasera	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		U ve po riseve staseira	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		'L pol riceef stasera	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	42.0	Mario gli ha potuto dare la notizia				 | aux A | clit 3 | clit climb | clit indir | clit masch | fless 3 | indic pass pross | inf sempl | N proprio | ogg def | ogg dir | ogg femm | ogg indir | ogg sing | potere | sogg def | sogg masch | sogg nom | sogg prev | sogg sing | trans | 
		Al Mario al ga pudut da la nutizia	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		El Mario l’ha podù darghe la notizia	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Mario l’ha podù darghe la notizia	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Mario l’ha podù darghe la notizia	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Mario u j ò pusciu deje ra nutizia	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		Mario g'jà podù daghe a notizia	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		U Mariu u g a puscuu da sa nova	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		U Mariu u g'à puscuu da a nutisia	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		Mario al ga pudest dar la nutizia	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | aux A | clit 3 | clit climb | clit indir | clit masch | clit sogg espl | fless 3 | indic pass pross | inf sempl | N proprio | ogg def | ogg dir | ogg femm | ogg indir | ogg sing | potere | sogg def | sogg masch | sogg nom | sogg prev | sogg sing | trans | 
		Mario a gl i a psò der la nova	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Mario l'a pudù darag la nutizia	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Mario a l'ha podù daje na notissia	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		Mario l'à pudo purteghi la nutizia	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Mariu u ia pusciu do a nutizia	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Mario l'à pudi dag la nutisia	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		U l'è stou u Mariu cu ghe pusciu dae a nutissia	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		El Mario l'ha podest darghe la notizia	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		El Mario l'à podest portage la nova	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Mario u ja potù de la nutizia	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		U Mariu u g'à pusuu dage a nutisia	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Mario e a poduut dai la gnova	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Mario (e') l'ha potuto dà la notizia	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Ur Mario l'a podut dagu ra nutizia	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Mario l'ha podest darghe la notizia	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Mariu u ga pousciuu da a nutisia	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		U 'marju u gh'à pusciuu do a nutissia	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Mario gli ha potuto dare la notizia	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		Mario u ià putù dé la nutizia	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Mario i g'à posù dae a notisia	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Mario la pudù dagl la notizia	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Ul Mario l'a pudu dac la nutizia	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Ul Mario l’è pudu dac la notizia	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Mario ghe gà podudo dare (l)a notisia	Longare	Longare,Vicenza,Veneto	Meridionale	
		Mario la pudut dai la noa	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Mariu l'a pudì daragh la nutisia	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Mario ga poduo darghe la notissia / Ghe ga poduo dare la notissia	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Mario l a podu dac la nutisia	Milano1	Milano,Milano,Lombardia	Occidentale	
		El Mario l'a pudù dac la nuità	Milano2	Milano,Milano,Lombardia	Occidentale	
		Mario g (= a lui) a podü' dag (= a lui) la nutísia	Milano4	Milano,Milano,Lombardia	Occidentale	
		Mario el l'a podut dai la nutizia	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Mario a l'ha podù deje la notissia	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		Mario o j'ha podù dege la notissia	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		Mario 'l ge ruà a dai la notisia	Monno	Monno,Brescia,Lombardia	Orientale	
		Mario el gh'ha podù dar la notizia	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Mario l'ha possuo darghe a notissia	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Mariu u gh'à pusciuu da a nutissia	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Mario ga possudo darghe la notisia / ? Mario ghe ga possudo dare	Padova1	Padova,Padova,Veneto	Meridionale	
		Mario ga poduo darghe a notisia	padova2	Padova,Padova,Veneto	Meridionale	
		Mario a ia pudut da la nutisie	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Mario el ga poduo darghe la notisia	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		MAria a l'a puduj de' la nova	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Mariu u i a pusciu de ra nutiscia	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Mario l'ha possuo darghe a notissia	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Mario oul o pougú dounâ-lhi la nouvalo	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		U Mariu u ga posciuu dà a nutisia	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Mario a la podut dai la novitat	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Mario u ia putù de la nova	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Mariu i gh'ha pudù daa aa neva	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Mariu ha puduie de la nutisia	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Mario a j'ha podù daje la notissia	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Mario à pougù li (lh'à pougù) dounà la nouvello	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		El Mario l'ha podù darghe la notizia	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Mario ghe ga poduo dar a notizia	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Mario 'a j à pudut da la nova	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Mario ga poduo darghe a notizia	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Mario el ga podesto/poduo dare a notisia	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Mario a l'ha podù deje la notìssia	Torino	Torino,Torino,Piemonte	Alto piemontese	
		Majo a l'ha poduje de la neuva	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Mario a l'ha poduje dè la neuva (la notissia)	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		MArio a l'ha poduje dè la notissia	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		MArio a l'ha pudì daji la neuva	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		A Mariu l'è pudu deia 'ra nutisia	Trecate	Trecate,Novara,Piemonte	Novarese	
		Mario ga poduo darghe 'a notissia	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Mario ghe ga podudo (podesto) darghe la nova	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Mario gà podesto darghe la notizia	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Mario u g a pusciuu dà a nuvela	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Mario l'a pudi daga la notissia	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	47.0	La maestra sembra stanca				 | agg | fless 3 | indic pres | raising agg | raising verbo | sembrare | sogg def | sogg femm | sogg nom | sogg prev | sogg sing | 
		La maestra la par straca	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		La maestra la par straca.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		La maestra la par straca.	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		La maestra la me par straca.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Ra maistra a smja sctanca	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		A mestra la pae straca	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		A meistra a me pa stanca	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		A mestra a pa straca	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		La maestra l'am par straca	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | agg | clit sogg espl | fless 3 | indic pres | raising agg | raising verbo | sembrare | sogg def | sogg femm | sogg nom | sogg prev | sogg sing | 
		La mastra la m per stoffa	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		La maestra la par stufa	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		La maestra a smija straca	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		La maestra l'à smeja straca	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		A mestra a smia stanca	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		La maestra la par stufa (stoefa)	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
