Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		Air al to amigh l è andè a ca e stamateina a i è arivè to nona	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Al to amig l'è ndà cà ajer, e stamatina è rivà to nona	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Al to amis a l'é andà a ca ier e stamatin a j'é rivà la granda	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		'L to amis l'è naci cà jarsera e stamatij 'nghè rivaggh la to nona	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		U to amigu l'è andò a ca eri, e stamatina l'è rivò to nonna	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Al to amigh l'è andà a ca ier e stamatina è rivà so nona	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		U toe amigu u l'è anou a cà vei, e stamattina a l'è arrivè toe nonna	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		El to amico l'è nà a casa algeri e 'stamatina è arivà to nona	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		El to socio 'l è dut a casa 'nier, 'ncoi dadoman 'l è lugà to nona	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		E tu amig le andè a ca iir, stamatena le arivat la tu nona	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		U to amigu l'è anò a cà vei e stamatin l'ariò t so	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		El to amì el è laat a ciasa ier, e uè di matina e jè rivada to nona	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Er tu amico è andato a casa ieri e stamattina è arrivata la tu nonna	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Ur to soci l'è na a cà ier e stamatin l'è rivada ra tu nona	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		El to amigo l'e ndat casa ieri e stamatina l'e rivada to nona	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		U to amigu l'è andò a ca vei e stamattin l'è ariò a to nonna	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		U to amigu u l'è andetu a ca ieri e stamattin u l'è rivun to nonna	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Il tuo amico l'è andato a casa ieri, e stamattina l'è arrivata la tu nonna	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		E tu amig l'è andé a cà ir e stamatena l'è ariveda la tu nona	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		O te amigo i è endà a ca aiei, e stamatin l'è rivà te nona	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Al to amis l'è naa a cà ieer, e stamatina a l'è rivada la tua nona	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Ul to amis a l’è naa a cà iee, e stamattina a l’è rivada la tua nona	Lecco	Lecco,Lecco,Lombardia	Orientale	
		el to amis l'è 'ndà a ca ier e stamatina l'e rivà la tua nona	Lecco	Lecco,Lecco,Lombardia	Orientale	
		El to amico sè andà ca a ieri, e stamatina se rivà to nona	Longare	Longare,Vicenza,Veneto	Meridionale	
		Al to socio l'e nat a cà ier e sta dumà l'e riada la tua nona	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Al tu amich l'è 'nda a ca' ier e stamatina è rivà tu nona	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		(El) to amigo sè 'ndà casa ieri, e stamatina sè rivà to nona	Mestre	Venezia,Venezia,Veneto	Lagunare	
		El to amis l è andà a ca ier e stamatina gh è rivà l atua nona	Milano1	Milano,Milano,Lombardia	Occidentale	
		El to amis l'è andà a ca ier, e stamatina ghe riva la tua nona	Milano2	Milano,Milano,Lombardia	Occidentale	
		El to amís l e ndà a ka ier e stamatina l'e rivada la to nona (/tua nona)	Milano4	Milano,Milano,Lombardia	Occidentale	
		El to amì a l'è lat a ciasa ier, e vù di matina e iè rivada tu nuna	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		To amis a l'è 'ndà a ca ier, e stamatina a l'è rivaje toa nona	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		To amis o l'e' anda a ca jer, e stamatin o j'e' rivaje toa nona	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		'l to amis l'è 'nda a ca ier e stadomà l'è ruà la tua nona	Monno	Monno,Brescia,Lombardia	Orientale	
		El to amico l'è nà a casa aeri e stamatina è rivà to nona	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		El to amigo l'è andà a casa ieri e atamatina l'è 'rivada to nona	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		U to amigu u l'è andau a cà iei, e stamaten u l'è rivau to mai grande	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		El to amico se ndà casa ieri, e stamatina se rivà to nona	Padova1	Padova,Padova,Veneto	Meridionale	
		To amico ze 'ndà casa ieri e 'sta mattina ze rivà to nona	padova2	Padova,Padova,Veneto	Meridionale	
		Il to amic al'è lat a ciase ier, e stamatine a è rivade to none	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		El tuo amico el ze anda(do) a casa ieri, e stamatina la ze rivada tua nona	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		To amis a l'è andait a ca ier, e stamatin a l'è rivaje tua noa	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		U to amiz l'è andò a ca seira e stamatin l'è rivò to nonna	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		El to amigo lè andà casa ieri, e stamatina le rivada to nona	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Atn amî oul ei aná a meisoun ie, e sa matin l’ei arrivá ta mei-gran	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		U to amigu u l'è andetu a ca vei e stamatina è arivou to nonna	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		El to amì el è lat a ciase ier, e to none e je rivade uè	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		E tu amig l'è andè a chesa ir, e stamateina l'è arvat la tu nona	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Uu te amigu u gi-è ndà a cà aii, e stamatina l'è rivà tuu nona	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Ar to amis a l'è andà a ca ier e stamatin a l'è ruvaie to nona	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		El to amis a l'é andet a ca jer e stamatin a l'è rivaje toa granda	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Toun amis (al) è anà a meizoun ier e enqueu matin lh'è aribà ta nonno	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		El to compagn l'è nà a casa ieri, e stamatina è rivà to nona	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		To amigo xe 'na casa jeri, e stamatina xe rivà nona	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		To amico xe 'na casa jeri, e stamatina xe rivà nona	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Il tiò amic al è zut a cjasa ier, e stamatina 'a è rivada to nona	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		El to amigo sè andà casa ieri, e stamatina sè rivada to nona	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		El to amico ze ndado casa iri, e stamatina ze rivà to nona	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Tò amis a l'è andàit a ca ier, e stamatina l'è rivaje toa granda	Torino	Torino,Torino,Piemonte	Alto piemontese	
		To amis a l'è andait a ca jer, e stamatin a l'è rivaje toa gra	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		To amis a l'è andait a ca jer, e stamatin a l'è rivaie toa noa	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		To amis a l'è andait a ca jer, e stamatin a l'è rivaje toa grana	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		to amis a 'lha andacc a ca jer e stamatin a l'ha rivaji toa granda	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		A to amis l'è indai ca jer, e stamtina l'è rivà 'ra to nona	Trecate	Trecate,Novara,Piemonte	Novarese	
		El to amigo el zè andà a casa ieri e stamatina zè rivada to nona	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		El tuo amico se 'ndà casa ieri, e stamatina se rivada tua nona	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		El to amico xè 'ndà casa ieri, e stamatina xè rivà to nona	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		U tou amigu u l'è andau a ca seira e stamatin e arivau ta maire grande	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		'L to amis l'e 'ndat a cà ier e stadumà l'e ruà la tua nona	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	23.0	Vorrei poterti parlare subito, (ma purtroppo e` tardi)				 | avv temp | avv temp | avv temp | clit 2 | clit climb | clit ogg indir | condiz sempl | coord frase | essere | fless 1 | fless 3 | indic pres | inerg | inf doppio | potere | pro | pro | volere | 
		A volaris parlat subet, ma purtrop l'è tardi	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Voleria poder parlarte subit, (ma l’è masa tardi)	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Voleria parlarte subit, ma l’è masa tardi	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Voleria parlarte subit, ma ormai li è tardi.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		E vuree puraite parlee subti	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		A vorei podeete parlae subito ma purtropo l'è tardi	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Me saie cau parlate aua, ma me spiaze che l'è tardi	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Orie pueite parlà subetu, ma purtropu l'è tardi	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		A vures tcacararat subit, ma l'e' tardi (e go da andr ia)	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | avv temp | avv temp | avv temp | clit 2 | clit climb | clit ogg indir | clit sogg espl | condiz sempl | coord frase | essere | fless 1 | fless 3 | indic pres | inerg | inf doppio | potere | pro | pro | volere | 
		A vrè psair scorar sobbit con te	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Am piasria ed puterat ciacarar subit ma l'è trop tardi	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		E vorisso parlati subit, ma purtrop a l'é tard	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		J vurarissi pudì parleti suttu	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		A vureiva pureite parlà aura	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Vures parlat subit ma l'e trop tard	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		Vurie parlete subbetu ma u l'è tardi	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		Voria poderte parlar subit	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Volarese podè te descore deboit, ma 'l è purmasa tarz	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Me avreb voja ad scor cun te sobit, purtrop le terd	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Orie poite parlà subetu	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		O volarès podé ciacarati subit, ma purtropo al e tart	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Ti vorrei potè parlà subito	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Voraress podé parlatt subit, ma purtopp l'è tardi	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Voarie poder parlarte suito, (ma ormai l'e tardi)	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Orie pueite parlà subetu	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Orereivu purei parlo subetu, ma u l'è tordi	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Vorrei poterti parlare subito	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		A vreb putet parlé sobat (ma purtrop l'è terd)	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A voreai podete parlare subeto ma purtropo l'è tardi	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		A me piasaria pudé parlat sübit	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A me piasaria pudè parlat subit	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Gares piasé de parlat subet	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A vuraria pudé parlat sübit	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A voria poderte parlare suito	Longare	Longare,Vicenza,Veneto	Meridionale	
		GAres de parlat subit, ma l'è trop tarde	Malonno	Malonno,Brescia,Lombardia	Orientale	
		A vures puder parlarat subit	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Voria poderte parlar subito	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Vuraria pudè parlat subit, ma purtrop l è tardi	Milano1	Milano,Milano,Lombardia	Occidentale	
		Vurarisi parlat subit	Milano2	Milano,Milano,Lombardia	Occidentale	
		Vuraría pudèt parlà sübit (ma l e tart)	Milano4	Milano,Milano,Lombardia	Occidentale	
		O vores pudì ciacarati subit, ma purtropi a le tart	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Voreria podei parlete subit	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		Veurria podeite parlè subit	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		Uris ciacolat subit ma l'è trop tardi	Monno	Monno,Brescia,Lombardia	Orientale	
		Voria poder parlarte subit	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Vorie poderte parlar subito	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		A vureeva purete parlà subbetu	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Voria poderte parlare subito / ??* Te voria poder parlare	Padova1	Padova,Padova,Veneto	Meridionale	
		Voria poderte parlare subito	padova2	Padova,Padova,Veneto	Meridionale	
		Volares podeti cjacarà cumò	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Voria poderte paralre subito (poder parlarte)	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Vurija pudejte parlè subit, ma a l'è trop tard	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		A vureisa pureite parlé subito ma l'è tardi	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Voria poderte parlar suito, ma purtroppo le tardi	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		A voudrió pouguei parlâ-te toussuito (mâ œiro l’ei tar)	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Vurie pueite parlà subbetu	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		O vares gust di ciacarati cumò, (ma l'è masse tart)	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Avria putoit scorti sobti, ma purtrop l'è terd	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		E vureai pudii subetu parlarte	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Vuria tudeite parlé subit ma purtrop l'è tard	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		I vojà podej parlate subit, ma purtrop a l'é tard	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Vouriou pouguè te (te pougue)parlà subit ma...	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Voria poder parlarte subit, ma l'è masa tardi	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Voria parlarte desso, ma xe tardi	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		'I vores (voressi) podeti fevelà subita	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Voria poderte parlare subito	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Voria poderte parlar suito	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		I vorerìa podèj parlete sùbit, ma a l'è tard	Torino	Torino,Torino,Piemonte	Alto piemontese	
		I vorria podeite parlè dun-a	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		I vorria podeite parlé subit/I vorria podej parlete subit	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		I voreria podejte parlè subit	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		I voreria pudejti parlà subit	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		I vuraria pudì parleta sutu, ma purtrop l'è tard	Trecate	Trecate,Novara,Piemonte	Novarese	
		Voria poderte parlar sujto, ma oramai zè tardi	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Volaria poderte parlar subito	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Voria poderte parlare suito	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Te vurereva parlà subitu ma l'è tardi	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Ularis pudì parlat subit	Vione	Vione,Brescia,Lombardia	Orientale	
						
2.0	30.0	Carlo, che mangia molto, è più magro di te				 | agg | avv altri | compar | essere | fless 3 | indic pres | N proprio | PP | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		U Carlu ch'u mangia tantu u l'è ciu mogru de tì	Alassio	Alassio,Savona,Liguria	Gallo-Italico Ligure	
		Carlo, ch’u mangja tant, u r’è pi màgher che ti	Alba	Alba,Cuneo,Piemonte	Alto piemontese	 | agg | avv altri | compar | essere | fless 3 | indic pres | N proprio | PP | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		Carlo, c'al maia tat l'è puse magro de ti	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		El Carlo l’è pu magro de ti anca se ‘l magna tant	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El Carlo el magna de pu de ti e le pu magro	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Carlo, che el magna tant, l’è pu magro de tì	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Carlo, qu mangia tant a l'à ciu moogr che ti	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		Carlo ch'el magna tanto el zè pi magro de ti	Altavilla Vicentina	Altavilla Vicentina,Vicenza,Veneto	Meridionale	
		Carlo, che el magna tanto, el zè più magro de ti	Alte Ceccato	Montecchio Maggiore,Vicenza,Veneto	Centro-settentrionale	
		El Carlo, che ‘l magna tant, l'è pù mager che ti	Amblar	Amblar,Trento,Trentino Alto Adige	Ladino-anaunico	 | agg | avv altri | clit sogg | compar | essere | fless 3 | indic pres | N proprio | PP | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		Carlo, ch'al mangia mitant, al è pì magre de te	Andreis	Andreis,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		Carlo, che 'l mangja tant al è pui sec di te	Aquileia	Aquileia,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Carlo ch'o mangia tanto g'è pu magro de te	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Cun tutu quelu cu mange u Carlu, u l'è ciu stigiu che ti	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Carlo, ch'el magna tanto, l'è pì magro de ti	Arsiero	Arsiero,Vicenza,Veneto	Meridionale	
		U Carlu, cu mange tantu l'è ciu magru de ti	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		Carlu ch'al magna tant l'è pu magar che ti	Bagnolo S. Vito	Bagnolo San Vito,Mantova,Lombardia	Mantovano	
		Carlo, ch'al mangia de pì, al è pì magre de ti	Barcis	Barcis,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		Anca se Carlo al magna men che ti, l'e' piuse' magar	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | agg | avv altri | compar | essere | fless 3 | indic pres | N proprio | PP | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		Carlo, ca mangia tanto, è chiu siccu di tia	Biancavilla	Biancavilla,Catania,Sicilia	Area orientale non metafonetica	
		Carlo, ch al magna piò che té l è piò megar che té	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Carlo, ch'al magna tant, l'è più magar che ti	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Carlo, cu mangia tantu u le ciu magru de ti	Borghetto di Vara	Borghetto di Vara,La Spezia,Liguria	Gallo-Italico Ligure	
		Carlij cal mongia tontu l'è puse magru da te	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Carlo, che 'l maja tant, l'e' pioe magher de te	Borgonato1	Corte Franca,Brescia,Lombardia	Orientale	 | agg | avv altri | clit 3 | clit masch | clit sogg | compar | essere | fless 3 = fless 6 | indic pres | N proprio | PP | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		Carlo, che 'l maja tant, l'e' pioe magher de te	Borgonato2	Corte Franca,Brescia,Lombardia	Orientale	 | agg | avv altri | clit 3 | clit masch | clit sogg | compar | essere | fless 3 = fless 6 | indic pres | N proprio | PP | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		Carlo, che 'l mangia tant, l'e' pioe magher de te	Borgonato3	Corte Franca,Brescia,Lombardia	Orientale	 | agg | avv altri | clit 3 | clit masch | clit sogg | compar | essere | fless 3 = fless 6 | indic pres | N proprio | PP | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		Carlo, che 'l mangia tant, l'e' pioe magher de te	Borgonato4	Corte Franca,Brescia,Lombardia	Orientale	 | agg | avv altri | clit 3 | clit masch | clit sogg | compar | essere | fless 3 = fless 6 | indic pres | N proprio | PP | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		Carlo, che 'l mangia tant, l'e' pioe magher de te	Borgonato5	Corte Franca,Brescia,Lombardia	Orientale	 | agg | avv altri | clit 3 | clit masch | clit sogg | compar | essere | fless 3 = fless 6 | indic pres | N proprio | PP | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		Carlo, che l'e' pioe magher de te, el maja de pioe	Borgonato6	Corte Franca,Brescia,Lombardia	Orientale	 | agg | avv altri | clit 3 | clit masch | clit sogg | compar | essere | fless 3 = fless 6 | indic pres | N proprio | PP | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		Carlo, che 'l maja tant, l'e' pioe magher de te	Borgonato7	Corte Franca,Brescia,Lombardia	Orientale	 | agg | avv altri | clit 3 | clit masch | clit sogg | compar | essere | fless 3 = fless 6 | indic pres | N proprio | PP | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		Carlo, che magna massa, ze più magro de ti	Borgoricco 1	Padova,Padova,Veneto	Meridionale	 | agg | avv altri | compar | essere | fless 3 | indic pres | N proprio | PP | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		Carlo, che magna molto, ze più magro de ti	Borgoricco 1	Padova,Padova,Veneto	Meridionale	 | agg | avv altri | compar | essere | fless 3 | indic pres | N proprio | PP | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		Al Carlìn-, ch’al màngia tant, al è pü màgar che ti	Borgo San Martino	Borgo San Martino,Alessandria,Piemonte	Alto piemontese	 | agg | avv altri | compar | essere | fless 3 | indic pres | N proprio | PP | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		Carlo, che al màglia un bèl pó, l’é plù séch de tì	Bormio	Bormio,Sondrio,Lombardia	Alpino	
		Carlo, che ’l magna tanto, l’è piasse magro de ti	Bovolone	Bovolone,Verona,Veneto	Veronese	
		Carlo, che magna tanto, el ze pi magro de ti	Briana	Noale,Venezia,Veneto	Centro-settentrionale	 | agg | avv altri | compar | essere | fless 3 | indic pres | N proprio | PP | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		El Carlo, cu mangia tant l'è puse magro da ti	Brione	Brione,Brescia,Lombardia	Orientale	
		Carlo, cu mangia tant è ciù magr che ti	Cairo Montenotte	Cairo Montenotte,Savona,Liguria	Gallo-Italico Ligure	
