Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		DAto che a maistra l'à parlà solo con te, la ne saveva tuto	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		La maestra la sera minga tuch parché l’eva parlaa duma cun te	Lecco	Lecco,Lecco,Lombardia	Orientale	
		La maestra la sera minga tuch perché l'eva parlaa duma cun te	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Dal moment che la maestra l'avea parlà duma cun te, la sera giamò tot	Lecco	Lecco,Lecco,Lombardia	Orientale	
		La maestra la gavea parlà so(l)o con ti e no (l)a savea mia tuto	Longare	Longare,Vicenza,Veneto	Meridionale	
		Sicome la maestra l'ha parlat apena con te, la sea mia tut	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Sicume la maestra l'a parlà sul cunti, la saveva mia tut	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Vendo parlà, la maestra, solo con ti, no la saveva tuto	Mestre	Venezia,Venezia,Veneto	Lagunare	
		La maestra l a parlà cun tì e la saveva no tut	Milano1	Milano,Milano,Lombardia	Occidentale	
		Sicume la maestra l'a parlà duma cin ti, la saveva no tuscos	Milano2	Milano,Milano,Lombardia	Occidentale	
		Kul fat ke la maestra l a parlà dumà kun ti, la saveva minga tüt	Milano4	Milano,Milano,Lombardia	Occidentale	
		Vent la mestra ciacarat sul cun te, no saveva dut	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Vist che la maestra a l'ha parlà mach con ti, savia nen tut	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		La maestra a j'ava mach parla' con ti, a sava pa tut	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		La maestra l'ea ciacolà apena nsema te e la sea mia tut	Monno	Monno,Brescia,Lombardia	Orientale	
		A aver la maestra parlà sol con ti, no la saveva tut	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		? Avendo 'a maestra parlà sol che co ti, no' a savea tut	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Avendu a maistra parlau sulu in cu ti, a nu saxeva tuttu	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Vendo la maestra parlà solo co ti, no la saveva tuto	Padova1	Padova,Padova,Veneto	Meridionale	
		Sicome a maestra ga parlà soeo co ti no a saveva tuto	padova2	Padova,Padova,Veneto	Meridionale	
		Parseche la mestre a veve ciacarat dome cun te, nol saveve dut	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Sicome che la maestra la ga parlà solo con ti, no la saveva tuto	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Sicume la maestra a l'a parlà mac cun ti, a savia pa tut	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		DAtu che rra meistra a ra parlò sul cun ti an saveiva tut	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Avendo a maestra parlà sol che con ti, no a savea tut	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Dou mouman quë la meitrë il o parlá maqu’avei tu, i seió pâ tout	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Avendu a meistra parlou sulu cun ti, a nu saveiva tuttu	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Dato che la metra e ha ciacarat nome cun te, no saveve dut	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Avend la mestra scours sno sa te, lan savoiva tot	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Scicume aa maistra a l'ha parlà sulu cunte a nu saveiva propriu tutu	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Aven la maestra mac parlà cun ti a savia nen tut	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Avend la maestra parlà mach con ti a savia nin tut	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Coum la magistro avio moc parlà oou'tu, i sabio pa tout	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Sicome la maestra l'aveva parlà sol con ti, no la saveva tut	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Sicome che a maestra ga parlà soeo che co ti, no ea saveva tuto	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Vent la mestra fevelat doma chi cun te, 'a no saveva dut	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Sicome a maestra a ga parlà solo co ti, non a saveva tuto	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		A maestra, gavendo parlà soeo con ti, no a saveva tuto	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Sicome la maestra a l'avìa parlà mach ansema a ti, a savia nen tut	Torino	Torino,Torino,Piemonte	Alto piemontese	
		Essend che la magistra a l'ha parla' mach ed ti, a savia pa tut	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Sicome la magistra a l'ha mach parlà con ti, a savia nen tut	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Avend la magistra parlà mach con ti,a savia nen tut	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		La maestra a sava nen tut perché ch'a l'ava parlà mach ansema a ti	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Sicomu 'ra maestra l'è parlà dumà 'nsema ti, a saveva mia tutt	Trecate	Trecate,Novara,Piemonte	Novarese	
		La maestra gà parlà solo co' ti no 'a saveva tuto	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Gavendo la maestra parlà solo con ti, no la saveva tuto	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Sicome la maestra gà parlà solo con ti, non la saveva tuto	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Sicume a maistra a l'à parlau sulu cun tu a nu saveva tutu	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		La maestra la saa miga tut perché l'aa parlà apena cu'n te	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	36.0	Non avendo nessuno visto Marco, non l'abbiamo piu` aspettato				 | acc partic clit | aux A | aux A | aux to C | avv aspet | avv temp | clit 3 | clit masch | clit ogg dir | fless 4 | gerundio composto | indic pass pross | negaz accordo | negaz prev | negaz prev | ogg def | ogg dir | ogg dir | ogg masch | ogg sing | pro | QP neg | QP sogg | sogg postaux | subord | trans | 
		Nigùv a idut al Marco, nu en la cà pu speciat	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Sicome nesuni  i ha vist el Marco, non l’aem pu aspetà.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El Marco no i l'ha vist  nesuni, così no l’avem aspetà.	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Nessuni ha vist el Marco e alora no l’avem pù aspetà.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		DAto che niscieun u l'ò visct Marco, en l'uma ciù spetoo	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		Dato che nisun g'ià visto Marco, an l'an pu spetà	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Detu che u Marcu nisciun u la ciù vistu nu l'emu ciu spetau	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Scicume nisciun l'à vistu u Mariu un l'èemu ciu aspeton	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		Gninsun l'ha ist Marco e nualtar a l'ema piu' aspeta'	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | acc partic clit | aux A | aux A | aux to C | avv aspet | avv temp | clit 3 | clit masch | clit ogg dir | clit sogg espl | fless 4 | gerundio composto | indic pass pross | negaz accordo | negaz prev | negaz prev | ogg def | ogg dir | ogg dir | ogg masch | ogg sing | pro | QP neg | QP sogg | sogg postaux | subord | trans | 
		N'end gninsun ist Marco, a l'em piu' speta'	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | acc partic clit | aux A | aux A | aux to C | avv aspet | avv temp | clit 3 | clit masch | clit ogg dir | clit sogg espl | fless 4 | gerundio composto | indic pass pross | negaz accordo | negaz prev | negaz prev | ogg def | ogg dir | ogg dir | ogg masch | ogg sing | pro | QP neg | QP sogg | sogg postaux | subord | trans | 
		Incion aveva vest Marco, aloura a n l avan piò asptè	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Niusun l'eva vist Marco, alora an l'aven più stà	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Gnon a l'ha vist rivar Marco e i l'ona pì spità	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		Sè 'nzunna l'à vustu Marco, jumma pio spiciallu	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Scicume nisgiogni l'ha vistu Marcu, an l'umma ciù spitò	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		omessa	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		U marcu nu l'emu ciù aspetau perchè u emu ciù vistu nisciun	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		Nessun ha vist el Marco e noi no l'em piì aspetà	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Da che nogugn 'l à vist Marco, no l'aon pì spetà	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Za che Merc u ne ste vest, nun an ne sam ste da ste	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		sicume nusun eia ustu u MArco nu l'emu cu aspetò	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		No vint nissun vioduut Marco, no lu vin spietaat	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Siccome nessuno l'ha visto Marco, e' un s'è aspettatato pèiù	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Vist che nissun a vist ur Mario, num l'emm piu speciat	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Siccome nessun l'ha vist Marco, nol von pì spetà	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Scicumme n'emmu ciu ustu Mariu, nu l'emmu ciù aspettò	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Nusciun u l'à vistu Morcu a nu l'emmu ciù spetun	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Non avendo nessuno visto Marco, e un s'è più aspettato	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		Non avend inciun vest Marco, an l'avem piò aspité	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Dato che nisun i aevo visto Marco, noiaotri a ne l'avemo ciù spetà	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Dato che nison l'a vedù Marco, l'em minga specia	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A l’em pu spechaa parché nisun l’era vist ul Marco	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A l'em pu spechaa perché nisun l'eva vist ul MArco	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Sicome che nesuni ga visto Marco non lo ghemo pì spetà	Longare	Longare,Vicenza,Veneto	Meridionale	
		Il Marco ma la po spetat per nugu 'l ha ist	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Sicume nisun a vist Marcu, a l'em pu spetà	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		No vendo nisun visto Marco, no lo gavemo più spetà	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Nisun l a vist Marco e l em minga aspetà	Milano1	Milano,Milano,Lombardia	Occidentale	
		Sicume nesunc l'a vist el Marco, l'em spetà pu	Milano2	Milano,Milano,Lombardia	Occidentale	
		Vis (/vist) ke nisü'n l eva vist Marko, l'em pü spetà	Milano4	Milano,Milano,Lombardia	Occidentale	
		No vin viodut nissun Marco, no l'u vin plui spietat	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(nen avend vist)Gnun a l'ha vist MArco, i l'oma pì nen spetalo	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		I j'oma pi nen vist Marco e l'oma pi nen speta'	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		Marco i l'ha vist nugu, e m-l'ha po gna spetà	Monno	Monno,Brescia,Lombardia	Orientale	
		A no aver vist el Marco, no l'aven pì spetà	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		No avendo nesun vist Mario, no l'ho ven pì spetà	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Nu avendu niscion vistu Marcu a nu l'ammu ciu spitau	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		No vendo nissuni visto Marco, no lo ghemo più spetà	Padova1	Padova,Padova,Veneto	Meridionale	
		Sicome nessuno ga visto Marco, no o gavemo più spettà	padova2	Padova,Padova,Veneto	Meridionale	
		Sicome che nisun al à viudut MArco, no lu vin pi spetat	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Sicome che Marco no lo ga visto nessun, no lo gavemo più spetà	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Sicume gnun a l'a vist Marco, i l'oma pi nen spetalu	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Nu avanda inciun vist Marcu, a n l'umma ciù spetò	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Sicome nisun a vist Marco, no o ven pi spetà	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Dou mouman que pâ gî oul o vî Marco, a l’avan porë atandú	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Nun avendu nisciun vistu Mario nu l emmu ciu aspetou	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		DAto che nisun no l'à vidut Marco, no lu vin pui spetat	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Non avend nisun vest ma Marco, an l'aven più aspitè	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Scicume Mariu a nu l'ha vistu nesciun, e nu l'aveimu ciù spetè	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Niun avend vist MArc, l'uma pì nen spetalu	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Nin avend gnun vist Marco, i l'han pi nin spetà	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Coum nun avio vit Mario, nou l'an papì atentù	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Sicome nisuni i ha vist al Mario, no l'avem pì aspetà	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Frase non tradotta	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		No vent nissun vidut Marc, 'i no lu vin pi spetat	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Nessuno gavea visto Marco, e no o gavemo più spetà	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		No gavendo visto nessuni Marco, no o gavemo pì spetà	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Nən avend gnun vist March, i l'oma pì nen əsptalo	Torino	Torino,Torino,Piemonte	Alto piemontese	
		Essenda che i l'oma pa vedu March, i l'oma pi nen espetalo	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Sicoma gnun a l'ha veddù March, i l'oma pi nen espetalo/ Gnun avend veddu..	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Nen avend (gnun) veddu Marco,i l'oma pi nen espetalo	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		Da za che gnun a l'ha s-ciairà March, i l'oma pù nen especialo	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		(Sicomu) gnonca uch l'è vust a Marcu, suma spiciar pu	Trecate	Trecate,Novara,Piemonte	Novarese	
		Siccome nissun ga visto Marco, nialtri no' 'o gavemo più spettà	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		No gavendo visto Marco no lo gavemo più spetado	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Sicome nesuni ga visto Marco, no lo gavemo pì spetà	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Scicume nisciun a vistu Marcu, nu l'amu ciù aspeitau	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Me la po spetà perché nigu i-aa ist Marco	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	58.0	Per non averti voluto parlare subito ha perso l'occasione				 | aux A | aux A | aux to C | avv temp | clit 2 | clit climb | clit indir | fless 3 | indic pass pross | inf composto | inf doppio | negaz prev | ogg def | ogg dir | ogg femm | ogg indir | ogg sing | pro | subord | trans | volere | 
		Parché la cà volut parlat subet la perdut l'ocasiù	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		No ha volù parlarte subit così ha pers n’ocasiom	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Sicome no te perché no l’ha volest parlarte subit’ha pers l’ocasiom	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Sicome no te ha parlà subit, ha pers n’occasiom	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Sicome not+e no l’ha volest parlarte subit’ha pers l’ocasiom	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Per nun avajte vusciu parlee subti u l'ò pers l'uccascion	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		G'ià perso l'ocasion perché in ta osù parlae subito/ Per non aveete vosù parlae subito g'ià perso l'ocasion	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		U la persu l'ocazun buna pe nu aveite osciuu parlà in sciu mumentu	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Pe nu aveite insuu parlà subetu u l'à persu l'ocasciun	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		L'ha pers l'ucasion mia vlendat cacarar subit	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | aux A | aux A | aux to C | avv temp | clit 2 | clit climb | clit indir | clit sogg espl | clit sogg espl | fless 3 | indic pass pross | inf composto | inf doppio | negaz prev | ogg def | ogg dir | ogg femm | ogg indir | ogg sing | pro | subord | trans | volere | 
		Al n a brisa clà ccarrer sobbit tigh e l a pers l ucasion	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		omessa	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Per gnin a vorej parlati subit a 'lha perdù n'ocasion	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		Slà mja vurso parleti suttu, l'à pardo l' ucasioj	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Per non aveite vusciu parlò subito l'ha persu l'uccascion	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		omessa	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		Pe nu aveite osciu parlete subbetu u l'è persu l'ocasiun	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		No ho volest parlarte subit, così ho pers l'ocasion	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		L'à perdù l'ocasion parchè no 'l à volù te di nia deboto / La g'è duta sbesa	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Par non avè putè scor cun te sobit, la pers l'ucasjon	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Da nu aite vusuu parlà subetu l'à persu l'ocasun	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Par no vee uluut ciacarati daur an el a piorduda l'ocasion	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Pe un avelti voluto parlà subito ha perso l'occasion	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Vist ch'a la mia vorsut parlatt subit, l'a perdut l'ocasion	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Siccome non l'ha volest parlarte suito, l'ha pers l'ocasion	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Pe nu t'aei usciuu parlà subetu, l'a persu l'occasciun	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Pe nu oreite osciuu parlò subetu ho persu l'occaxiun	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Pernon averti voluto parlare subito l'ha perso l'occasione	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		Par non avet vulù parlé sobat a iò pers l'ocasion	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Pe n'avete vosù parlae subeto i à perso l'ocasion	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		L'a minga vorù parlat subet e l'a perdù l'ucasion	Lecco	Lecco,Lecco,Lombardia	Orientale	
		L’a perduu l’ucasiun perché la minga vuruu parlat subit	Lecco	Lecco,Lecco,Lombardia	Orientale	
		La parduu l'ucasiun perché la minga vurun parlat subit	Lecco	Lecco,Lecco,Lombardia	Orientale	
		El gà perso l'ocasion par no aver vo(l)udo parlarte suito	Longare	Longare,Vicenza,Veneto	Meridionale	
		L'ha pers l'ocasiù per l'ha mia ulit parlà subit	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Par aver mia vulì parlarat subit l'a pers l'ucasion	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Par no verte vosuo parlar subito, el ga perso l'occasion	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Per avè minga vurù parlat subit l a perdù l ucaziun	Milano1	Milano,Milano,Lombardia	Occidentale	
		Per minga vurè parlat subit u perdù l'ucasiun	Milano2	Milano,Milano,Lombardia	Occidentale	
		Sikúma l a vurü' n parlàt sü'bit, l a perdü' l ukaziún	Milano4	Milano,Milano,Lombardia	Occidentale	
		Par no viti volut ciacarà subit a l'a piardut l'occasion	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Per nen avej vorsù parlete subit a l'ha perdu l'ocasion	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		O j'ha nen volù parlete subit e o j'ha perdù l'ocasion	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		Par è mia ulu ciacolat subit, l'ha pers l'ocasiu	Monno	Monno,Brescia,Lombardia	Orientale	
		Per no averte volù parlar subit, l'ha pers l'ocasion	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Par no averte vossuo parlar subito l'ha pers l'ocasion	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
