Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		(e') ci siamo vestiti in hretta	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		As sem vistit da pressa	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Se von vestì de corsa	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Se semmu vestii de cursa	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Se semmu vestii de cursa	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		A se semmu vestii de sprescia	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		(e) ci siam vestiti in fretta	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		As sem instì in freta	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A se semo vestì de spresa	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		A sa sem vestuu de presa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		S'em vestì so in presa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A sa sem vestiu de presa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Se ghemo vestii in presa	Longare	Longare,Vicenza,Veneto	Meridionale	
		An sa se istic an fresa	Malonno	Malonno,Brescia,Lombardia	Orientale	
		A sem vestì in presia	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Se gavemo vestio in presia /Se semo vestii	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Sem vestì a la zvelta	Milano1	Milano,Milano,Lombardia	Occidentale	
		Se sem vesti a svelt	Milano2	Milano,Milano,Lombardia	Occidentale	
		Se sem vestì in freta	Milano4	Milano,Milano,Lombardia	Occidentale	
		Si sin vistus di corsa	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		I l'oma vestisse 'npressa	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		I j'oma vestisse 'n pressa	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		M-se vistì 'n frecia e furia	Monno	Monno,Brescia,Lombardia	Orientale	
		Ne sem vestidi en presa	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Se ven vestio in premura	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		omessa	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Se semo vestii in presa / Se ghemo vestio in presa	Padova1	Padova,Padova,Veneto	Meridionale	
		Se semo vestii in pressa	padova2	Padova,Padova,Veneto	Meridionale	
		Si sin vistis di corse	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Se semo vestii in svelta	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Suma vestise 'n presa	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		As suma vestì de sprescia	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Se ven vestio in fretta	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		A noû san abilhá’d corso	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Se semmu vestì de premua	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		O sin vistus di corse	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		As sem vistì in pressia	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		E se scimu vestì aa sverta	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Suma vestise en presa	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		I-i sen vestì an pressa	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Nou s'soun vitì vitte	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Ne sem vestidi en freta	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Se gavemo vestio in pressa / de pressa	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		'I si sin vistis a la svelta	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Se gavemo vestio in pressa	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Se on furnì aslune	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Se ghemo vestio/i in presa	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		I soma vestisse an pressa	Torino	Torino,Torino,Piemonte	Alto piemontese	
		I soma vestisse an pressa	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		I soma vestisse an pressa	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		I soma vestisse 'n pressa	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		I somma vestissi an pressa	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Suma vistina in presa	Trecate	Trecate,Novara,Piemonte	Novarese	
		Se gavemo vestii in pressa	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Se gavemo vesti(do) in Furia	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Se ghemo vestii in freta	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Se semu vestì de cuita	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		Sem visti in presa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		'N se istì (so) 'n frecia	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	22.0	Per avere il direttore fatto uno sbaglio, abbiamo perso tempo				 | aux A | aux A | aux to C | fare | fless 4 | indic pass pross | inf composto | ogg dir | ogg indef | ogg indef | ogg masch | ogg masch | ogg sing | ogg sing | pro | sogg def | sogg masch | sogg nom | sogg postaux | sogg sing | subord | trans | 
		Par colpa dal diretor cha la fac un sbaglio ma perdut tep	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Sicome el diretor l’ha fat n’eror aem pers temp.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El diretor l’ha fat en sbagio così  avem pers en mucio de temp.	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Siccome el direttor l’aveva fat n’error, avem pers temp.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Dato che u diretù u l'ò focc 'n 'eruu umma pers du taimp	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		An perso du tempo perché u diretoe g'ià fato ne sbagio	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Aprovu che u diretu u s'è sbaliau emu persu n mugiu de tenpu	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Pe avej u diretu fatu in sbagliu emu persu du tempu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		Parche' al diretor l'ha sbaglia', ema pers un sac ad temp	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | aux A | aux A | aux to C | clit sogg espl | fare | fless 4 | indic pass pross | inf composto | ogg dir | ogg indef | ogg indef | ogg masch | ogg masch | ogg sing | ogg sing | pro | sogg def | sogg masch | sogg nom | sogg postaux | sogg sing | subord | trans | 
		Causa dal sbali ch l a fat al diretour aven pers dal temp	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		En pers d'al temp parchè al diretor l'à fat un sbali	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Parqué 'l diretor a l'ha fet ne sbalio, e l'oma perdù 'd temp	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		'L diretor l'aviva faciu 'nà futta, e niauci jumma pardà tempu	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Per avei u direttu favviu in sbagliu, humma persu tempu	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Al diretur l'ha fat an sbagliu et iom pers dal temp	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		Eum persu tempu pe curpa du diretù cu l'à fou in sbagliu	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		El diretor l'ha sbaglià e noi em pers temp	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Da che el diretor 'l à fat en sbalio, aon perdù temp	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Par ave e diretor fat un sbaj, avem pers de temp	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Sicume u diretù l'à fatu in sbalu emu persu d'u tempu	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Per vé el diretoor faat uno sbalio, o vin piarduut timp	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Pa avé fatto uno sbaglio il direttore (e') s'è perso tempo	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		par via che r diretur l'a sbaiat, emm perdut temp	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Sicome el diretor l'ha sbaià, von pers temp	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Pe avei fattu u diretù in sbalu, emmu persu tempu	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Pe avei u direttù fetu un sbagliu emmu persu tenpu	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Per avere il direttore fatto uno sbaglio, (e) s'è perso tempo	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		Par avé e diretot fat un sbai, a'iavem pers de temp	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Dato che o diretoe i aveva fato en sbagio, avemo perso tenpo	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Em perdü temp parché ul cap l’a sbagliaa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Em perdü temp parché ul cap l’a sbagliaa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Em perdu temp perché ul cap l'a sbagliaa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Dato che l diretur l'a fa 'n sbali, em perdù tempo	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A gavemo perso tempo, parchè el diretore ga sbajà	Longare	Longare,Vicenza,Veneto	Meridionale	
		Perché 'l diretur l'ha sbagliat, m'ha pers tep	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Sicume 'l diretur l'a fat an sbai em pers temp	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Par 'ver fato un sbaglio el diretor, gavemo perso tempo	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Per avè fa un zbali el diretur, em perdù temp	Milano1	Milano,Milano,Lombardia	Occidentale	
		Sicume el diretur l'a sbaglià, em perdù temp	Milano2	Milano,Milano,Lombardia	Occidentale	
		Sikúme l diretúr l a fa un zbali, em pers (dumà) temp	Milano4	Milano,Milano,Lombardia	Occidentale	
		Par avì il direttur fat un sbaglio, e vin piardut temp	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Per avej 'l diretor fait n'eror l'oma perdu 'l treno	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		El diretor o j'ha fac n'eror e o j'ha  fane perde temp	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		'l diretur l'ea fat 'n sbaglio e dopo no m'ha pers tep	Monno	Monno,Brescia,Lombardia	Orientale	
		Per aver el diretor fat en sbaglio, avem pers temp	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Per aver el diretor fat un sbaglio, aven perso tempo	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Pe avé u diretù fau in sbaiu, a l'ammu persu du tempu	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Par vere fato un sbalio el diretore, ghemo perso tempo	Padova1	Padova,Padova,Veneto	Meridionale	
		Gavemo perso tempo perchè el direttore ga' fatto un sbaglio	padova2	Padova,Padova,Veneto	Meridionale	
		Vin piardut timp parseche il diretor al'a fat un sbaglio	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Sicome ch'el diretor el ga fato un sbaglio, gavemo perso tempo	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Sicume 'l diretur a l'è sbagliase, i l'uma perdu temp	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Pravei u diretù fac in sbagliu a i umma pers temp	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		El diretor per aver fat un error ven pers tut	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Dou mouman que’l diretœr oul o sbalhá, avan pardu ad tan	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Dou mouman que’l diretœr ou s’ei troumpá, avan pardu ad tan	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Pe avei u diretù fetu in sbagliu, emmu persu tempu	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Dato chel capo el veve sbaliat, o vin nome piardut temp	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Per avoir e diretour fat un sbaj, avem pers temp	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Scicume uu diretuu i gi-ha fatu n sbagiu aveimu persu n muciu de tenpu	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Per avei er diretur fait no sbagl, l'uma perdù temp	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Per avej el diretor fet un eror, i j'han perdù temp	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Coum lou diretour s'ero (è) troumpà, nouz an perdù temp	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Sicome el diretor l'ha sbaglià, avem perdù temp	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		El diretor ga sbaglià e gavemo perso tempo	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Par ve (vent) il diretor fat un sbaliu, 'i vin piardut timp	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Sicome el direttore ga fato un sbaglio, gavemo perso tempo	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Ghemo perso tempo, parchè el diretore ga fato un sbajo	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Sicoma 'l diretor a l'avìa fait nəsbalio, i l'oma perdù temp	Torino	Torino,Torino,Piemonte	Alto piemontese	
		Per avej el diretor piat un bailo, i l'oma perdu' 'd temp	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Per avej el diretor fait n'eror, i l'oma perdu temp	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Perchè l' diretor a l'è sbagliasse, i l'oma perdù 'd temp	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		J'oma perdì del temp perché 'l diretor a l'ha facc n'eror	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		(Sicomu) a diritor l'è fai un sbali, suma pardù temp	Trecate	Trecate,Novara,Piemonte	Novarese	
		Sicome el diretor ga fato un sbajo, gavemo perduo tempo	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Dal momento che il capo ga fato un sbalio, gavemo perso tempo	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Sicome el diretore gaveva fato uno sbaglio, gavemo perso tempo	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Scicume u diretù u l'à faitu ina musa amu persu du tempu	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Per iga 'l diretor fat 'n eror 'ngà pers temp	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	36.0	Non avendo nessuno visto Marco, non l'abbiamo piu` aspettato				 | acc partic clit | aux A | aux A | aux to C | avv aspet | avv temp | clit 3 | clit masch | clit ogg dir | fless 4 | gerundio composto | indic pass pross | negaz accordo | negaz prev | negaz prev | ogg def | ogg dir | ogg dir | ogg masch | ogg sing | pro | QP neg | QP sogg | sogg postaux | subord | trans | 
		Nigùv a idut al Marco, nu en la cà pu speciat	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Sicome nesuni  i ha vist el Marco, non l’aem pu aspetà.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El Marco no i l'ha vist  nesuni, così no l’avem aspetà.	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Nessuni ha vist el Marco e alora no l’avem pù aspetà.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		DAto che niscieun u l'ò visct Marco, en l'uma ciù spetoo	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		Dato che nisun g'ià visto Marco, an l'an pu spetà	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Detu che u Marcu nisciun u la ciù vistu nu l'emu ciu spetau	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Scicume nisciun l'à vistu u Mariu un l'èemu ciu aspeton	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		N'end gninsun ist Marco, a l'em piu' speta'	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | acc partic clit | aux A | aux A | aux to C | avv aspet | avv temp | clit 3 | clit masch | clit ogg dir | clit sogg espl | fless 4 | gerundio composto | indic pass pross | negaz accordo | negaz prev | negaz prev | ogg def | ogg dir | ogg dir | ogg masch | ogg sing | pro | QP neg | QP sogg | sogg postaux | subord | trans | 
		Gninsun l'ha ist Marco e nualtar a l'ema piu' aspeta'	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | acc partic clit | aux A | aux A | aux to C | avv aspet | avv temp | clit 3 | clit masch | clit ogg dir | clit sogg espl | fless 4 | gerundio composto | indic pass pross | negaz accordo | negaz prev | negaz prev | ogg def | ogg dir | ogg dir | ogg masch | ogg sing | pro | QP neg | QP sogg | sogg postaux | subord | trans | 
		Incion aveva vest Marco, aloura a n l avan piò asptè	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Niusun l'eva vist Marco, alora an l'aven più stà	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Gnon a l'ha vist rivar Marco e i l'ona pì spità	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		Sè 'nzunna l'à vustu Marco, jumma pio spiciallu	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Scicume nisgiogni l'ha vistu Marcu, an l'umma ciù spitò	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		omessa	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		U marcu nu l'emu ciù aspetau perchè u emu ciù vistu nisciun	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		Nessun ha vist el Marco e noi no l'em piì aspetà	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Da che nogugn 'l à vist Marco, no l'aon pì spetà	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Za che Merc u ne ste vest, nun an ne sam ste da ste	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		sicume nusun eia ustu u MArco nu l'emu cu aspetò	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		No vint nissun vioduut Marco, no lu vin spietaat	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Siccome nessuno l'ha visto Marco, e' un s'è aspettatato pèiù	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Vist che nissun a vist ur Mario, num l'emm piu speciat	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Siccome nessun l'ha vist Marco, nol von pì spetà	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Scicumme n'emmu ciu ustu Mariu, nu l'emmu ciù aspettò	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Nusciun u l'à vistu Morcu a nu l'emmu ciù spetun	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Non avendo nessuno visto Marco, e un s'è più aspettato	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		Non avend inciun vest Marco, an l'avem piò aspité	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Dato che nisun i aevo visto Marco, noiaotri a ne l'avemo ciù spetà	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		A l’em pu spechaa parché nisun l’era vist ul Marco	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Dato che nison l'a vedù Marco, l'em minga specia	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A l'em pu spechaa perché nisun l'eva vist ul MArco	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Sicome che nesuni ga visto Marco non lo ghemo pì spetà	Longare	Longare,Vicenza,Veneto	Meridionale	
		Il Marco ma la po spetat per nugu 'l ha ist	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Sicume nisun a vist Marcu, a l'em pu spetà	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		No vendo nisun visto Marco, no lo gavemo più spetà	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Nisun l a vist Marco e l em minga aspetà	Milano1	Milano,Milano,Lombardia	Occidentale	
		Sicume nesunc l'a vist el Marco, l'em spetà pu	Milano2	Milano,Milano,Lombardia	Occidentale	
		Vis (/vist) ke nisü'n l eva vist Marko, l'em pü spetà	Milano4	Milano,Milano,Lombardia	Occidentale	
		No vin viodut nissun Marco, no l'u vin plui spietat	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(nen avend vist)Gnun a l'ha vist MArco, i l'oma pì nen spetalo	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		I j'oma pi nen vist Marco e l'oma pi nen speta'	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		Marco i l'ha vist nugu, e m-l'ha po gna spetà	Monno	Monno,Brescia,Lombardia	Orientale	
		A no aver vist el Marco, no l'aven pì spetà	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		No avendo nesun vist Mario, no l'ho ven pì spetà	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Nu avendu niscion vistu Marcu a nu l'ammu ciu spitau	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		No vendo nissuni visto Marco, no lo ghemo più spetà	Padova1	Padova,Padova,Veneto	Meridionale	
		Sicome nessuno ga visto Marco, no o gavemo più spettà	padova2	Padova,Padova,Veneto	Meridionale	
		Sicome che nisun al à viudut MArco, no lu vin pi spetat	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Sicome che Marco no lo ga visto nessun, no lo gavemo più spetà	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Sicume gnun a l'a vist Marco, i l'oma pi nen spetalu	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Nu avanda inciun vist Marcu, a n l'umma ciù spetò	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Sicome nisun a vist Marco, no o ven pi spetà	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Dou mouman que pâ gî oul o vî Marco, a l’avan porë atandú	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Nun avendu nisciun vistu Mario nu l emmu ciu aspetou	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		DAto che nisun no l'à vidut Marco, no lu vin pui spetat	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Non avend nisun vest ma Marco, an l'aven più aspitè	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Scicume Mariu a nu l'ha vistu nesciun, e nu l'aveimu ciù spetè	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Niun avend vist MArc, l'uma pì nen spetalu	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Nin avend gnun vist Marco, i l'han pi nin spetà	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
