Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		DAto che a maistra l'à parlà solo con te, la ne saveva tuto	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		La maestra la sera minga tuch parché l’eva parlaa duma cun te	Lecco	Lecco,Lecco,Lombardia	Orientale	
		La maestra la sera minga tuch perché l'eva parlaa duma cun te	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Dal moment che la maestra l'avea parlà duma cun te, la sera giamò tot	Lecco	Lecco,Lecco,Lombardia	Orientale	
		La maestra la gavea parlà so(l)o con ti e no (l)a savea mia tuto	Longare	Longare,Vicenza,Veneto	Meridionale	
		Sicome la maestra l'ha parlat apena con te, la sea mia tut	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Sicume la maestra l'a parlà sul cunti, la saveva mia tut	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Vendo parlà, la maestra, solo con ti, no la saveva tuto	Mestre	Venezia,Venezia,Veneto	Lagunare	
		La maestra l a parlà cun tì e la saveva no tut	Milano1	Milano,Milano,Lombardia	Occidentale	
		Sicume la maestra l'a parlà duma cin ti, la saveva no tuscos	Milano2	Milano,Milano,Lombardia	Occidentale	
		Kul fat ke la maestra l a parlà dumà kun ti, la saveva minga tüt	Milano4	Milano,Milano,Lombardia	Occidentale	
		Vent la mestra ciacarat sul cun te, no saveva dut	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Vist che la maestra a l'ha parlà mach con ti, savia nen tut	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		La maestra a j'ava mach parla' con ti, a sava pa tut	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		La maestra l'ea ciacolà apena nsema te e la sea mia tut	Monno	Monno,Brescia,Lombardia	Orientale	
		A aver la maestra parlà sol con ti, no la saveva tut	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		? Avendo 'a maestra parlà sol che co ti, no' a savea tut	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Avendu a maistra parlau sulu in cu ti, a nu saxeva tuttu	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Vendo la maestra parlà solo co ti, no la saveva tuto	Padova1	Padova,Padova,Veneto	Meridionale	
		Sicome a maestra ga parlà soeo co ti no a saveva tuto	padova2	Padova,Padova,Veneto	Meridionale	
		Parseche la mestre a veve ciacarat dome cun te, nol saveve dut	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Sicome che la maestra la ga parlà solo con ti, no la saveva tuto	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Sicume la maestra a l'a parlà mac cun ti, a savia pa tut	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		DAtu che rra meistra a ra parlò sul cun ti an saveiva tut	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Avendo a maestra parlà sol che con ti, no a savea tut	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Dou mouman quë la meitrë il o parlá maqu’avei tu, i seió pâ tout	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Avendu a meistra parlou sulu cun ti, a nu saveiva tuttu	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Dato che la metra e ha ciacarat nome cun te, no saveve dut	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Avend la mestra scours sno sa te, lan savoiva tot	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Scicume aa maistra a l'ha parlà sulu cunte a nu saveiva propriu tutu	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Aven la maestra mac parlà cun ti a savia nen tut	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Avend la maestra parlà mach con ti a savia nin tut	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Coum la magistro avio moc parlà oou'tu, i sabio pa tout	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Sicome la maestra l'aveva parlà sol con ti, no la saveva tut	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Sicome che a maestra ga parlà soeo che co ti, no ea saveva tuto	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Vent la mestra fevelat doma chi cun te, 'a no saveva dut	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Sicome a maestra a ga parlà solo co ti, non a saveva tuto	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		A maestra, gavendo parlà soeo con ti, no a saveva tuto	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Sicome la maestra a l'avìa parlà mach ansema a ti, a savia nen tut	Torino	Torino,Torino,Piemonte	Alto piemontese	
		Essend che la magistra a l'ha parla' mach ed ti, a savia pa tut	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Sicome la magistra a l'ha mach parlà con ti, a savia nen tut	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Avend la magistra parlà mach con ti,a savia nen tut	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		La maestra a sava nen tut perché ch'a l'ava parlà mach ansema a ti	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Sicomu 'ra maestra l'è parlà dumà 'nsema ti, a saveva mia tutt	Trecate	Trecate,Novara,Piemonte	Novarese	
		La maestra gà parlà solo co' ti no 'a saveva tuto	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Gavendo la maestra parlà solo con ti, no la saveva tuto	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Sicome la maestra gà parlà solo con ti, non la saveva tuto	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Sicume a maistra a l'à parlau sulu cun tu a nu saveva tutu	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		La maestra la saa miga tut perché l'aa parlà apena cu'n te	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	22.0	Per avere il direttore fatto uno sbaglio, abbiamo perso tempo				 | aux A | aux A | aux to C | fare | fless 4 | indic pass pross | inf composto | ogg dir | ogg indef | ogg indef | ogg masch | ogg masch | ogg sing | ogg sing | pro | sogg def | sogg masch | sogg nom | sogg postaux | sogg sing | subord | trans | 
		Par colpa dal diretor cha la fac un sbaglio ma perdut tep	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Sicome el diretor l’ha fat n’eror aem pers temp.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El diretor l’ha fat en sbagio così  avem pers en mucio de temp.	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Siccome el direttor l’aveva fat n’error, avem pers temp.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Dato che u diretù u l'ò focc 'n 'eruu umma pers du taimp	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		An perso du tempo perché u diretoe g'ià fato ne sbagio	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Aprovu che u diretu u s'è sbaliau emu persu n mugiu de tenpu	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Pe avej u diretu fatu in sbagliu emu persu du tempu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		Parche' al diretor l'ha sbaglia', ema pers un sac ad temp	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | aux A | aux A | aux to C | clit sogg espl | fare | fless 4 | indic pass pross | inf composto | ogg dir | ogg indef | ogg indef | ogg masch | ogg masch | ogg sing | ogg sing | pro | sogg def | sogg masch | sogg nom | sogg postaux | sogg sing | subord | trans | 
		Causa dal sbali ch l a fat al diretour aven pers dal temp	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		En pers d'al temp parchè al diretor l'à fat un sbali	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Parqué 'l diretor a l'ha fet ne sbalio, e l'oma perdù 'd temp	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		'L diretor l'aviva faciu 'nà futta, e niauci jumma pardà tempu	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Per avei u direttu favviu in sbagliu, humma persu tempu	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Al diretur l'ha fat an sbagliu et iom pers dal temp	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		Eum persu tempu pe curpa du diretù cu l'à fou in sbagliu	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		El diretor l'ha sbaglià e noi em pers temp	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Da che el diretor 'l à fat en sbalio, aon perdù temp	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Par ave e diretor fat un sbaj, avem pers de temp	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Sicume u diretù l'à fatu in sbalu emu persu d'u tempu	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Per vé el diretoor faat uno sbalio, o vin piarduut timp	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Pa avé fatto uno sbaglio il direttore (e') s'è perso tempo	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		par via che r diretur l'a sbaiat, emm perdut temp	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Sicome el diretor l'ha sbaià, von pers temp	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Pe avei fattu u diretù in sbalu, emmu persu tempu	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Pe avei u direttù fetu un sbagliu emmu persu tenpu	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Per avere il direttore fatto uno sbaglio, (e) s'è perso tempo	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		Par avé e diretot fat un sbai, a'iavem pers de temp	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Dato che o diretoe i aveva fato en sbagio, avemo perso tenpo	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Dato che l diretur l'a fa 'n sbali, em perdù tempo	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Em perdu temp perché ul cap l'a sbagliaa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Em perdü temp parché ul cap l’a sbagliaa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Em perdü temp parché ul cap l’a sbagliaa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A gavemo perso tempo, parchè el diretore ga sbajà	Longare	Longare,Vicenza,Veneto	Meridionale	
		Perché 'l diretur l'ha sbagliat, m'ha pers tep	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Sicume 'l diretur l'a fat an sbai em pers temp	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Par 'ver fato un sbaglio el diretor, gavemo perso tempo	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Per avè fa un zbali el diretur, em perdù temp	Milano1	Milano,Milano,Lombardia	Occidentale	
		Sicume el diretur l'a sbaglià, em perdù temp	Milano2	Milano,Milano,Lombardia	Occidentale	
		Sikúme l diretúr l a fa un zbali, em pers (dumà) temp	Milano4	Milano,Milano,Lombardia	Occidentale	
		Par avì il direttur fat un sbaglio, e vin piardut temp	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Per avej 'l diretor fait n'eror l'oma perdu 'l treno	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		El diretor o j'ha fac n'eror e o j'ha  fane perde temp	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		'l diretur l'ea fat 'n sbaglio e dopo no m'ha pers tep	Monno	Monno,Brescia,Lombardia	Orientale	
		Per aver el diretor fat en sbaglio, avem pers temp	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Per aver el diretor fat un sbaglio, aven perso tempo	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Pe avé u diretù fau in sbaiu, a l'ammu persu du tempu	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Par vere fato un sbalio el diretore, ghemo perso tempo	Padova1	Padova,Padova,Veneto	Meridionale	
		Gavemo perso tempo perchè el direttore ga' fatto un sbaglio	padova2	Padova,Padova,Veneto	Meridionale	
		Vin piardut timp parseche il diretor al'a fat un sbaglio	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Sicome ch'el diretor el ga fato un sbaglio, gavemo perso tempo	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Sicume 'l diretur a l'è sbagliase, i l'uma perdu temp	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Pravei u diretù fac in sbagliu a i umma pers temp	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		El diretor per aver fat un error ven pers tut	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Dou mouman que’l diretœr oul o sbalhá, avan pardu ad tan	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Dou mouman que’l diretœr ou s’ei troumpá, avan pardu ad tan	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Pe avei u diretù fetu in sbagliu, emmu persu tempu	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Dato chel capo el veve sbaliat, o vin nome piardut temp	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Per avoir e diretour fat un sbaj, avem pers temp	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Scicume uu diretuu i gi-ha fatu n sbagiu aveimu persu n muciu de tenpu	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Per avei er diretur fait no sbagl, l'uma perdù temp	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Per avej el diretor fet un eror, i j'han perdù temp	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Coum lou diretour s'ero (è) troumpà, nouz an perdù temp	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Sicome el diretor l'ha sbaglià, avem perdù temp	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		El diretor ga sbaglià e gavemo perso tempo	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Par ve (vent) il diretor fat un sbaliu, 'i vin piardut timp	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Sicome el direttore ga fato un sbaglio, gavemo perso tempo	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Ghemo perso tempo, parchè el diretore ga fato un sbajo	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Sicoma 'l diretor a l'avìa fait nəsbalio, i l'oma perdù temp	Torino	Torino,Torino,Piemonte	Alto piemontese	
		Per avej el diretor piat un bailo, i l'oma perdu' 'd temp	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Per avej el diretor fait n'eror, i l'oma perdu temp	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Perchè l' diretor a l'è sbagliasse, i l'oma perdù 'd temp	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		J'oma perdì del temp perché 'l diretor a l'ha facc n'eror	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		(Sicomu) a diritor l'è fai un sbali, suma pardù temp	Trecate	Trecate,Novara,Piemonte	Novarese	
		Sicome el diretor ga fato un sbajo, gavemo perduo tempo	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Dal momento che il capo ga fato un sbalio, gavemo perso tempo	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Sicome el diretore gaveva fato uno sbaglio, gavemo perso tempo	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Scicume u diretù u l'à faitu ina musa amu persu du tempu	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Per iga 'l diretor fat 'n eror 'ngà pers temp	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	23.0	Vorrei poterti parlare subito, (ma purtroppo e` tardi)				 | avv temp | avv temp | avv temp | clit 2 | clit climb | clit ogg indir | condiz sempl | coord frase | essere | fless 1 | fless 3 | indic pres | inerg | inf doppio | potere | pro | pro | volere | 
		A volaris parlat subet, ma purtrop l'è tardi	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Voleria poder parlarte subit, (ma l’è masa tardi)	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Voleria parlarte subit, ma l’è masa tardi	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Voleria parlarte subit, ma ormai li è tardi.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		E vuree puraite parlee subti	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		A vorei podeete parlae subito ma purtropo l'è tardi	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Me saie cau parlate aua, ma me spiaze che l'è tardi	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Orie pueite parlà subetu, ma purtropu l'è tardi	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		A vures tcacararat subit, ma l'e' tardi (e go da andr ia)	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | avv temp | avv temp | avv temp | clit 2 | clit climb | clit ogg indir | clit sogg espl | condiz sempl | coord frase | essere | fless 1 | fless 3 | indic pres | inerg | inf doppio | potere | pro | pro | volere | 
		A vrè psair scorar sobbit con te	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Am piasria ed puterat ciacarar subit ma l'è trop tardi	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		E vorisso parlati subit, ma purtrop a l'é tard	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		J vurarissi pudì parleti suttu	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		A vureiva pureite parlà aura	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Vures parlat subit ma l'e trop tard	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		Vurie parlete subbetu ma u l'è tardi	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		Voria poderte parlar subit	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Volarese podè te descore deboit, ma 'l è purmasa tarz	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Me avreb voja ad scor cun te sobit, purtrop le terd	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Orie poite parlà subetu	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		O volarès podé ciacarati subit, ma purtropo al e tart	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Ti vorrei potè parlà subito	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Voraress podé parlatt subit, ma purtopp l'è tardi	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Voarie poder parlarte suito, (ma ormai l'e tardi)	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Orie pueite parlà subetu	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Orereivu purei parlo subetu, ma u l'è tordi	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Vorrei poterti parlare subito	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		A vreb putet parlé sobat (ma purtrop l'è terd)	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A voreai podete parlare subeto ma purtropo l'è tardi	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Gares piasé de parlat subet	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A vuraria pudé parlat sübit	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A me piasaria pudé parlat sübit	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A me piasaria pudè parlat subit	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A voria poderte parlare suito	Longare	Longare,Vicenza,Veneto	Meridionale	
		GAres de parlat subit, ma l'è trop tarde	Malonno	Malonno,Brescia,Lombardia	Orientale	
		A vures puder parlarat subit	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Voria poderte parlar subito	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Vuraria pudè parlat subit, ma purtrop l è tardi	Milano1	Milano,Milano,Lombardia	Occidentale	
		Vurarisi parlat subit	Milano2	Milano,Milano,Lombardia	Occidentale	
		Vuraría pudèt parlà sübit (ma l e tart)	Milano4	Milano,Milano,Lombardia	Occidentale	
		O vores pudì ciacarati subit, ma purtropi a le tart	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Voreria podei parlete subit	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		Veurria podeite parlè subit	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		Uris ciacolat subit ma l'è trop tardi	Monno	Monno,Brescia,Lombardia	Orientale	
		Voria poder parlarte subit	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Vorie poderte parlar subito	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		A vureeva purete parlà subbetu	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Voria poderte parlare subito / ??* Te voria poder parlare	Padova1	Padova,Padova,Veneto	Meridionale	
		Voria poderte parlare subito	padova2	Padova,Padova,Veneto	Meridionale	
		Volares podeti cjacarà cumò	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Voria poderte paralre subito (poder parlarte)	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Vurija pudejte parlè subit, ma a l'è trop tard	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		A vureisa pureite parlé subito ma l'è tardi	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Voria poderte parlar suito, ma purtroppo le tardi	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		A voudrió pouguei parlâ-te toussuito (mâ œiro l’ei tar)	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
