Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		E diretour l'è arivat	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Uu diretuu i gi-è rivà	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Ar diretur a l'è ruà	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		El diretor o l'é rivà	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Lou diretour è aribà	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		El diretor l'è rivà	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		El diretor xe rivà	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Il diretor al è rivat	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Sè rivà el diretore	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		L direteur ie ruvà	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		El diretore ze rivà	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Əl diretor a l'è rivà	Torino	Torino,Torino,Piemonte	Alto piemontese	
		El diretor a l'e' rivà	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		El diretor a l'è rivà	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		El diretor a l'è rivà	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		El diretor a l'ha rivà	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		A diritor l'è rivà	Trecate	Trecate,Novara,Piemonte	Novarese	
		El direttor zè rivà	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		El capo se rivà	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		El diretore xè rivà	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		U diretù u l'è arivau	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		Al diretur a lè riva	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		'L diretor l'è rua	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	2.0	Me li sono letti tutti				 | acc partic clit | aux E | clit 1 | clit 6 | clit indir | clit masch | clit ogg dir | fless 1 | indic pass pross | ogg plur | pro | Q float | QP ogg dir | trans | 
		A i o legiut tuc	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Méi som lezùi  tuti.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Méi som lezùi  tuti.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		I ho lezuoli tutti.	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Me l'ho lezudi  tuti.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Em mju son lezuj tucci	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		A mi gi son leti tuti	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Me i o lesui tuti	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Me g'ò letti tuti	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		A mi son leti tuti	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | acc partic clit | aux E | clit 1 | clit 6 | clit indir | clit masch | clit ogg dir | clit sogg espl | fless 1 | indic pass pross | ogg plur | pro | Q float | QP ogg dir | trans | 
		A m li sai let tott	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		(mi) A mi son alzest tuti	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		E mi i j'on let tuit	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		J'ò lisgioij tucci	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		A mi son slui tucci	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Mi a son lisì teti	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		Me gio letti tutti	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		Me i ho lezui tuti	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Me i ai liet tuti	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		-	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Me l'ò lesui tuti	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Mei soi less duć	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(e') me li so letti tutti	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Mi i u lengiut tucc	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Me i son leti tuti	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Me l'o lesui tutti	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		A me i sun letti tutti	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		(e) me li sono letti tutti	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		A mi so let tot	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A mi i ò leti tuti	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		I o legiù toc	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Mei a sun lengu tuch	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Mai a sun lengu tuch	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Me i son leti tuti	Longare	Longare,Vicenza,Veneto	Meridionale	
		Io lisich tuch	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Am i u let tuti	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Me li so leti tuti	Mestre	Venezia,Venezia,Veneto	Lagunare	
		M i a sun legiù tuc	Milano1	Milano,Milano,Lombardia	Occidentale	
		Mi siù legiu tuch	Milano2	Milano,Milano,Lombardia	Occidentale	
		M i sun le&#287;ü' tü&#269; (/ M i a sun le&#287;ü' tü&#269;)	Milano4	Milano,Milano,Lombardia	Occidentale	
		Me in soi les duc	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		I l'hai lesum-je tuj	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		I j'heu lesuje tucc	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		I-ho lusu tucc quancc	Monno	Monno,Brescia,Lombardia	Orientale	
		Mei son legiudi tuti	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Me i son leti tuti	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		omessa	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Me li so leti (leta) tuti	Padova1	Padova,Padova,Veneto	Meridionale	
		Me i so leti tuti	padova2	Padova,Padova,Veneto	Meridionale	
		Mi u soi les ducju	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Me li son leti tuti	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Sum lesumie tuc	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		A mi son lzui tuci	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Mi i son letti tutti	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		A’m loû sou touti leiú	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Me lo lesui tutti	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Iu hai les duc	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		A mi so let tot	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		E m'ii son leti tuti	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Mi sun lesumie tui	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		I 'mjio son let tuit	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Me li seou leiu tuti	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Me i son leti tutti	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Me i so leti tuti / Me i go leti tuti	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		'I mi ju soi lisus ducju	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Me i go leti tuti	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Me i è liec duc	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Me i so leti tuti	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		I l'hai lesum-je tuti	Torino	Torino,Torino,Piemonte	Alto piemontese	
		I son lesumje tuti	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		I son lesumje tuti	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		I son lesumje tuti	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		I son lesumji tucc	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Such ligiuma tucc	Trecate	Trecate,Novara,Piemonte	Novarese	
		Me i go leti tutti quanti	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Me li go leti tuti	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Me li go leti tuti	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Me l'on legiui tuti	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		Mi a so langiu toc	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Mi si ho lizì tucc	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	3.0	I commercianti hanno aumentato i prezzi				 | aux A | ergat | fless 6 | indic pass pross | ogg def | ogg masch | ogg plur | sogg def | sogg masch | sogg nom | sogg prev | trans | 
		I comerciant i a aumentat i pressi	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		I comercianti  i ha aumentà i prezi.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		I comercianti i ha aumentà i prezi.	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		I commercianti  i ha aumentà i prezi.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		I mersej an chersciu i prexi	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		I butegai g'ian cresù i prezi	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		I butege an fetu muntà i prezi	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		I bitegé i l'an aumenton i presi	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		I venditor ia aumenta' i prezi	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | aux A | clit sogg espl | ergat | fless 6 | indic pass pross | ogg def | ogg masch | ogg plur | sogg def | sogg masch | sogg nom | sogg prev | trans | 
		I butgher i an aumentè i prezi	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		I comerciant ja alzà i prezi	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Ij comercian a l'han aumentà ij pressi	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		I cumercionti j'on aumantà i prezzi	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		I neguzianti i han aumentò i presgi	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		I butigher i a carsì i presi	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		I bitteghee i l'han aumentou i predzi	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		I botegheri i ha cresù i prezi	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		I marcanti i à parà su i prezi	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		I cumercint ja aumentè i prez	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		I biteghe l'an ersuu i presi	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		I cumersans e an aumentaat i presis	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		I commercinati hanno aumentato prezzi	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		I buteghee i a cressut i prezi	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		I comercianti i ha aumentà i prezi	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		I cummercianti an aumentò i prezi	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		I buteghe i-han arsun i prexi	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		I commercianti l'hanno aumentato i prezzi	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		I comercent i ha aumenté i prez	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		I butegai i an montà i presii	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		I cumerciant i a aumentà i prezzi	Lecco	Lecco,Lecco,Lombardia	Orientale	
		I cumerciant i an alzà so i prezi	Lecco	Lecco,Lecco,Lombardia	Orientale	
		I cumercianti i a aümentà i prezzi	Lecco	Lecco,Lecco,Lombardia	Orientale	
		'I ga alsà i presi	Longare	Longare,Vicenza,Veneto	Meridionale	
		I butigher ià crisit i prese	Malonno	Malonno,Brescia,Lombardia	Orientale	
		I butigher i a cresì i presi	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		I comercianti (i) ga cresuo i presi	Mestre	Venezia,Venezia,Veneto	Lagunare	
		I cumerciant an aumentà i presi	Milano1	Milano,Milano,Lombardia	Occidentale	
		I negusiant an cresù i presi	Milano2	Milano,Milano,Lombardia	Occidentale	
		I kumer&#269;ant i an aumentà i prèsi	Milano4	Milano,Milano,Lombardia	Occidentale	
		I commercians é han aumentas i prisis	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Ij comerciant a l'han aumentà ij pressi	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		Ij comerciant j'han aumentà j pressi	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		I butigher i-ha alsà i presi	Monno	Monno,Brescia,Lombardia	Orientale	
		I botegheri i ha cresù i prezi	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		I comercianti i ha aumentà i prezi	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		omessa	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		I comercianti ga (aumentà) cresuo i pressi	Padova1	Padova,Padova,Veneto	Meridionale	
		I commercianti gà alsà i pressi	padova2	Padova,Padova,Veneto	Meridionale	
		I comercians an alsat i presins	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		I comercianti i ga aumanta(do) i presi	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		I negosiant a l'an aumentà i presi	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		I cumercianti i an rzu i prezi	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		I comercianti i ha aumentà i pressi	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Loun marchan il an òumantá loun prê	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		I buttege an aumentou i prezi	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		I marciadans e han alzat i presis	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		I comercent ia aumentè i prezi	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Ii betigai i gi-han aumentà ii presi	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		I cumerciant a l'han aumentà i prese	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Ij comerciant a j'han chersù ij pressi	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Li coumerchant an aoumentà li pree	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		I negozianti i ha aumentà i presi	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		I comercianti ga aumentà i pressi	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		I comercians a' an aumentat i presins	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		I comercianti ga aumentà i	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		I comerzianc à aumentà i priejes	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		I comercianti (i) gà aumentà i presi	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Ij comerciant a l'han aumentà ij pressi	Torino	Torino,Torino,Piemonte	Alto piemontese	
		Ij comercoant a l'han chersu y pressi	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Ij comerciant a l'han aumentà ij pressi	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Ij comerciant a l'han chersù ij pressi	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		Ij comerciant a l'han chersì ij pressi	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		I cumerciont inu crasù i presi	Trecate	Trecate,Novara,Piemonte	Novarese	
		I comercianti i ga tirà su i pressi	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		I comercianti i ga aumentà i presi	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		i botegari i gà alzà i pressi	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		I bitegai i an isau i preizi	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		I comarciant han crasu i presi	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		I butigher i ha (i ga) alsà so i presse	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	4.0	Ci siamo vestiti in fretta				 | acc partic clit | aux E | clit 4 | clit rifless | fless 4 | indic pass pross | PP | PP avv | PP indef | PP sing | PP temp | pro | sogg masch | 
		En se vistit debot	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Né sém vestidi su ‘mprèsa.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Né sém vestidi su ‘mprèsa	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Ne sem vestidi enpresa.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Es summa vestii d'iscprescia	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		A se san vestì en freza	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Se semu vestii aviau	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Se semu vestii de spresa	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		As sem vestidi in freta	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | acc partic clit | aux E | clit 4 | clit rifless | clit sogg espl | fless 4 | indic pass pross | PP | PP avv | PP indef | PP sing | PP temp | pro | sogg masch | 
		A s san vtè in furia	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Nu as sen vastì in presia	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		En soma vistì an pressa	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		Jumma vistenni 'n presa	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		A summa vestu an spresgia	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Se sum vesti a la svelta / A siom vesti in presia	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		Se semu vestii a la sverva	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		Ne sem vestii en presa	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Se aon vestì en presa	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Nun a sam insti in pressia	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Se semu vestii a l'aspedia	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Si sin vistuus a la svelta	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(e') ci siamo vestiti in hretta	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		As sem vistit da pressa	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
