Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		E diretour l'è arivat	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Uu diretuu i gi-è rivà	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Ar diretur a l'è ruà	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		El diretor o l'é rivà	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Lou diretour è aribà	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		El diretor l'è rivà	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		El diretor xe rivà	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Il diretor al è rivat	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Sè rivà el diretore	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		L direteur ie ruvà	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		El diretore ze rivà	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Əl diretor a l'è rivà	Torino	Torino,Torino,Piemonte	Alto piemontese	
		El diretor a l'e' rivà	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		El diretor a l'è rivà	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		El diretor a l'è rivà	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		El diretor a l'ha rivà	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		A diritor l'è rivà	Trecate	Trecate,Novara,Piemonte	Novarese	
		El direttor zè rivà	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		El capo se rivà	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		El diretore xè rivà	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		U diretù u l'è arivau	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		Al diretur a lè riva	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		'L diretor l'è rua	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	3.0	I commercianti hanno aumentato i prezzi				 | aux A | ergat | fless 6 | indic pass pross | ogg def | ogg masch | ogg plur | sogg def | sogg masch | sogg nom | sogg prev | trans | 
		I comerciant i a aumentat i pressi	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		I comercianti  i ha aumentà i prezi.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		I comercianti i ha aumentà i prezi.	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		I commercianti  i ha aumentà i prezi.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		I mersej an chersciu i prexi	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		I butegai g'ian cresù i prezi	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		I butege an fetu muntà i prezi	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		I bitegé i l'an aumenton i presi	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		I venditor ia aumenta' i prezi	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | aux A | clit sogg espl | ergat | fless 6 | indic pass pross | ogg def | ogg masch | ogg plur | sogg def | sogg masch | sogg nom | sogg prev | trans | 
		I butgher i an aumentè i prezi	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		I comerciant ja alzà i prezi	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Ij comercian a l'han aumentà ij pressi	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		I cumercionti j'on aumantà i prezzi	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		I neguzianti i han aumentò i presgi	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		I butigher i a carsì i presi	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		I bitteghee i l'han aumentou i predzi	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		I botegheri i ha cresù i prezi	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		I marcanti i à parà su i prezi	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		I cumercint ja aumentè i prez	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		I biteghe l'an ersuu i presi	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		I cumersans e an aumentaat i presis	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		I commercinati hanno aumentato prezzi	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		I buteghee i a cressut i prezi	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		I comercianti i ha aumentà i prezi	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		I cummercianti an aumentò i prezi	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		I buteghe i-han arsun i prexi	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		I commercianti l'hanno aumentato i prezzi	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		I comercent i ha aumenté i prez	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		I butegai i an montà i presii	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		I cumerciant i an alzà so i prezi	Lecco	Lecco,Lecco,Lombardia	Orientale	
		I cumerciant i a aumentà i prezzi	Lecco	Lecco,Lecco,Lombardia	Orientale	
		I cumercianti i a aümentà i prezzi	Lecco	Lecco,Lecco,Lombardia	Orientale	
		'I ga alsà i presi	Longare	Longare,Vicenza,Veneto	Meridionale	
		I butigher ià crisit i prese	Malonno	Malonno,Brescia,Lombardia	Orientale	
		I butigher i a cresì i presi	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		I comercianti (i) ga cresuo i presi	Mestre	Venezia,Venezia,Veneto	Lagunare	
		I cumerciant an aumentà i presi	Milano1	Milano,Milano,Lombardia	Occidentale	
		I negusiant an cresù i presi	Milano2	Milano,Milano,Lombardia	Occidentale	
		I kumer&#269;ant i an aumentà i prèsi	Milano4	Milano,Milano,Lombardia	Occidentale	
		I commercians é han aumentas i prisis	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Ij comerciant a l'han aumentà ij pressi	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		Ij comerciant j'han aumentà j pressi	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		I butigher i-ha alsà i presi	Monno	Monno,Brescia,Lombardia	Orientale	
		I botegheri i ha cresù i prezi	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		I comercianti i ha aumentà i prezi	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		omessa	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		I comercianti ga (aumentà) cresuo i pressi	Padova1	Padova,Padova,Veneto	Meridionale	
		I commercianti gà alsà i pressi	padova2	Padova,Padova,Veneto	Meridionale	
		I comercians an alsat i presins	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		I comercianti i ga aumanta(do) i presi	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		I negosiant a l'an aumentà i presi	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		I cumercianti i an rzu i prezi	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		I comercianti i ha aumentà i pressi	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Loun marchan il an òumantá loun prê	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		I buttege an aumentou i prezi	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		I marciadans e han alzat i presis	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		I comercent ia aumentè i prezi	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Ii betigai i gi-han aumentà ii presi	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		I cumerciant a l'han aumentà i prese	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Ij comerciant a j'han chersù ij pressi	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Li coumerchant an aoumentà li pree	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		I negozianti i ha aumentà i presi	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		I comercianti ga aumentà i pressi	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		I comercians a' an aumentat i presins	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		I comercianti ga aumentà i	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		I comerzianc à aumentà i priejes	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		I comercianti (i) gà aumentà i presi	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Ij comerciant a l'han aumentà ij pressi	Torino	Torino,Torino,Piemonte	Alto piemontese	
		Ij comercoant a l'han chersu y pressi	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Ij comerciant a l'han aumentà ij pressi	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Ij comerciant a l'han chersù ij pressi	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		Ij comerciant a l'han chersì ij pressi	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		I cumerciont inu crasù i presi	Trecate	Trecate,Novara,Piemonte	Novarese	
		I comercianti i ga tirà su i pressi	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		I comercianti i ga aumentà i presi	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		i botegari i gà alzà i pressi	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		I bitegai i an isau i preizi	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		I comarciant han crasu i presi	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		I butigher i ha (i ga) alsà so i presse	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	4.0	Ci siamo vestiti in fretta				 | acc partic clit | aux E | clit 4 | clit rifless | fless 4 | indic pass pross | PP | PP avv | PP indef | PP sing | PP temp | pro | sogg masch | 
		En se vistit debot	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Né sém vestidi su ‘mprèsa.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Né sém vestidi su ‘mprèsa	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Ne sem vestidi enpresa.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Es summa vestii d'iscprescia	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		A se san vestì en freza	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Se semu vestii aviau	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Se semu vestii de spresa	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		As sem vestidi in freta	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | acc partic clit | aux E | clit 4 | clit rifless | clit sogg espl | fless 4 | indic pass pross | PP | PP avv | PP indef | PP sing | PP temp | pro | sogg masch | 
		A s san vtè in furia	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Nu as sen vastì in presia	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		En soma vistì an pressa	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		Jumma vistenni 'n presa	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		A summa vestu an spresgia	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Se sum vesti a la svelta / A siom vesti in presia	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		Se semu vestii a la sverva	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		Ne sem vestii en presa	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Se aon vestì en presa	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Nun a sam insti in pressia	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Se semu vestii a l'aspedia	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Si sin vistuus a la svelta	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(e') ci siamo vestiti in hretta	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		As sem vistit da pressa	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Se von vestì de corsa	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Se semmu vestii de cursa	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Se semmu vestii de cursa	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		A se semmu vestii de sprescia	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		(e) ci siam vestiti in fretta	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		As sem instì in freta	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A se semo vestì de spresa	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		A sa sem vestiu de presa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		S'em vestì so in presa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A sa sem vestuu de presa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Se ghemo vestii in presa	Longare	Longare,Vicenza,Veneto	Meridionale	
		An sa se istic an fresa	Malonno	Malonno,Brescia,Lombardia	Orientale	
		A sem vestì in presia	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Se gavemo vestio in presia /Se semo vestii	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Sem vestì a la zvelta	Milano1	Milano,Milano,Lombardia	Occidentale	
		Se sem vesti a svelt	Milano2	Milano,Milano,Lombardia	Occidentale	
		Se sem vestì in freta	Milano4	Milano,Milano,Lombardia	Occidentale	
		Si sin vistus di corsa	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		I l'oma vestisse 'npressa	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		I j'oma vestisse 'n pressa	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		M-se vistì 'n frecia e furia	Monno	Monno,Brescia,Lombardia	Orientale	
		Ne sem vestidi en presa	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Se ven vestio in premura	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		omessa	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Se semo vestii in presa / Se ghemo vestio in presa	Padova1	Padova,Padova,Veneto	Meridionale	
		Se semo vestii in pressa	padova2	Padova,Padova,Veneto	Meridionale	
		Si sin vistis di corse	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Se semo vestii in svelta	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Suma vestise 'n presa	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		As suma vestì de sprescia	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Se ven vestio in fretta	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		A noû san abilhá’d corso	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Se semmu vestì de premua	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		O sin vistus di corse	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		As sem vistì in pressia	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		E se scimu vestì aa sverta	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Suma vestise en presa	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		I-i sen vestì an pressa	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Nou s'soun vitì vitte	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Ne sem vestidi en freta	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Se gavemo vestio in pressa / de pressa	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		'I si sin vistis a la svelta	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Se gavemo vestio in pressa	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Se on furnì aslune	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Se ghemo vestio/i in presa	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		I soma vestisse an pressa	Torino	Torino,Torino,Piemonte	Alto piemontese	
		I soma vestisse an pressa	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		I soma vestisse an pressa	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		I soma vestisse 'n pressa	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		I somma vestissi an pressa	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Suma vistina in presa	Trecate	Trecate,Novara,Piemonte	Novarese	
		Se gavemo vestii in pressa	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Se gavemo vesti(do) in Furia	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Se ghemo vestii in freta	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Se semu vestì de cuita	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		Sem visti in presa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		'N se istì (so) 'n frecia	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	6.0	L'albero è cresciuto storto				 | avv mod | fless 3 | inacc | indic pass pross | sogg def | sogg masch | sogg nom | sogg prev | sogg sing | 
		L'arbol l'è cresut gavel	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		L’alber (arbor) l’è vegnù su stòrt.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		L’alber (arbor) l’è vegnù su stòrt.	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		L’alber l’è vegnù su stort	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		L'erbo u l'à chersciu stort	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		L'arbeo g'è cresù storto	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		L'erbu u l'è cresciuu scivertau	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		L'erbu l'è crescuu stortu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		L'albar l'e' carsest stort	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | avv mod | clit sogg espl | clit sogg espl | fless 3 | inacc | indic pass pross | sogg def | sogg masch | sogg nom | sogg prev | sogg sing | 
		L' alber l è carsò stort	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		L'arbul l'è carsù stort	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		La pianta a l'é cressua storta	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		La pionta l'è crasua storta	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		L'erburu l'è cresciù stortu	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		L'alber l'è cresi stort / La pianta l'è carsida storta	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		L'erbu u l'è cresciù stortu	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		L'alber l'è cresù stort	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		'l alber 'l è cresù stort	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		L'erbur 'lè carsù stort	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		L'erbu l'è agnuu su stortu	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		L'arbul l è cressuut stuart	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
