Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		Mei soi less duć	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(e') me li so letti tutti	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Mi i u lengiut tucc	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Me i son leti tuti	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Me l'o lesui tutti	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		A me i sun letti tutti	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		(e) me li sono letti tutti	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		A mi so let tot	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A mi i ò leti tuti	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Mei a sun lengu tuch	Lecco	Lecco,Lecco,Lombardia	Orientale	
		I o legiù toc	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Mai a sun lengu tuch	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Me i son leti tuti	Longare	Longare,Vicenza,Veneto	Meridionale	
		Io lisich tuch	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Am i u let tuti	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Me li so leti tuti	Mestre	Venezia,Venezia,Veneto	Lagunare	
		M i a sun legiù tuc	Milano1	Milano,Milano,Lombardia	Occidentale	
		Mi siù legiu tuch	Milano2	Milano,Milano,Lombardia	Occidentale	
		M i sun le&#287;ü' tü&#269; (/ M i a sun le&#287;ü' tü&#269;)	Milano4	Milano,Milano,Lombardia	Occidentale	
		Me in soi les duc	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		I l'hai lesum-je tuj	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		I j'heu lesuje tucc	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		I-ho lusu tucc quancc	Monno	Monno,Brescia,Lombardia	Orientale	
		Mei son legiudi tuti	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Me i son leti tuti	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		omessa	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Me li so leti (leta) tuti	Padova1	Padova,Padova,Veneto	Meridionale	
		Me i so leti tuti	padova2	Padova,Padova,Veneto	Meridionale	
		Mi u soi les ducju	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Me li son leti tuti	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Sum lesumie tuc	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		A mi son lzui tuci	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Mi i son letti tutti	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		A’m loû sou touti leiú	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Me lo lesui tutti	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Iu hai les duc	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		A mi so let tot	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		E m'ii son leti tuti	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Mi sun lesumie tui	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		I 'mjio son let tuit	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Me li seou leiu tuti	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Me i son leti tutti	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Me i so leti tuti / Me i go leti tuti	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		'I mi ju soi lisus ducju	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Me i go leti tuti	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Me i è liec duc	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Me i so leti tuti	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		I l'hai lesum-je tuti	Torino	Torino,Torino,Piemonte	Alto piemontese	
		I son lesumje tuti	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		I son lesumje tuti	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		I son lesumje tuti	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		I son lesumji tucc	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Such ligiuma tucc	Trecate	Trecate,Novara,Piemonte	Novarese	
		Me i go leti tutti quanti	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Me li go leti tuti	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Me li go leti tuti	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Me l'on legiui tuti	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		Mi a so langiu toc	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Mi si ho lizì tucc	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	4.0	Ci siamo vestiti in fretta				 | acc partic clit | aux E | clit 4 | clit rifless | fless 4 | indic pass pross | PP | PP avv | PP indef | PP sing | PP temp | pro | sogg masch | 
		En se vistit debot	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Né sém vestidi su ‘mprèsa.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Né sém vestidi su ‘mprèsa	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Ne sem vestidi enpresa.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Es summa vestii d'iscprescia	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		A se san vestì en freza	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Se semu vestii aviau	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Se semu vestii de spresa	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		As sem vestidi in freta	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | acc partic clit | aux E | clit 4 | clit rifless | clit sogg espl | fless 4 | indic pass pross | PP | PP avv | PP indef | PP sing | PP temp | pro | sogg masch | 
		A s san vtè in furia	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Nu as sen vastì in presia	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		En soma vistì an pressa	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		Jumma vistenni 'n presa	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		A summa vestu an spresgia	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Se sum vesti a la svelta / A siom vesti in presia	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		Se semu vestii a la sverva	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		Ne sem vestii en presa	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Se aon vestì en presa	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Nun a sam insti in pressia	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Se semu vestii a l'aspedia	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Si sin vistuus a la svelta	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(e') ci siamo vestiti in hretta	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		As sem vistit da pressa	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Se von vestì de corsa	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Se semmu vestii de cursa	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Se semmu vestii de cursa	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		A se semmu vestii de sprescia	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		(e) ci siam vestiti in fretta	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		As sem instì in freta	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A se semo vestì de spresa	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		A sa sem vestuu de presa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		S'em vestì so in presa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A sa sem vestiu de presa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Se ghemo vestii in presa	Longare	Longare,Vicenza,Veneto	Meridionale	
		An sa se istic an fresa	Malonno	Malonno,Brescia,Lombardia	Orientale	
		A sem vestì in presia	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Se gavemo vestio in presia /Se semo vestii	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Sem vestì a la zvelta	Milano1	Milano,Milano,Lombardia	Occidentale	
		Se sem vesti a svelt	Milano2	Milano,Milano,Lombardia	Occidentale	
		Se sem vestì in freta	Milano4	Milano,Milano,Lombardia	Occidentale	
		Si sin vistus di corsa	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		I l'oma vestisse 'npressa	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		I j'oma vestisse 'n pressa	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		M-se vistì 'n frecia e furia	Monno	Monno,Brescia,Lombardia	Orientale	
		Ne sem vestidi en presa	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Se ven vestio in premura	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		omessa	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Se semo vestii in presa / Se ghemo vestio in presa	Padova1	Padova,Padova,Veneto	Meridionale	
		Se semo vestii in pressa	padova2	Padova,Padova,Veneto	Meridionale	
		Si sin vistis di corse	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Se semo vestii in svelta	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Suma vestise 'n presa	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		As suma vestì de sprescia	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Se ven vestio in fretta	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		A noû san abilhá’d corso	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Se semmu vestì de premua	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		O sin vistus di corse	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		As sem vistì in pressia	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		E se scimu vestì aa sverta	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Suma vestise en presa	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		I-i sen vestì an pressa	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Nou s'soun vitì vitte	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Ne sem vestidi en freta	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Se gavemo vestio in pressa / de pressa	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		'I si sin vistis a la svelta	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Se gavemo vestio in pressa	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Se on furnì aslune	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Se ghemo vestio/i in presa	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		I soma vestisse an pressa	Torino	Torino,Torino,Piemonte	Alto piemontese	
		I soma vestisse an pressa	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		I soma vestisse an pressa	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		I soma vestisse 'n pressa	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		I somma vestissi an pressa	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Suma vistina in presa	Trecate	Trecate,Novara,Piemonte	Novarese	
		Se gavemo vestii in pressa	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Se gavemo vesti(do) in Furia	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Se ghemo vestii in freta	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Se semu vestì de cuita	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		Sem visti in presa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		'N se istì (so) 'n frecia	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	5.0	Gli devo parlare subito, (a Mario)				 | avv temp | clit 3 | clit climb | clit masch | clit ogg indir | disl dx | dovere | fless 1 | indic pres | inf sempl | PP | PP def | PP sing | pro | 
		Ho da parlac subet al Mario	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Bisògn che ghé parla/go da parlarghé subit,(al Mario)	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Bisògn che ghé parla / go da parlarghé subit,(al Mario)	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Ghe devo parlar subito (a Mario)	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Ei deev parlee subti	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		A go da parlae subito	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		G o da parlà subitu au Mariu	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Ge devu parlà subetu au Mariu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		Ag dev cacarar subit a Marco	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | avv temp | clit 3 | clit climb | clit masch | clit ogg indir | clit sogg espl | disl dx | dovere | fless 1 | indic pres | inf sempl | PP | PP def | PP sing | pro | 
		A i o da scorri sobbit a Mario	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Bisogna ch'ag cicara subit	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Ei devo parlaje subit	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		J'ò da parleghi suttu	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Ai devu parlò subito	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Go de parlà subit a Mario / A go da parlarg subit	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		ghe devu parlé subbetu	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		Bisogn che ghe parla subit	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Ghe ai da descore deboto	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Me a jo da scor sobit	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		G ò da parlage subetu	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		O scugiu ciacarai daur man (a Mario)	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(e') li devo parlà subito	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		gh u da parlagh subit	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Deve parlarghe suito	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Mié che ge parlesse subetu	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		A gh'è devu parlo subetu	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		(e) gli devo parlare subito	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		A iò da parlé sobat	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A ghe devo parlae subeto	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Devi parlach subet	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A gu de parlach sübit	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A gu de parlach subit	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Ghe devo parlare suito	Longare	Longare,Vicenza,Veneto	Meridionale	
		Go de parlai subit al Mario	Malonno	Malonno,Brescia,Lombardia	Orientale	
		A gh'o da parlarach subit	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Go da parlarghe subito	Mestre	Venezia,Venezia,Veneto	Lagunare	
		G u de parlak subit	Milano1	Milano,Milano,Lombardia	Occidentale	
		Au de parlac subit	Milano2	Milano,Milano,Lombardia	Occidentale	
		Ge devi parlà (/Gu de parlag) sübit	Milano4	Milano,Milano,Lombardia	Occidentale	
		O hai di ciacare subit a Mario	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Deuv parleje subit	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		I-j dev parle', subit	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		Ho da ciacolal subit	Monno	Monno,Brescia,Lombardia	Orientale	
		Ghe devo parlar subito	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Deve parlarghe subito a Mario	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		omessa	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Go da parlarghe subito / ? Ghe go da parlare subito	Padova1	Padova,Padova,Veneto	Meridionale	
		Go da parlarghe subito	padova2	Padova,Padova,Veneto	Meridionale	
		Ai di cjacarai subite	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Go de parlarghe subito	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Deu parleie subit	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Ai dev parlé subitu	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Deve parlarghe subito	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		A dœvou parlâ-lhi toussuito	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Ge devu parlà subbetu	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		O scugni ciacarà a colp cun Mario	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		A io da zcor sobti	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		E ghe deive parlaa subetu	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		I dev parleie subit	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		I-j devo parlar subit	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Li devou parlà subit	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Gh'ho da parlarghe subit	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Go da parlarghe subito, a lù	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		'I j ai di fevelaj subita (a Mario)	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Go da parlarghe subito	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Muesse riesc rujené cun el	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Go da parlarghe suito	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		I-j devo parle-je subit (a Mario)	Torino	Torino,Torino,Piemonte	Alto piemontese	
		I-j devo parleje dun-a	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		I deve parleje subit	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		I-j devo parleje subit	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		I-j dev parlaji subit	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Such da parleia sutu	Trecate	Trecate,Novara,Piemonte	Novarese	
		Go da parlarghe subito	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Devo parlarghe subito	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Ghe go da parlare suito	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		G on da parlà subitu a Mariu	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		Devi parlaga subit	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Go de parlage subit	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	7.0	Avendo mangiato troppa torta, Gianni si è sentito male				 | acc partic sogg | aux A | aux E | aux to C | avv mod | clit 3 | clit rifless | fless 3 | gerundio composto | indic pass pross | N proprio | ogg dir | ogg femm | ogg indef | ogg sing | pro | QP ogg dir | sogg def | sogg def | sogg masch | sogg masch | sogg prev | sogg prev | subord | trans | 
		Gianni al se sintit mal parche la maiat trop torta	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		El Giani l’ha magnà masa torta e l’è sta mal.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		La magnà masa torta, così el Giani  el se sentì mal.	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Siccome l’aveva magnà masa torta, Gianni el s'è sentì mal	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Dato che u l'ò mangioo troppa turta, Gianni u s'à sentù moo	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		Giane i se nteso mae perché già mangià tropa torta	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		U Giani u s'è sentiu ma aprovu cu l'à mangiau tropu turta	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		omessa	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		Avend magna' tropa torta, Giani al s'e' sentest mal	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | acc partic sogg | aux A | aux E | aux to C | avv mod | clit 3 | clit rifless | clit sogg espl | fless 3 | gerundio composto | indic pass pross | N proprio | ogg dir | ogg femm | ogg indef | ogg sing | pro | QP ogg dir | sogg def | sogg def | sogg masch | sogg masch | sogg prev | sogg prev | subord | trans | 
		Gianni al s è sintò mel, l a magnè tropa tourta	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Giani l'è sta mal parchè l'a magnà tropa torta	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Gianni a l'ha mangià tropa torta e a s'ha sentù mal	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		Avendu mangià tonta torta, Giuani j l'a sintossi mal	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Avendu mangiò troppa turta, Gianni u se sentì mo	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Lu l'ha mangià tropa turta et el s'è sentì mal / Giani l'ha mangià tropa turta e l'è sta mal	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		U Giani u sè sentiu mae perché u l'à mangiau troppu duse	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		El Giani l'ha magnà masa torta e el s'ha sentù mal	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Da che 'l avea magnà masa peta, el Gioani el s'à sentù mal	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Avend magnè tropa torta Giani u'sè sintì mel	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		D oi mangiò tropa turta u Giani us è sentiu ma	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Vint mangiada massa torta, Gianni si a sintuut mal	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Siccome ha mangiato troppa torta, Gianni (e') s'è sentito male	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
