Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		A vuraria pudé parlat sübit	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A voria poderte parlare suito	Longare	Longare,Vicenza,Veneto	Meridionale	
		GAres de parlat subit, ma l'è trop tarde	Malonno	Malonno,Brescia,Lombardia	Orientale	
		A vures puder parlarat subit	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Voria poderte parlar subito	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Vuraria pudè parlat subit, ma purtrop l è tardi	Milano1	Milano,Milano,Lombardia	Occidentale	
		Vurarisi parlat subit	Milano2	Milano,Milano,Lombardia	Occidentale	
		Vuraría pudèt parlà sübit (ma l e tart)	Milano4	Milano,Milano,Lombardia	Occidentale	
		O vores pudì ciacarati subit, ma purtropi a le tart	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Voreria podei parlete subit	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		Veurria podeite parlè subit	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		Uris ciacolat subit ma l'è trop tardi	Monno	Monno,Brescia,Lombardia	Orientale	
		Voria poder parlarte subit	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Vorie poderte parlar subito	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		A vureeva purete parlà subbetu	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Voria poderte parlare subito / ??* Te voria poder parlare	Padova1	Padova,Padova,Veneto	Meridionale	
		Voria poderte parlare subito	padova2	Padova,Padova,Veneto	Meridionale	
		Volares podeti cjacarà cumò	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Voria poderte paralre subito (poder parlarte)	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Vurija pudejte parlè subit, ma a l'è trop tard	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		A vureisa pureite parlé subito ma l'è tardi	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Voria poderte parlar suito, ma purtroppo le tardi	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		A voudrió pouguei parlâ-te toussuito (mâ œiro l’ei tar)	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Vurie pueite parlà subbetu	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		O vares gust di ciacarati cumò, (ma l'è masse tart)	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Avria putoit scorti sobti, ma purtrop l'è terd	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		E vureai pudii subetu parlarte	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Vuria tudeite parlé subit ma purtrop l'è tard	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		I vojà podej parlate subit, ma purtrop a l'é tard	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Vouriou pouguè te (te pougue)parlà subit ma...	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Voria poder parlarte subit, ma l'è masa tardi	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Voria parlarte desso, ma xe tardi	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		'I vores (voressi) podeti fevelà subita	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Voria poderte parlare subito	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Voria poderte parlar suito	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		I vorerìa podèj parlete sùbit, ma a l'è tard	Torino	Torino,Torino,Piemonte	Alto piemontese	
		I vorria podeite parlè dun-a	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		I vorria podeite parlé subit/I vorria podej parlete subit	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		I voreria podejte parlè subit	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		I voreria pudejti parlà subit	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		I vuraria pudì parleta sutu, ma purtrop l'è tard	Trecate	Trecate,Novara,Piemonte	Novarese	
		Voria poderte parlar sujto, ma oramai zè tardi	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Volaria poderte parlar subito	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Voria poderte parlare suito	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Te vurereva parlà subitu ma l'è tardi	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Ularis pudì parlat subit	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	48.0	Credo di poterti ricevere stasera				 | avv temp | bridge verb | clit 2 | clit climb | clit ogg dir | credere | fless 1 | indic pres | inf doppio | ogg dir | potere | presenza comp | pro | subord | trans | 
		Credi de pudit vidi stasira	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Credo de poder vederte stasera	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Credo che stasera te podi vegnir	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Penso de poderte ricever stasera	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		E cradd ed puraite rizevi stasajra	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		A credo che te posi vegnie stasea	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Pensu de puei vedite staseia	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Credu de puejte risejve staseja	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		A cred da puderat ricevar ista sira	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | avv temp | bridge verb | clit 2 | clit climb | clit ogg dir | clit sogg espl | credere | fless 1 | indic pres | inf doppio | ogg dir | potere | presenza comp | pro | subord | trans | 
		A cradd ed psair arzavent stasira	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		omessa	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		E creso ed podej vesti stasseira	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		I croddi da pudì riceviti stasera	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		A penso d' pudeite riceve  staseira	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		A gu idea da pudi ricevet istasira	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		Creddu de poite vei stasera	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		Credo de poderte veder stasera	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Crede de podè te rizeve 'ncoi dadasera	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		A cred ad pudet rizeiv stasera	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Credu che te posu ede staseja	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		O croot di podé ricevit usgnot	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Penso di poterti ricevere stasera / di potè riceviti (?)	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Credi da podè ricevat stassira	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Pense de poder riceverte stasera	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Creddu de pueite risevve staseia	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		A creddu de pureite riseivite staseira	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Credo di poterti ricevere stasera	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		A crid ad putet ricevar stasera	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A credo de podee resevete stasea	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Credo de pudé ricevet stasera	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A credi che a podaroo ricevat stasira	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A credi che a podaroo ricevat stasira	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Credo de poderte vedare stasera	Longare	Longare,Vicenza,Veneto	Meridionale	
		Pense prope de pode edet stasera	Malonno	Malonno,Brescia,Lombardia	Orientale	
		A credi da puder ricevart stasera	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Credo de poderte vedare stasera	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Credi de pude ricevet stasera	Milano1	Milano,Milano,Lombardia	Occidentale	
		Credi de pudè ricevet stasera	Milano2	Milano,Milano,Lombardia	Occidentale	
		Kredi de pudet ri&#269;év (/pudè ri&#269;évet) stasera	Milano4	Milano,Milano,Lombardia	Occidentale	
		O crut di pudi riceviti usgnot	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Cherdo 'd podeite riceve stasseira	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		I pens ed podeite riceve stasseira	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		Fo cunt de ruai a ciacolat stasera	Monno	Monno,Brescia,Lombardia	Orientale	
		Penso de poder vederte stasera	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Crede de poderte ricever stasera	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		A creddu de purete riseve staseia	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Credo de poderte ricevare stasera / ?? de podere ricevarte	Padova1	Padova,Padova,Veneto	Meridionale	
		Credo de poderte ricevere stasera	padova2	Padova,Padova,Veneto	Meridionale	
		Crot di podeti risevi sta'sere	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Credo che poso riceverte stasera / de poterte ricever	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		I cred 'd pudeite riceve sta seira	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		A cred ed pureite ricev staseira	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Credo de poderte veder stasera	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		A creiou de poguei arsòuvë-te sei vêpre	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Creddu de pueite reseive staseia	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		O pensi di podè riceviti usgnot	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		A cred da putè riceuti stasera	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		E pensu de pudirte veide staseia	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Crd d'pudeite riceve staseira	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		I creso 'd podejte arseivrar stasseira	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Creiou de pougue te ersebbre en la basouro	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Penso de poderte veder stasera	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Penso de poderte ricever stasera	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		'I crodi di pode risseviti stasera	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Credo che posso riceverte stasera	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Credo de poderte ricevare stasera	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		I kərdo əd podej-te arsèive stassèira	Torino	Torino,Torino,Piemonte	Alto piemontese	
		I cherdo 'd podeite arseive sta seira	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		I cherdo 'd podejte arseive stasseira	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		I cherdo 'd podejte arseive (de) stasseira	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		I cherdo 'd pudejti ricevi stasseira	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		I croda da pudi fè gnita stasira	Trecate	Trecate,Novara,Piemonte	Novarese	
		Mi credo de poderte ricevar sta sera	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Mi credo de poderte ricever stasera	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Credo de podere vederte stasera	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Credu che te poscu riseve staseira	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Crede de pudì riceet stasera	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	52.0	Credono di poterlo misurare bene				 | avv mod | bridge verb | clit 3 | clit climb | clit masch | clit ogg dir | credere | fless 6 | indic pres | inf doppio | ogg dir | potere | presenza comp | pro | subord | trans | 
		I crit de podel misurà be	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		I crede de poderlo misur bem.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		I crede de poder misurarlo bem.	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		I crede de poderlo misurar bem.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		E craddu ed purajle mzuree baign	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		I sacreden de podeelo mesuae bien	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Se credan de pueilu mesuà cume se deve	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		I se credu de puejlu mesuà ben	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		I cred da puteral misurar ben	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | avv mod | bridge verb | clit 3 | clit climb | clit masch | clit ogg dir | clit sogg espl | credere | fless 6 | indic pres | inf doppio | ogg dir | potere | presenza comp | pro | subord | trans | 
		I cradan ad psairal misurer ban	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		I cred ad puteral misurar ben	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		As cresan ed podej misuralo ben	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		J croddu da pudì misurelu pulidu	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		I crodda pureilu msirò ben	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		I ga idea (cred) da pudil misure ben	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		I creddu de poilu mesuee ben	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		I crede de poderlo misurar ben	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		I cre de podelo mesurà polito	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		I cred ad putel misurè ben	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		I credu de poilu mesuà ben	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		E crodin di podelu misurà ben	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		e' credono di potello misurà bene / di potè mirurallo(?)	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		I cred da podé misurall ben	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		I pensa de poderlo misurar ben	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Pensan de pueilu misurà ben	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		I creddan de pureilu mejurò ben	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		(e) credono di poterlo misurare bene	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		I crid ad putel misurè ben	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		I s'acredo de podelo mesuae ben	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		I creden de pudé misural ben	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A credon de pudel misuraa ben	Lecco	Lecco,Lecco,Lombardia	Orientale	
		I crede de poderlo misurare ben	Longare	Longare,Vicenza,Veneto	Meridionale	
		I cret de podel misurà be	Malonno	Malonno,Brescia,Lombardia	Orientale	
		I cred da puderal misurar ben	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		I crede de poderlo misurar ben	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Creden de pudè mizural ben	Milano1	Milano,Milano,Lombardia	Occidentale	
		Creden pudè misural ben	Milano2	Milano,Milano,Lombardia	Occidentale	
		I krèden de pudèl mizürè ben (/pudè mizürèl)	Milano4	Milano,Milano,Lombardia	Occidentale	
		E crodin di pudì misurà ben	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		A cherdo 'd podeilo misurè bin	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		I penso ed podej msuré ben	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		I fa cunt da ruai a misural be	Monno	Monno,Brescia,Lombardia	Orientale	
		I pensa de poder misurarlo bem	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		I crede de poderlo misurar ben	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		I se credde de purelu mezuà ben   I credde...	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		I crede de poderlo misurare ben /?? I crede de podere misurarlo ben	Padova1	Padova,Padova,Veneto	Meridionale	
		I crede de poderlo misurare ben	padova2	Padova,Padova,Veneto	Meridionale	
		A crodin di podelu misurà ben	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		I crede de poderlo misurar ben	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		A credu 'd pudeilu misuré bin	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		I credan ed pureile amzuré ben	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		I crede de poderlo misurar benon	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		I créioun de pouguei misurâ-lou bian	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		I creddu de pueitu mescuà ben	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		E crodin di podelu misurà ben	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		I cred da putel misurè ben	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		I pensan de pudirlu mesuaa ben	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		A chrdu d'pudeilu misuré bin	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		I cresan 'd podejlo misurar ben	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		I creien de lou pougue (pougue lou) mezurà ben	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		I pensa de poderlo misurar ben	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		I crede de poderlo misurar ben	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		A' crodin di podelu misura ben	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		I crede de poderlo misurare ben	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		I crede de poderlo misurare ben	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		A kərdo əd podèilo misuré bin	Torino	Torino,Torino,Piemonte	Alto piemontese	
		A cherdo 'd podeilo mzurè bin	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		A cherdo 'd podejlo misurè bin	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		A cherdo 'd podejlo msurè bin	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		A cherdo 'd pudejlo amzurà ben	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		I crodu da pudì pisurer pulit	Trecate	Trecate,Novara,Piemonte	Novarese	
		I crede de poderlo misurar ben	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		I credi de poderlo misurar ben   (poder misurarlo ben)	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		I crede de poderlo misurare ben	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		I se crede chiu pon mesciurà ben	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		I crede de pudì misural be	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	71.0	Giorgio crede di potermi aiutare				 | bridge verb | clit 1 | clit climb | clit ogg dir | credere | fless 3 | indic pres | inf doppio | N proprio | ogg dir | potere | sogg def | sogg masch | sogg nom | sogg prev | sogg sing | subord | trans | 
		Al Giorgio al crit de podem iutà	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		El Giorgio el crede de poder aidarme/aiutarme.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El Giorgio el crede de poder aiutarme.	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El Giorgio el crede de poderme aiutar.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Giorgio u cradd ed purajme giutee	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		Giorgio i sacreda de podeeme agiutae	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		U Sorsu u se crede de pueime agiutà (puei agiutame)	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		U Giorgiu u crede de puejme agiutà	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		Giorgio al credo da puderam aiutar	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | bridge verb | clit 1 | clit climb | clit ogg dir | clit sogg espl | credere | fless 3 | indic pres | inf doppio | N proprio | ogg dir | potere | sogg def | sogg masch | sogg nom | sogg prev | sogg sing | subord | trans | 
		Giorgio al cradd ed psairum der una man	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Giorgio al cred ad puteram jutar	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Giorgio a cres ed podej ajutami	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		Giorgio 'l crodda da pudì jutemi	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Giorgiu u crode d' pureime gitò	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
