Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		Che ch’a l’ha facc?	Borgo San Martino	Borgo San Martino,Alessandria,Piemonte	Alto piemontese	 | aux A | fare | fless 3 | indic pass pross | interr dir | partic | pro | trans | WH complesso | WH ogg dir | 
		CùS’àl féit?	Bormio	Bormio,Sondrio,Lombardia	Alpino	
		Cossa alo/ala fato?	Bovolone	Bovolone,Verona,Veneto	Veronese	
		Cossa gaeo fato?	Briana	Noale,Venezia,Veneto	Centro-settentrionale	 | aux A | clit sogg | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | trans | WH complesso | WH ogg dir | 
		Cos l a fec?	Brione	Brione,Brescia,Lombardia	Orientale	
		Cosu u la fò?	Cairo Montenotte	Cairo Montenotte,Savona,Liguria	Gallo-Italico Ligure	
		Cosa alo fato ?	Calalzo di Cadore	Calalzo di Cadore,Belluno,Veneto	Ladino Cadorino	
		Co hal fac?	Calcinate	Calcinate,Bergamo,Lombardia	Orientale	
		Cosa ha fato?	Caldogno	Caldogno,Vicenza,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | partic | pro | trans | WH ogg dir | 
		Cosa t'hai facciu?	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Que che a l’ha fac?	Calliano	Asti,Asti,Piemonte	Alto piemontese	 | aux A | fare | fless 3 | indic pass pross | interr dir | partic | pro | trans | WH complesso | WH ogg dir | 
		Cossa gao fato	Camisano Vicentino	Camisano Vicentino,Vicenza,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH complesso | WH ogg dir | 
		Cossa gaeo fato?	Campagnola	Brugine,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | sogg encl | trans | WH complesso | WH ogg dir | 
		Cos u y a fa?	Carcare	Carcare,Savona,Liguria	Gallo-Italico Ligure	
		Cossa galo fato ?	Carmignano di Brenta	Carmignano di Brenta,Padova,Veneto	Meridionale	
		Cosa gaeo fato?	Carmignano di Brenta1	Carmignano di Brenta,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | omissione comp | partic | pro | trans | WH complesso | WH ogg dir | 
		C's'al fat?	Carpi	Carpi,Modena,Emilia Romagna	Occidentale	
		Kos i a fat (al a fat) ?	Carrara	Carrara,Massa-Carrara,Toscana	Lunigiano	
		Cose là fou?	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		Cheche l'à fat ?	Cazet	Campitello di Fassa,Trento,Trentino Alto Adige	Ladino Atesino	
		Che alo fat? / Alo fat che?	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Se ca l'a fat?	Cesarolo1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		S'a l'aia fat?	Cesarolo2	San Michele al Tagliamento,Venezia,Veneto	Centro-settentrionale	
		Cs'al fat?	Cesena2	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Cossa alo fat?	Cesiomaggiore	Cesiomaggiore,Belluno,Veneto	Centro-settentrionale	
		Cose u 'lha fou?	Chiavari1	Chiavari,Genova,Liguria	Gallo-Italico Ligure	
		Cosa u l'à fetu? Cose u l'à fou?	Chiavari2	Chiavari,Genova,Liguria	Gallo-Italico Ligure	
		Ala fat che?	Chies d'Alpago	Chies d'Alpago,Belluno,Veneto	Centro-settentrionale	
		Alo fat che?	Chies d'Alpago	Chies d'Alpago,Belluno,Veneto	Centro-settentrionale	
		Cosa alo fatto?	Chioggia	Chioggia,Venezia,Veneto	Lagunare	
		Cose l'à fatu?	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Ce alo fat?	Cimolais	Cimolais,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		Cosa alo fat? Alo fat che?	Cirvoi	Belluno,Belluno,Veneto	Centro-settentrionale	
		Ce a e fat? (fem)	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Ce a el fat? (masch)	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Ce alo fat?	Claut	Claut,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		(o) che ha fatto?	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Če a l fat?	Collina	Forni Avoltri,Udine,Friuli Venezia Giulia	Friulano Carnico	
		Sa alo fato?	Colognola ai Colli	Colognola ai Colli,Verona,Veneto	Veronese	
		Se ch'a l'a fai?	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		S'a asi fat?	Cordenons	Cordenons,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		Cossa gàea fatto?	Correzzola	Correzzola,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | sogg encl | trans | WH complesso | WH ogg dir | 
		Ci al pa fat ?	Corvara	Corvara in Badia/Corvara,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Cossa gao fato?	Due Carrare	Due Carrare,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH complesso | WH ogg dir | 
		Cossa gao fato?	Due Carrare2	Due Carrare,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH complesso | WH ogg dir | 
		Cossa gaeo fato?	Due Carrare3	Due Carrare,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | sogg encl | trans | WH complesso | WH ogg dir | 
		Ce ala fat?	Erto	Erto e Casso,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		Cosa gao fatto?	Facca	Cittadella,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | omissione comp | partic | pro | trans | WH complesso | WH ogg dir | 
		Alo fat che ?	Falcade	Falcade,Belluno,Veneto	Ladino-veneto	
		Alo fat che?	Falzè di Piave	Sernaglia della Battaglia,Treviso,Veneto	Centro-settentrionale	
		Cossa alo fat?	Falzè di Piave	Sernaglia della Battaglia,Treviso,Veneto	Centro-settentrionale	
		Ao fat che?	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Cose l'a fattu?	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Csal fatt?	Ferrara1	Ferrara,Ferrara,Emilia Romagna	Orientale	
		S'al fat?	Ferrara2	Ferrara,Ferrara,Emilia Romagna	Orientale	
		Cus u l'à fetu?	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Icchè l'ha fatto?	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		Chi ch'l'a fat?	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Ch’al fàit?	Frontale di Sondalo	Sondalo,Sondrio,Lombardia	Alpino	
		Cosa gaeo fato?	Galliera Veneta	Galliera Veneta,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | omissione comp | partic | pro | trans | WH complesso | WH ogg dir | 
		Cossa gaeo fato?	Galliera Veneta1	Galliera Veneta,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | omissione comp | partic | pro | sogg masch | trans | WH complesso | WH ogg dir | 
		Cossa gaea fato?	Galliera Veneta1	Galliera Veneta,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | omissione comp | partic | pro | sogg femm | trans | WH complesso | WH ogg dir | 
		‘sa gao fato?	Gazzo	Gazzo,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | omissione comp | partic | pro | sogg masch | trans | WH complesso | WH ogg dir | 
		Ssa galo fato?	Gazzolo	Arcole,Verona,Veneto	Veronese	
		Cosa galo fato?	Ghizzole di Montegaldella	Montegaldella,Vicenza,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | partic | pro | trans | WH ogg dir | 
		Se ja fat?	Gorizia	Gorizia,Gorizia,Friuli Venezia Giulia	Friulano Centro-orientale	
		Co l'ha fat ?	Granarola	Gradara,Pesaro Urbino,Marche	Marchigiano settentrionale	
		Cusci'àl fàc' ?	Grosio	Grosio,Sondrio,Lombardia	Alpino	
		Sa alo fato?	Illasi	Illasi,Verona,Veneto	Veronese	
		Che g’ha-l fat chi?	Iseo1	Iseo,Brescia,Lombardia	Orientale	 | aux A | clit 3 | clit aux | clit masch | clit sogg | fare | fless 3 = fless 6 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH complesso | WH in situ | WH ogg dir | 
		Che g'ha-l fat chi?	Iseo2	Iseo,Brescia,Lombardia	Orientale	 | aux A | clit 3 | clit aux | clit masch | clit sogg | fare | fless 3 = fless 6 | indic pass pross | interr dir | interr dir | partic | presenza comp | pro | trans | WH complesso | WH in situ | WH ogg dir | 
		G'ha-l fat chi?	Iseo3	Iseo,Brescia,Lombardia	Orientale	 | aux A | clit 3 | clit aux | clit masch | clit sogg | fare | fless 3 = fless 6 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH in situ | WH ogg dir | WH semplice | 
		Che g'ha-l fat?	Iseo4	Iseo,Brescia,Lombardia	Orientale	 | aux A | clit 3 | clit aux | clit masch | clit sogg | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH ogg dir | WH semplice | 
		Che g'ha-la fat chi?	Iseo5	Iseo,Brescia,Lombardia	Orientale	 | aux A | clit 3 | clit aux | clit femm | clit sogg | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | presenza comp | pro | trans | WH complesso | WH in situ | WH ogg dir | 
		Che g'ha-l fat chi?	Iseo6	Iseo,Brescia,Lombardia	Orientale	 | aux A | clit 3 | clit aux | clit masch | clit sogg | fare | indic pass pross | interr dir | interr dir | partic | presenza comp | pro | trans | WH complesso | WH in situ | WH ogg dir | 
		G'ha-la fat chi?	Iseo7	Iseo,Brescia,Lombardia	Orientale	 | aux A | clit 3 | clit aux | clit femm | clit sogg | fare | fless 3 = fless 6 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH complesso | WH in situ | WH ogg dir | 
		Che g'ha-l fat?	Iseo8	Iseo,Brescia,Lombardia	Orientale	 | aux A | clit 3 | clit aux | clit masch | clit sogg | fare | fless 3 = fless 6 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH complesso | WH ogg dir | 
		Cosa aeo fat?	Jesolo	Jesolo,Venezia,Veneto	Lagunare	
		Alo fat che?	Lamon	Lamon,Belluno,Veneto	Centro-settentrionale	
		Cose i à fato?	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Ci esto fat?	Laste di Rocca Pietore	Rocca Pietore,Belluno,Veneto	Ladino Atesino	
		Se l'è che l'ha faa?	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Cossa gaeo fato?	Lion	Albignasego,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | sogg encl | trans | WH complesso | WH ogg dir | 
		omessa	Livigno1	Livigno,Sondrio,Lombardia	Alpino	
		C'èl féit?	Livigno2	Livigno,Sondrio,Lombardia	Alpino	
		Che roba ghet fat?	Lonato	Lonato del Garda,Brescia,Lombardia	Orientale	
		Cossa ga(l)o fato?	Longare	Longare,Vicenza,Veneto	Meridionale	
		Ze 'l ja fat?	Lucanico	Gorizia,Gorizia,Friuli Venezia Giulia	Friulano Centro-orientale	
		Cosa gaea fato?	Lupia di Sandrigo	Sandrigo,Vicenza,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | sogg femm | trans | WH complesso | WH ogg dir | 
		Cosa gao fato?	Lupia di Sandrigo	Sandrigo,Vicenza,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | sogg masch | trans | WH complesso | WH ogg dir | 
		Cusa al fat?	Luzzara1	Luzzara,Reggio nell'Emilia,Emilia Romagna	Mantovano	
		Che al fat che?	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Coza gàeo fato?	Marostica	Marostica,Vicenza,Veneto	Meridionale	
		Cossa gala fato?	Marostica2	Marostica,Vicenza,Veneto	Meridionale	 | aux A | clit 3 | clit femm | clit sogg | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH complesso | WH ogg dir | 
		Cossa galo fato?	Marostica2	Marostica,Vicenza,Veneto	Meridionale	 | aux A | clit 3 | clit masch | clit sogg | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH complesso | WH ogg dir | 
		Cossa gaeo fato?	Maserà di Padova	Maserà di Padova,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | sogg encl | trans | WH complesso | WH ogg dir | 
		Cossa gaeo/gaea fato?	Mason Vicentino	Mason Vicentino,Vicenza,Veneto	Meridionale	
		Cossa alo fat?	Mellame d’Arsiè	Arsiè,Belluno,Veneto	Trentino orientale	
		S'è l'a fa?	Milano2	Milano,Milano,Lombardia	Occidentale	
		Cuza l a fa?	Milano3	Milano,Milano,Lombardia	Occidentale	
		Se l'a fa?	Milano4	Milano,Milano,Lombardia	Occidentale	
		Cossa gaeo fato?	Mirano	Mirano,Venezia,Veneto	Meridionale	 | aux A | clit sogg | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH complesso | WH ogg dir | 
		Cossa gaeo fatto?	Mirano	Mirano,Venezia,Veneto	Meridionale	
		C'è aiel fat?	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		C'al fat que?	Monno	Monno,Brescia,Lombardia	Orientale	
		Cossa gaeo fato?	Monselice	Monselice,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH complesso | WH ogg dir | 
		Cosa gaeo fato?	Montecchio Precalcino	Montecchio Precalcino,Vicenza,Veneto	Meridionale	 | aux A | clit 3 | clit climb | fare | fless 3 | indic pass pross | interr dir | partic | pro | trans | WH complesso | WH ogg dir | 
		Se ch'al à fat?	Montereale Valcellina	Montereale Valcellina,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		Cossa haeo fat?	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		Ce aial fat?	Nimis	Nimis,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Cossa gaea fato?	Noale	Noale,Venezia,Veneto	Centro-settentrionale	
		Che al fat pò?	Nones 	Tassullo,Trento,Trentino Alto Adige	Trentino Occidentale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Cuss'u l'ha faitu?	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Ciè a-l pa fat?	Ortisei	Ortisei/St. Ulrich,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Cus'a fatto?	Osimo	Osimo,Ancona,Marche	Anconetano	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH complesso | WH ogg dir | 
		Cu a fatto?	Osimo	Osimo,Ancona,Marche	Anconetano	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH complesso | WH ogg dir | 
		Ché al fàtu? (o meglio, in senso negativo: “cumbinèu”)	Padola	Comelico Superiore,Belluno,Veneto	Ladino Cadorino	
		Cossa gaeo fato?	Padova3	Padova,Padova,Veneto	Meridionale	
		Cossa gaeo fato?	Padova4	Padova,Padova,Veneto	Meridionale	 | aux A | clit masch | fare | fless 3 | indic pass pross | interr dir | partic | sogg encl | trans | WH complesso | WH ogg dir | 
		Cossa gaeo fato?	Padova5	Padova,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | partic | sogg encl | sogg masch | trans | WH complesso | WH ogg dir | 
		Cossa gaeo fato?	Padova6	Padova,Padova,Veneto	Meridionale	 | aux A | clit masch | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | sogg encl | trans | WH complesso | WH ogg dir | 
		Cossa gaeo fato?	Padova7	Padova,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | sogg encl | trans | WH complesso | WH ogg dir | 
		Cossa gao fato?	Padova8	Padova,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH complesso | WH ogg dir | 
		Cossa gaeo fato?	Padova9	Padova,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH complesso | WH ogg dir | 
		Ce alo fato?	Peaio	Vodo Cadore,Belluno,Veneto	Ladino Cadorino	
		Cossa gaeo fatto?	Pianiga	Pianiga,Venezia,Veneto	Meridionale	 | aux A | clit sogg | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | trans | WH complesso | WH ogg dir | 
		Cossa gao fatto?	Pianiga1	Pianiga,Venezia,Veneto	Meridionale	 | aux A | clit sogg | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | trans | WH complesso | WH ogg dir | 
		Cossa gaeo fatto?	Pianiga2	Pianiga,Venezia,Veneto	Meridionale	 | aux A | clit sogg | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | trans | WH complesso | WH ogg dir | 
		Cossa gaeo fatto?	Pianiga3	Pianiga,Venezia,Veneto	Meridionale	 | aux A | clit sogg | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | trans | WH complesso | WH ogg dir | 
		Cossa ze che 'l ga fato?	Piove di Sacco	Piove di Sacco,Padova,Veneto	Meridionale	 | aux A | cleft | clit masch | clit sogg | essere | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | presenza comp | pro | trans | WH complesso | WH ogg dir | 
		Cossa gao fato?	Piove di Sacco2	Piove di Sacco,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH complesso | WH ogg dir | 
		Che cossa gao fato?	Piove di Sacco3	Piove di Sacco,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | sogg encl | trans | WH complesso | WH ogg dir | 
		Cosa cha r'ha fait?	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Cossa gaeo fatto?	Pontevigodarzere 1	Padova,Padova,Veneto	Meridionale	 | aux A | clit sogg espl | fare | fless 3 | indic pass pross | interr dir | partic | pro | trans | WH ogg dir | 
		Cossa gaeo fatto?	Pontevigodarzere 2	Padova,Padova,Veneto	Meridionale	 | aux A | clit 3 | clit masch | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH ogg dir | 
		Cossa gaeo fatto?	Pontevigodarzere 3	Padova,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH ogg dir | 
		Cose l'a fac?	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Che al pa fat?	Pozza di Fassa	Pozza di Fassa,Trento,Trentino Alto Adige	Ladino Atesino	
		Cossa alo fato? (Alo fato cossa?)	Pozzale di cadore	Pieve di Cadore,Belluno,Veneto	Ladino Cadorino	
		Cusa l a lu fat?	Prà del Torno	Angrogna,Torino,Piemonte	Alto piemontese	
		Coss' che la fat?	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Alo fat che?	Puos d'Alpago	Puos d'Alpago,Belluno,Veneto	Centro-settentrionale	
		Ce haial fat ?	Qualso	Reana del Rojale,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Cosa gao fato?	Quinto Vicentino	Quinto Vicentino,Vicenza,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | partic | trans | WH complesso | WH ogg dir | 
		Cuso gh’al fat?	Redondesco	Redondesco,Mantova,Lombardia	Mantovano	
		Cose u l'à fetu?	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Ce al fat?	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Che hal fat, po?	Revò	Revò,Trento,Trentino Alto Adige	Ladino-anaunico	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partfrasale | partic | pro | sogg encl | trans | WH ogg dir | 
		Cus' a l'è ch'i gi-ha fatu?	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Cossa ala / alo fato?	Rivai di Arsiè	Arsiè,Belluno,Veneto	Centro-settentrionale	
		Lo ca la fait?	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Loca ha la fait?	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Ci esto fat?	Rocca Pietore	Rocca Pietore,Belluno,Veneto	Ladino Atesino	
		Soc al à-lo fait?	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Cossa gaeo fatto?	Romano D'Ezzelino	Romano d'Ezzelino,Vicenza,Veneto	Meridionale	
		Che hal fat, po?	Ronzone	Ronzone,Trento,Trentino Alto Adige	Ladino-anaunico	 | aux A | fare | fless 3 | indic pass pross | interr dir | partfrasale | partic | pro | sogg encl | trans | WH ogg dir | 
		Che hal fat po?	Ronzone 2	Ronzone,Trento,Trentino Alto Adige	Ladino-anaunico	 | aux A | fare | fless 3 | indic pass pross | interr dir | partfrasale | partic | pro | sogg encl | trans | WH complesso | WH ogg dir | 
		Cossa gato fato?	Rovigo	Rovigo,Rovigo,Veneto	Meridionale	
		Cossa gaia fato?	Rovolon	Rovolon,Padova,Veneto	Meridionale	
		Cossa gaeo fato?	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Ci àl pa fat ?	San Leonardo	Badia/Abtei,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Cosa gaeo fato?	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH complesso | WH ogg dir | 
		Cosa gaeo fato?	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | clit 3 | clit masch | clit sogg | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH complesso | WH ogg dir | 
		Cossa gao fato?	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | fare | fless 3 | indic pass pross | interr dir | interr dir | partic | pro | trans | WH complesso | WH ogg dir | 
