Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		La barca l'è 'ndada a fond 'te cic e tre ot	Monno	Monno,Brescia,Lombardia	Orientale	
		La barca l'ei fondada en de pochi minuti	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		La barca la è afondada in pochi minuti	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		omessa	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		La barca se fondà (se ndà sto acua) in pochi minuti	Padova1	Padova,Padova,Veneto	Meridionale	
		A barca se affondà in pochi minuti	padova2	Padova,Padova,Veneto	Meridionale	
		La barca a è lade a font in pos minus	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		La barca la se ga afondà (la zè afondada) in pochi minuti	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		La barca a l'è  andaita a fund 'n poche minute	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		La barca a rè fondò an pochi minuti	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		La barca le fondada in pochi minuti	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		La barco il o plounjá din pâ ran dë tan	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		La barco il ei aná ou foun  din pâ ran dë tan	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		A barca a l'è afundà in pochi menuti	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Le barcie je lade sot in pos minus	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		La berca l'è affundè in poc minut	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Aa barca a l'è andà a fundu 'nte poghi menuti	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		La barca l'è fundà en poche minute	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		La barca o l'é afondà an poch temp	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		La barco à afoundà en calc minutta	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		La barca l'è nade zò en pochi minuti	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		(E)a barca xe 'ndada soto aqua in do secondi	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		La barcja 'a si è fondada in pus minus	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		A barca sè afondada in pochi minuti	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		A barca a ze afondà in puchi minuti	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		La barca a l'è andataita a fond an pòche minute	Torino	Torino,Torino,Piemonte	Alto piemontese	
		LA barca al'è andaita a fond an poche minute	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		La barca a l'è sperfonda an poche minute	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		La barca a l'è andaita giù 'n poche minuites	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		La barca a l'ha andà a fond an poche minute	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Ara barca l'è fundà in poch minut	Trecate	Trecate,Novara,Piemonte	Novarese	
		'A barca zè 'ndada a fondo in pochi minui	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		La barca (la) ga afondà in pochi minuti	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		La barca xè 'ndà zo in puchi minuti	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		A barca a l'è afundà int in batu d'oiu	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		La barca lè fundada in pochi minot	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		La barca l'è ndada a font in poch minucc	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	13.0	Gli e` arrivata una lettera				 | acc partic sogg | aux E | clit 3 | clit indir | clit masch | fless 3 | inacc | indic pass pross | ogg indir | sogg femm | sogg indef | sogg nom | sogg postv | sogg sing | 
		AL ghe ruat na letera	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Ghè ariva na letera	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Ghè arivà na lettera	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Ghe arrivà na lettera	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		U ja rivoo 'na leuttra	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		Ghè arivà na letea	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		G'è arivau na letia	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		G'è arivon ina letra	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		A ghe ria' na letra	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | acc partic sogg | aux E | clit 3 | clit indir | clit masch | clit sogg espl | fless 3 | inacc | indic pass pross | ogg indir | sogg femm | sogg indef | sogg nom | sogg postv | sogg sing | 
		A i è arivè una lettra	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		A gh'è riva na letra	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		A j'é rivà na letera	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		'Nghè rivagghi 'na lottra	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		U è rivò una lottra	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		A gh'è rivà na letra (litera)	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		U l'à ricevuu unna letia li ghea unna letia pe lè	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		Gh'è arivà 'na letera	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		G'è lugà 'na letra	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		U je arivat ona letra	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		G è ariò ina letia	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		I a rivada una letera	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(e') l'è arrivato una lettera	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Gh'è rivat na lettra	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Ghe ha rivà na lettera	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		G'è ariò una lettea	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		U gh'è arivun 'na littira	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		(e) gli è arrivata una lettera	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		U iè ariveda una letra	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		La gh'è rivà na letea	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Ghe rivaa na letera	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Ghe rivà na letera	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Ghe rivaa na letera	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Ghe rivaa na letera	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Ghe sè rivà 'na letera	Longare	Longare,Vicenza,Veneto	Meridionale	
		'L ghe riat na letera	Malonno	Malonno,Brescia,Lombardia	Orientale	
		A gh'è rivà na letra	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Ghe sè riva(da) na letara	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Gh e arivà una letera	Milano1	Milano,Milano,Lombardia	Occidentale	
		Ghe rivà una letera	Milano2	Milano,Milano,Lombardia	Occidentale	
		G e rivà na letera	Milano4	Milano,Milano,Lombardia	Occidentale	
		E ie rivade una lettera	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		A l'è rivaje na letera	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		O-i è rivaje na litra	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		'l ge ruà ina letra	Monno	Monno,Brescia,Lombardia	Orientale	
		Gh'è rivà na letera	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Ghe ha 'rivà 'na letera	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		omessa	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Ghe se rivà na letara	Padova1	Padova,Padova,Veneto	Meridionale	
		Ghe ze rivà na lettera	padova2	Padova,Padova,Veneto	Meridionale	
		Ai è rivade une letare	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		La ghe ze rivada una letera	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		A l'è rivaje na letera	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		U i è rivò na lettra	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Ghe a rivà 'na letera	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		La lh’ei arrivá inë letro	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Ge arivou una lettera	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		J a rivade una lettera	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		U iè arivat una letra	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		A gh'è rivà na letea	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		A l'è ruvaie na letra	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		A j'é rivà na litra	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		La lh'è aribà uno lettro	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Gh'è rivà na letera	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Ghe xe rivà na letera	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		'A j è rivada 'na letara	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Ghe sè rivà na letera	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Ghe ze rivà na letera	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		A l'è rivaje na lìtra	Torino	Torino,Torino,Piemonte	Alto piemontese	
		A l'è rivaje na litra	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		A l'è rivaje na litra	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		A l'è rivaje na litra	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		A l'ha rivaji na litra	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		L'è rivaia una lotra	Trecate	Trecate,Novara,Piemonte	Novarese	
		Ghe zè rivada 'na letara	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Ghe se rivada 'na letara	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Ghe xè rivà na letera	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		G'è arivau ina letera	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		A ghe riva una letera	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		(A lu) 'l ghe ruà 'na letra	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	16.0	La torta e` lievitata bene				 | acc partic sogg | aux E | avv mod | fless 3 | inacc | indic pass pross | sogg def | sogg femm | sogg nom | sogg prev | sogg sing | 
		La torta l'è lievitada be	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		La torta l’ha lievità bem	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		La torta lei lievitada ben	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		La tarta l’ha lievità bem	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		La torta l’ha lievità bem	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Ra turta a l'à chersciuja baign	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		A torta l'è levà bien	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		A turta a s'è levà ben	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		A turta a s'è levà ben	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		La torta l'e' lievitada ben	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | acc partic sogg | aux E | avv mod | clit sogg espl | clit sogg espl | fless 3 | inacc | indic pass pross | sogg def | sogg femm | sogg nom | sogg prev | sogg sing | 
		La tourta la s è livè propri ban	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		La torta la s'è 'lvada ben	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		La torta a l'é gonfià ben	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		La torta l'è livà pulidu	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		A turta l'è lvò ben	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		La turta la s'è levada bene	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		U l'è levau ben u duse	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		La torta la è levaa ben	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		La peta l'a levà polito	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		La torta le carsuda ben	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A turta l'à lievità ben	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		El dolz el è ievoot ben	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		La torta è lievitata bene	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Ra torta l'è levada ben	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		La torta l'e lievitada ben	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		A turta a s'è leà ben	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		A turta a l'è lievitò ben	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		La torta l'è lievitata bene	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		La torta l'è livdeda ben	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A torte l'à pià ben a levà	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		La turta a l'è lievidada ben	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A turta a l’è ‘lievidada’ ben	Lecco	Lecco,Lecco,Lombardia	Orientale	
		La turta l'a levà ben	Lecco	Lecco,Lecco,Lombardia	Orientale	
		La torta gà levà ben	Longare	Longare,Vicenza,Veneto	Meridionale	
		La turta l'è leada be	Malonno	Malonno,Brescia,Lombardia	Orientale	
		La turta l'è levada ben	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		La torta la ga levà ben	Mestre	Venezia,Venezia,Veneto	Lagunare	
		La turta l è lievitada ben	Milano1	Milano,Milano,Lombardia	Occidentale	
		La turta l'è levada ben	Milano2	Milano,Milano,Lombardia	Occidentale	
		La turta la s e alsada ben	Milano4	Milano,Milano,Lombardia	Occidentale	
		La torta e ie lievitada ben	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		La torta a l'è 'lvà bin	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		La torta a l'è alvà ben	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		La turta l'è sospenduda so be	Monno	Monno,Brescia,Lombardia	Orientale	
		La torta l'è vegnuda ben	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		'a torta la è lievitada ben /la ha levà ben	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		A turta a s'è levà ben	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		La torta ga (se) levà ben	Padova1	Padova,Padova,Veneto	Meridionale	
		A torta ze lievità ben	padova2	Padova,Padova,Veneto	Meridionale	
		La torte a è ievade ben	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		La torta la ze lievidada (la se ga lievità) ben	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		La turta a l'è muntà bin	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		La turta a rè lievitò ben	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		La torta la è lievitada ben	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Al gató ou s’ei bian livá	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		A turta a l'è cresua ben	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		El dolz al è ievat ben	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		La tourta la ha liude ben	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Aa torta a l'è ben levà	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		La turta a l'è lievità bin	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		La torta a l'era ben alvà	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Lou dou à ben counflà	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		La torta l'è levada bem	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		El dolse xe lievità ben	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		La fujassa 'a è jevada ben	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		A torta sè lievitada ben	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		A torta a ze lievità ben	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		La torta a l'è kərsuva bin	Torino	Torino,Torino,Piemonte	Alto piemontese	
		La torta a l'ha fiat bin l'alvà	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		La torta a l'è alvasse bin	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		LA torta a l'è chersua bin	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		La torta a l'ha alvà ben	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Ara torta l'è gnisu bech	Trecate	Trecate,Novara,Piemonte	Novarese	
		El dolse el ga lività ben	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		La torta la se ga leva(do) ben	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		La torta ga levà ben	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		A turta a l'è levà	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		La torta l'è leada so be	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	18.0	Il tuo amico e` andato a casa ieri, e stamattina è arrivata tua nonna				 | acc partic sogg | acc partic sogg | aux E | aux E | avv temp | avv temp | coord frase | fless 3 | inacc | inacc | indic pass pross | indic pass pross | poss 2 | poss 2 | PP | PP indef | PP loc | PP sing | sogg def | sogg def | sogg femm | sogg masch | sogg nom | sogg nom | sogg postv | sogg prev | sogg sing | sogg sing | 
		Al to amis l'è andac a ca ier e stadoma l'è ruat la tua ava	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		El to amico l’è na a casa ieri/algeri e stamatina  è arivà to nona.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El to amico l’è na a casa algeri e stamatina  è arivà to nona.	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El to amico l’è na a casa algeri e stamattina  è arivà to nona.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		U toh amisc u l'a 'ndoo a cò ieri e sctamaten u l'a rivoja toh nonna	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		U to amigo g'è ndà a ca aiei e stama'ten l'è arivà to nona	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		U to amigu u l'è anetu a ca vei, e stamatin l'è arivau to mué grande	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		U to amigu l'è anon a cà vej e stamatin a l'è arivà to nona	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		Al to amig l'e' anda' a ca ier e ista matina l'e' ria' to nona	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | acc partic sogg | acc partic sogg | aux E | aux E | avv temp | avv temp | clit sogg espl | coord frase | fless 3 | inacc | inacc | indic pass pross | indic pass pross | poss 2 | poss 2 | PP | PP indef | PP loc | PP sing | sogg def | sogg def | sogg femm | sogg masch | sogg nom | sogg nom | sogg postv | sogg prev | sogg sing | sogg sing | 
		Air al to amigh l è andè a ca e stamateina a i è arivè to nona	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Al to amig l'è ndà cà ajer, e stamatina è rivà to nona	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Al to amis a l'é andà a ca ier e stamatin a j'é rivà la granda	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		'L to amis l'è naci cà jarsera e stamatij 'nghè rivaggh la to nona	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		U to amigu l'è andò a ca eri, e stamatina l'è rivò to nonna	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Al to amigh l'è andà a ca ier e stamatina è rivà so nona	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		U toe amigu u l'è anou a cà vei, e stamattina a l'è arrivè toe nonna	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
