Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		Ij fieuj a son vist-se tuti  a lə specc	Torino	Torino,Torino,Piemonte	Alto piemontese	
		I fieui a son es-ceirasse tuti a le specc	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Le masnà a son veddusse tute a le specc	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Ij fieuj as son veddusse tuti 'nt le specc	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		Ij matocc a son s-cerassi tucc a le specc	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		I matè in vustasa tucc in da specc	Trecate	Trecate,Novara,Piemonte	Novarese	
		I tosati i se gà vardà tuti int'el specio	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		I muli (i) se ga visto tuti in tel specio	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		I tusi se ga visti tuti in tel specio	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		I fioi i se sun visti intu speiu	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		I gnari i s'è isc tucc a'l specc	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	28.0	I prezzi sono cresciuti tanto				 | acc partic sogg | aux E | avv mod | ergat | fless 6 | indic pass pross | sogg def | sogg masch | sogg nom | sogg plur | sogg prev | 
		I prezzi i è cresut tat	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		I prezi i è cresui tant	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		I prezi i è alle stelle	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		I prezzi l'è cresui masa	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		I prexi e son chersui tant	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		I prezi gen cresù tanto	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		L'è muntau i prezi cume tutu	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		I presi g'en crescui tantu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		I prezi i'e' carsesti tant	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | acc partic sogg | aux E | avv mod | clit sogg espl | ergat | fless 6 | indic pass pross | sogg def | sogg masch | sogg nom | sogg plur | sogg prev | 
		I prezi i en carsò dimondi	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		I prezi jè carsù parec	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Ij pressi a son chersù tant	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		I prezzi jn craso tonto	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		I presi i son cresciui tantu	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		I presi i è carsì tant	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		I prezi i sun aumentè du belu	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		I prezi i è cresui tant	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		I prezi i è cresui tant	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		I prezi je carsù una masa	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		I presci l'en cresui pecusì	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		I presis e son cressuus tant	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		I prezzi e'so cresciuti parecchio	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		I prezi i è nai su da tantu	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		I prezzi i e cresesti tant	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		I prezi sun cresui tantu	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		I prexi i sun cresciuti troipu	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		I prezzi (e) son cresciuti tanto	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		I prez i è carsù tent	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		I presii i eno montà tanto	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		I prezi i en cresù tanto	Lecco	Lecco,Lecco,Lombardia	Orientale	
		I prezz a in cresù tant	Lecco	Lecco,Lecco,Lombardia	Orientale	
		I prezzi a in cresù tant	Lecco	Lecco,Lecco,Lombardia	Orientale	
		I prezz a in cresù tant	Lecco	Lecco,Lecco,Lombardia	Orientale	
		I presi sè cresù on bel po'	Longare	Longare,Vicenza,Veneto	Meridionale	
		I prese iè crisich tant	Malonno	Malonno,Brescia,Lombardia	Orientale	
		I presi i è cresì dimundi	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		I pressi sè cresui tanto	Mestre	Venezia,Venezia,Veneto	Lagunare	
		I presi in cresù tantu	Milano1	Milano,Milano,Lombardia	Occidentale	
		I presi in cresù tantu	Milano2	Milano,Milano,Lombardia	Occidentale	
		I presi in kresü' tant	Milano4	Milano,Milano,Lombardia	Occidentale	
		I presis e son cresus tant	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Ij pressi a son chersù tant	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		I pressi son chersu tant	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		I presi i-è cresù 'n bel po	Monno	Monno,Brescia,Lombardia	Orientale	
		I prezi i è cresui tant	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		I prezi i è cressui tant	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		I prexi i son cresciui tantu	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		I pressi ga cresuo tanto / I pressi se cresui tanto	Padova1	Padova,Padova,Veneto	Meridionale	
		I pressi ze cressui tanto	padova2	Padova,Padova,Veneto	Meridionale	
		I presins a son crisus tant	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		I presi i ze cresui tanto	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		I presi a sun chersù mutbin	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		I prezi i son aumentai tant	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		I presi i son tant cresui	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Loun prei il an touplen creissú	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Loun prei il an òumantá touplen	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		I prezi sun cresciui tantu	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		I presis e son cresus vonde	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		I prezi iè crisù tent	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Ii presi i gi-en cresciu tantu de ciù	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		I prese a sun chersù tant	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Ij pressi a sen cressì tant	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Li pree an creisù bien	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		I prezi i è nai su tant	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		I pressi xe cresui tanto	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		I presins a' son crissus tant	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		I pressi sè cresui tanto	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		I presi i ga cresuo/ze cresui tanto	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Ij pressi a son kərsù motobin	Torino	Torino,Torino,Piemonte	Alto piemontese	
		Ij pressi a son chersu assè	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		I pressi a son chersù motobin	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Ij pressi a son chersu tant	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		Ij pressi a l'han chersì tant	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		I presi inu crasù un bel po	Trecate	Trecate,Novara,Piemonte	Novarese	
		I pressi xè andai su tanto	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		I presi i se cresudi tanto	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		I pressi xè aumentà tanto	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		I preizi i sun muntai benben	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		I presse i è crissù tant	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	46.0	Mi hanno dovuto parlare in segreto				 | aux A | avv mod | clit 1 | clit indir | dovere | fless 6 | indic pass pross | inerg | inf sempl | ogg indir | PP | PP avv | PP sing | pro | 
		I ma duvut parla en grand segret	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		I ha dovest parlarme de scondom	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		I ma parlà de scondom	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		I m'ha dovù parlar en segreto	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		E m'an duvù parlee ed ciaton	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		G'ian dovù parlame d'alogà	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		G'è tucau parlame d arescusu	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		I m'an duvuu parlà in segretu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		I ma duest cacarar da na banda	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | aux A | avv mod | clit 1 | clit indir | clit sogg espl | dovere | fless 6 | indic pass pross | inerg | inf sempl | ogg indir | PP | PP avv | PP sing | pro | 
		I m an dvò ccarrer d' arpiat	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		omessa	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		A l'ha dovù parlami de scos	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		J' on vurso parlè 'nbutunai	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		I m'han duvù parlò da ciaton	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		I a dovi parlam ad nascost	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		I m'han duvuu parlè a rescusa	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		I m'ha dovest parlar en segreto	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
