Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		Mei soi less duć	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(e') me li so letti tutti	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Mi i u lengiut tucc	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Me i son leti tuti	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Me l'o lesui tutti	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		A me i sun letti tutti	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		(e) me li sono letti tutti	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		A mi so let tot	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A mi i ò leti tuti	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		I o legiù toc	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Mei a sun lengu tuch	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Mai a sun lengu tuch	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Me i son leti tuti	Longare	Longare,Vicenza,Veneto	Meridionale	
		Io lisich tuch	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Am i u let tuti	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Me li so leti tuti	Mestre	Venezia,Venezia,Veneto	Lagunare	
		M i a sun legiù tuc	Milano1	Milano,Milano,Lombardia	Occidentale	
		Mi siù legiu tuch	Milano2	Milano,Milano,Lombardia	Occidentale	
		M i sun le&#287;ü' tü&#269; (/ M i a sun le&#287;ü' tü&#269;)	Milano4	Milano,Milano,Lombardia	Occidentale	
		Me in soi les duc	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		I l'hai lesum-je tuj	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		I j'heu lesuje tucc	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		I-ho lusu tucc quancc	Monno	Monno,Brescia,Lombardia	Orientale	
		Mei son legiudi tuti	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Me i son leti tuti	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		omessa	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Me li so leti (leta) tuti	Padova1	Padova,Padova,Veneto	Meridionale	
		Me i so leti tuti	padova2	Padova,Padova,Veneto	Meridionale	
		Mi u soi les ducju	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Me li son leti tuti	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Sum lesumie tuc	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		A mi son lzui tuci	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Mi i son letti tutti	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		A’m loû sou touti leiú	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Me lo lesui tutti	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Iu hai les duc	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		A mi so let tot	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		E m'ii son leti tuti	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Mi sun lesumie tui	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		I 'mjio son let tuit	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Me li seou leiu tuti	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Me i son leti tutti	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Me i so leti tuti / Me i go leti tuti	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		'I mi ju soi lisus ducju	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Me i go leti tuti	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Me i è liec duc	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Me i so leti tuti	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		I l'hai lesum-je tuti	Torino	Torino,Torino,Piemonte	Alto piemontese	
		I son lesumje tuti	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		I son lesumje tuti	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		I son lesumje tuti	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		I son lesumji tucc	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Such ligiuma tucc	Trecate	Trecate,Novara,Piemonte	Novarese	
		Me i go leti tutti quanti	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Me li go leti tuti	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Me li go leti tuti	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Me l'on legiui tuti	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		Mi a so langiu toc	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Mi si ho lizì tucc	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	5.0	Gli devo parlare subito, (a Mario)				 | avv temp | clit 3 | clit climb | clit masch | clit ogg indir | disl dx | dovere | fless 1 | indic pres | inf sempl | PP | PP def | PP sing | pro | 
		Ho da parlac subet al Mario	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Bisògn che ghé parla/go da parlarghé subit,(al Mario)	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Bisògn che ghé parla / go da parlarghé subit,(al Mario)	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Ghe devo parlar subito (a Mario)	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Ei deev parlee subti	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		A go da parlae subito	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		G o da parlà subitu au Mariu	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Ge devu parlà subetu au Mariu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		Ag dev cacarar subit a Marco	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | avv temp | clit 3 | clit climb | clit masch | clit ogg indir | clit sogg espl | disl dx | dovere | fless 1 | indic pres | inf sempl | PP | PP def | PP sing | pro | 
		A i o da scorri sobbit a Mario	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Bisogna ch'ag cicara subit	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Ei devo parlaje subit	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		J'ò da parleghi suttu	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Ai devu parlò subito	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Go de parlà subit a Mario / A go da parlarg subit	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		ghe devu parlé subbetu	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		Bisogn che ghe parla subit	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Ghe ai da descore deboto	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Me a jo da scor sobit	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		G ò da parlage subetu	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		O scugiu ciacarai daur man (a Mario)	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(e') li devo parlà subito	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		gh u da parlagh subit	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Deve parlarghe suito	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Mié che ge parlesse subetu	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		A gh'è devu parlo subetu	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		(e) gli devo parlare subito	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		A iò da parlé sobat	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A ghe devo parlae subeto	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Devi parlach subet	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A gu de parlach subit	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A gu de parlach sübit	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Ghe devo parlare suito	Longare	Longare,Vicenza,Veneto	Meridionale	
		Go de parlai subit al Mario	Malonno	Malonno,Brescia,Lombardia	Orientale	
		A gh'o da parlarach subit	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Go da parlarghe subito	Mestre	Venezia,Venezia,Veneto	Lagunare	
		G u de parlak subit	Milano1	Milano,Milano,Lombardia	Occidentale	
		Au de parlac subit	Milano2	Milano,Milano,Lombardia	Occidentale	
		Ge devi parlà (/Gu de parlag) sübit	Milano4	Milano,Milano,Lombardia	Occidentale	
		O hai di ciacare subit a Mario	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Deuv parleje subit	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		I-j dev parle', subit	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		Ho da ciacolal subit	Monno	Monno,Brescia,Lombardia	Orientale	
		Ghe devo parlar subito	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Deve parlarghe subito a Mario	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		omessa	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Go da parlarghe subito / ? Ghe go da parlare subito	Padova1	Padova,Padova,Veneto	Meridionale	
		Go da parlarghe subito	padova2	Padova,Padova,Veneto	Meridionale	
		Ai di cjacarai subite	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Go de parlarghe subito	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Deu parleie subit	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Ai dev parlé subitu	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Deve parlarghe subito	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		A dœvou parlâ-lhi toussuito	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Ge devu parlà subbetu	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		O scugni ciacarà a colp cun Mario	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		A io da zcor sobti	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		E ghe deive parlaa subetu	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		I dev parleie subit	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		I-j devo parlar subit	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Li devou parlà subit	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Gh'ho da parlarghe subit	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Go da parlarghe subito, a lù	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		'I j ai di fevelaj subita (a Mario)	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Go da parlarghe subito	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Muesse riesc rujené cun el	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Go da parlarghe suito	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		I-j devo parle-je subit (a Mario)	Torino	Torino,Torino,Piemonte	Alto piemontese	
		I-j devo parleje dun-a	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		I deve parleje subit	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		I-j devo parleje subit	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		I-j dev parlaji subit	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Such da parleia sutu	Trecate	Trecate,Novara,Piemonte	Novarese	
		Go da parlarghe subito	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Devo parlarghe subito	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Ghe go da parlare suito	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		G on da parlà subitu a Mariu	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		Devi parlaga subit	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Go de parlage subit	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	8.0	L'ho vista ieri				 | acc partic clit | aux A | avv temp | clit 3 | clit femm | clit ogg dir | fless 1 | indic pass pross | ogg dir | ogg femm | ogg sing | pro | trans | 
		Lo iduda ier	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		L'ho vista algeri/ieri.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		L’ho vist algeri	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		L’ho vista algèri	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		E l'eu 'viscta ieri	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		A l'ho vista aiei	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		L'o vista vei	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		L'o vista (vusta) vej	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		A l'ho ista ier	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | acc partic clit | aux A | avv temp | clit 3 | clit femm | clit ogg dir | clit sogg espl | fless 1 | indic pass pross | ogg dir | ogg femm | ogg sing | pro | trans | 
		A l ò vesta air	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		(mi) a l'ò vista jer	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		E 'l l'on vista ier	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		J'ò vustala jera	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		A l'ho vista eri	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		L'ho vesta ier / A l'ho vesta ier	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		L'o vista vei	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		L'ho vista algeri	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		L'ai vista 'nier	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		A lo vesta iir	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		L'ò usta vei	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		L'ai vioduda ier	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(e') lo vista ieri	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		L'u vista ier	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		L'ho vista ieri	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		L'o vista vei	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		L'ò vista ieri	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		(e) l'ho vista ieri?	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		A l'ho vesta ir	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A l'ò vista aiei	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		L'ho veduda ier	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A l'o veduda ieer	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A l’ö vesuda ieer	Lecco	Lecco,Lecco,Lombardia	Orientale	
		La go vista ieri	Longare	Longare,Vicenza,Veneto	Meridionale	
		L'ho ista ier	Malonno	Malonno,Brescia,Lombardia	Orientale	
		A l'u vista ier	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		La go vista ieri	Mestre	Venezia,Venezia,Veneto	Lagunare	
		l u vista ier	Milano1	Milano,Milano,Lombardia	Occidentale	
		L'u vista ier	Milano2	Milano,Milano,Lombardia	Occidentale	
		L u vista ìer	Milano4	Milano,Milano,Lombardia	Occidentale	
		L'hai vioduda ier	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		L'hai vist-lo jer	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		I'heu vistla jer	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		L'ho vista ier	Monno	Monno,Brescia,Lombardia	Orientale	
		L'hai vista aeri	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		L'ho vista ieri	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		omessa	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		La go vista ieri	Padova1	Padova,Padova,Veneto	Meridionale	
		A go vista ieri	padova2	Padova,Padova,Veneto	Meridionale	
		A go vista ieri	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		La go vista ieri	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		L'ho vista ier	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		A ro vista seira	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		La go vista ieri	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		A l’ei vîto ie	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Lo vista vei	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		La hai viduda ier	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		A l'ho vesta ir	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		E l'ho vista aii	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		A l ha vista ier	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		I'l l'ho vista jer	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		L'ai vito ier	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		L'ho vista ieri	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		(E)a go vista jeri	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		'I l'ai viduda ier	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		A go vista ieri	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		A go vista ieri	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		I l'hai vist-la ier	Torino	Torino,Torino,Piemonte	Alto piemontese	
		I l'hai vədula ier	Torino	Torino,Torino,Piemonte	Alto piemontese	
		l'hai vistla jer	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		I l'hai veddula jer	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		I l'hai vistla jer	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		I l'ho vistla jer	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Such vistara jer (ho vistara jer )	Trecate	Trecate,Novara,Piemonte	Novarese	
		'A go vista ieri	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		La go vista ieri	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		La go vista ieri	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		L'on vista seira	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		A lo vista ier	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		L'o ista ier	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	11.0	Ti deve dare quel libro				 | clit 2 | clit climb | clit indir | dimostr | dovere | fless 3 | indic pres | inf sempl | ogg dir | ogg indir | ogg masch | ogg sing | pro | trans | 
		O da dat chel libro	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		El ga (m.) / La ga (f.) da darte quel libro	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El deve darte quel libro	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El te deve dar quel libro	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Ut deev dee cul libbr	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		I te deve dae clo libio	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		U t a da dà su libru	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		U te deve da quelu libru	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		At dev dar cal libar	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | clit 2 | clit climb | clit indir | clit sogg espl | dimostr | dovere | fless 3 | indic pres | inf sempl | ogg dir | ogg indir | ogg masch | ogg sing | pro | trans | 
		Al t a da der cal libar	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Lu al t'à da dar cal libar	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Ad dev dati col liber	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		'L deva deti cul libbru	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Ut deve do cul libbru	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Te go de da quel liber / A go da dat cul liber	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		u te deve dae quellu libbru	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		El te deve dar quel libro	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Ghe toca te dà chel liber / 'l a da te dà chel 'liber	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		U ta da de che libar	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		U te deve da colu libru	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Al a di dati chel libri	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(e') ti devo dà quel libro / e' ciò da dati quel libro	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Al gh'a da datt quell libre	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		El deve darte quel libro là	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		U te deve da collu libbru	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		A te deve dò cuellu libbru	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		(e) ti deve dare quel libro	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		U t'ha da dé che livar	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A te devo dae quelo libro	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Al ga di dat quel liber le	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Al ga di dat quel liber le	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Al ge de dat quel liber lè	Lecco	Lecco,Lecco,Lombardia	Orientale	
		El te dev da chel liber la	Lecco	Lecco,Lecco,Lombardia	Orientale	
		La/El te deve dare chel libro	Longare	Longare,Vicenza,Veneto	Meridionale	
		Al gna de dat chel liber	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Al gh'a da darat cal libar	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		El ga da darte quel libro	Mestre	Venezia,Venezia,Veneto	Lagunare	
		El g a de dat quel liber	Milano1	Milano,Milano,Lombardia	Occidentale	
		Gu de dat che'l liber lì	Milano2	Milano,Milano,Lombardia	Occidentale	
