Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		At ghe da gnirg anca ti	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | clit climb | clit loc | clit sogg espl | dovere | fless 2 | inacc | indic pres | inf sempl | sogg postv | sogg pron | 
		Bisagna t vegna anca tè	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		At gh'a da gnir anca ti	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Et devi gnir anche ti	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		Ad devi gni onca tè	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Devi vnì anche ti	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		At ghe da vegnar anche te	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		Ti ghe dev vegni anche ti	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		Te devi vegnirghe anca ti	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Te cognon (toca) venì anca ti	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Ta je da vnì anca te	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Ti ge devi egnì anche tì	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Tu scugnis vignù ancia tu	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(e') ci devi venì anche te	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		tu gn'è da gnì là anca tì	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		T deve vegnerghe anca ti	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Ti gh'è dovi vegnì anche ti	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Tu ci devi venire anche te	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		T'aiè d'avnì neca tè	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Te ghe devi vegnie anca te	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		A ta ghet da vegn anca te	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A ta ghet da vegn anca te	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Te dé vegné anca té	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Te ghe devi vignere anca ti	Longare	Longare,Vicenza,Veneto	Meridionale	
		Ta ghe de gnì a te	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Agh gh'è da vegnar anca ti	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Ti ga da vegnerghe 'nca ti	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Te gh e de vegnì anche ti	Milano1	Milano,Milano,Lombardia	Occidentale	
		TE ghe de vegnì anca ti	Milano2	Milano,Milano,Lombardia	Occidentale	
		Te ge devet venì anka ti (/ Te ge de veníg?)	Milano4	Milano,Milano,Lombardia	Occidentale	
		Tu devis vignì angia tu	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		'T deuve vnije 'deo ti	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		It devi vnije edcà ti	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		T'è da vigni a te	Monno	Monno,Brescia,Lombardia	Orientale	
		Deves vegnir anca ti	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Te deve vegner anca ti	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Ti ghe devi vegnì aiscì ti	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Te ghe da vignerghe anca ti	Padova1	Padova,Padova,Veneto	Meridionale	
		Te ghe de vignere anca ti	padova2	Padova,Padova,Veneto	Meridionale	
		Tu as di vignì ancje tu	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Te ga de vignir anche ti	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		I't devi mni co ti	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		T i devi vgnì anche ti	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Te ha da venier anca ti	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		At dœve vinî-lhi mei tu	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Ti devi venige anche ti	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Tu scugnis vigni ancie tu	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Ta iè da vni inca te	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Te ghe deivi vegnii anca té	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Ad dove vnì co ti	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		It deve gnir edcò ti	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Tu deve lei venì dco tu	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Te devi vegnirghe anca ti	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Te ghe da vegnerghe anca ti	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		'I ti as di vigni encja tu	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Te ghe de vegnere anca ti	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Te ghe da vegnere anca ti	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		It deve vnije ədcò ti	Torino	Torino,Torino,Piemonte	Alto piemontese	
		It deve vnije dcò ti	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		It deve ven-ie dco' ti/ It i-i deve vni' dco' ti/It deve vnije	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Ii 't deve vnije co ti	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		It devi agni-ji 'nco ti	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		T'è da gni là 'nca ti	Trecate	Trecate,Novara,Piemonte	Novarese	
		Te ga da vegnar anca ti	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Te dev vignir anche ti	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Te ghe da vegnerghe anca ti	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Ti ge devi venì aiscì tu / ti g'ai da venì	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Te ghe de ignì po a te	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	26.0	Per avere lui parlato male di te, dovevi proprio averne combinata una grossa				 | acc partic ogg | agg | aux A | aux A | aux to C | avv altri | avv mod | clit ne | dovere | fless 2 | indic imperf | inf composto | inf composto | ogg dir | ogg indef | partic | partic | PP | PP def | PP gen | PP sing | pro | sogg def | sogg masch | sogg postaux | sogg pron | sogg sing | subord | 
		Par avi lu parlet mal de ti, te dovevet propri aver cumbinada una de grosa	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Per a(v)er parlà mal de ti, bisogn che te l’abi proprio combinada grosa.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Elo l'ha parlà mal de ti, te devi averla combinada grosa.	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Siccome l'ha parlà mal de tì, te devi averne combinà una grosa.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Per avaj parloo moo ed ti, ett duxivi preuppi avajne cumbinoo una grossa	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		Se lu g'ià parlà mae de te, te dovevi aveene combinà una grosa	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Perché u t'age scoziu buso che ti ge l'agi feta grosa	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Per avej le parlon ma de ti, ti duej propriu avejne cumbinon una grosa	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		Dato che lu l'ha parla' mal ad ti, ad duei propria aeran combinada n'a grosa	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | acc partic ogg | agg | aux A | aux A | aux to C | avv altri | avv mod | clit ne | clit sogg espl | dovere | fless 2 | indic imperf | inf composto | inf composto | ogg dir | ogg indef | partic | partic | PP | PP def | PP gen | PP sing | pro | sogg def | sogg masch | sogg postaux | sogg pron | sogg sing | subord | 
		T l è propri fata grosa parché cuall la l eva dscours acsè mel ed te	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Se lu l'à ciacarà mal ed ti, bisogna che t'n'avis fata na grosa	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Per avej chiel parlà mal ed ti et dovej propi avejne combinà una grossa	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		Slà parlà mal da tè, ad duvivi propriu avejla facia grosa	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Per avei parlò mò d ti, dusiuvi propriu aveine facciu ona grossa	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		omessa	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		Pe ese arivou a parlé mae de ti, ti dev propriu aveine cumbinou unna grossa	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		Per aver elo parlà mal de ti, te devi propi 'erla combina'a grosa	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Parchè el 'l ave descorest mal de ti, te à da avela fata propio grosa	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Lo par ave scors mel ad te, te ta ne avrè fat propi ona dal grosi	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Perché u parlese mà de tì, ti duveii propriu aine cumbinò una grosa	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Por vé lui ciacaraat mal di te, tu vevis propit di veut cumbinada una gruessa	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Pa avé parlato male di te lui, (e') ne dovevi avé combinata proprio una grossa	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Par fà che luu l'ebia parlat maa da tì, tu devat propi venn cumbinada vuna grossa	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Parché lu l'apie parlà mal de ti, tu dovea averghen combinà proprio una grossa	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		P aei ittu ma de ti mié che te n'aggi fattu una grossa	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Pe avei lè parlun mo de ti, ti dovi propriu aveine cunbinon una grossa	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Per aver lui parlato male di te, tu dovevi proprio averne combinata una grossa	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		Par avé lò parlé mel ad te, t'duveva propri aven cumbineda una grosa	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Per avee lu parlà mao de te, te dovevi proprio avene conbinà una grosa	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		A ta ghevat propi de veghen fada una bela perché lu al parless maa de te	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A ta ghevat propi de veghen fada üna bela parché lü al parless maa da te	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Dal mument che l'aveva parlà mal de te, bosogna dé che te n'eret cumbinà vuna grosa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		TE dovevi proprio verghigne combinà una grosa, perchè el gapia parlà ma(l)e de ti	Longare	Longare,Vicenza,Veneto	Meridionale	
		Per fa che lu al parles mal de te, ta ghe de ela fada grosa	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Sicume lu l'a parlà mal ad ti at gh'evi propi cumbinà na grosa	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Par aver lu parlà mal de ti, ti gavevi proprio da averne combinà una grossa	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Per avè parla mal de ti, te duvevet propi aven cumbinà vona grosa	Milano1	Milano,Milano,Lombardia	Occidentale	
		Per vè parlà mal lu de ti, te ghe de veghen cumbinà vona grosa	Milano2	Milano,Milano,Lombardia	Occidentale	
		Sikume l a parlà mal de ti, te gevet propi de ve n fada üna grosa	Milano4	Milano,Milano,Lombardia	Occidentale	
		Par vi ciacarat mal di te, o dovevi vele combinada una gruessa	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Per avej chiel-li parlà mal ed ti, it deuve prope aveijne combina una grossa	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		Chel o j'ha parla' ma ed ti: it dvevi propi aveijne combina' una	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		Lu par ei cuntà so mal de te, t'eet propio da en combinà una de grossa	Monno	Monno,Brescia,Lombardia	Orientale	
		Per aver elo parlà mal de ti, te devi propi averne fata una grosa	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Par aver lu parlà mal de ti, te dovea proprio aver combinà una grosa	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Pe avè vellu parlau ma de ti, ti duxevi proppiu avene cumbinau una grossa	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Par ve lù parlà mal te ti, te ghe proprio da verghene fata una de grossa	Padova1	Padova,Padova,Veneto	Meridionale	
		Te dovevi proprio verghene combinà una grossa perchè eo gappia parlà mae de ti	padova2	Padova,Padova,Veneto	Meridionale	
		Par ve lui ciacarat mal di te, tu vevis propite di venti cumbinade une grose	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Te gavevi proprio de verghene combinada una de grosa, perché che lui el gabia parlà(do) mal de ti	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Per che chiel a l'abja parla' mal 'd ti, it dovi propi aveine	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		pravei chel parlò ma ed ti t duveivi propi aveine fa una grossa	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Per aver parlà cussì mal de ti, te dovaria aveghea conbinada proprio grosa	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Perqué iê oul o parlá mâ’d tu, at duviâ propi avei-ne feit uno touplen grosso	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Pe avei le parlou ma de ti, ti duveivi propriu aveine cumbing una grossa	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Par ve lui fevelat mal di te, tu scugnivis propit vele fate gruese	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Per avoi lu scors mel ad te, duvivi propri avoin cumbinè una grosa	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Per avii parla mau de tè, t'aa deivi avii cunbinà propriu grosa	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Per avei chiel parlà mal d'ti, duvie prope aveine cumbinà una grosa	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Per avej chiel parlà mal ed ti, it dovié prope avejne combinà una grossa	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Per ku'al aie parlà mal de tu, tu devie proppi ague nen fait uno groso	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Perché elo l'abia parlà mal de ti, te devi propri avere fata una grosa	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Parché iu gabia parlà mae de ti vol dir che te a ghe propio combinada grossa	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Par ve fevelat lui mal di te, 'i ti dovevis vent cumbinada propia una di grossa	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Perché iù ga parlà mae de ti, te ghe proprio averla combinada grosa	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Parchè el ghesse parlà mae de ti, te ghe propio da averghine combinà una de grosa	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Pər avej, chiel, parlà mal əd ti, it duvìe pròpi avej-ne combinà una grossa	Torino	Torino,Torino,Piemonte	Alto piemontese	
		Per avej chiel parlà mal ed ti, ti dovie propi aveine combina'a	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Per avej, chiel, parlà mal ed ti, it dovie propi avejne combina' un-a grossa	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Perchè chiel a l'ha parlà mal ed ti, it dovie avejòa faita franc bela	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		Per avej cel parlà mal ed ti, it dovivi propi avejni combinani un-a grossa	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		(Sicomu) lu l'è parlà mala da ti, te duveva propri avè faina una grosa	Trecate	Trecate,Novara,Piemonte	Novarese	
		Siccome ju ga parlà mal de ti, te ga proprio da averla combinada grosa	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Per el fato che lu el ga parlà mal de ti, te devi aver combinà propio una capela	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Se lu gà parlà male de ti, te dovevi proprio averghine combinà una grosa	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Se eu u l'à parlau ma de tu vo dì che ti n avi fau una grosa	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
